"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.638616667E-2,8.542558551E-2,-4.930850118E-2,5.095883831E-2
2.637016666E-2,-4.699722677E-2,-6.128406152E-3,1.159479320E-1
3.635316667E-2,-1.944817454E-1,9.671940655E-2,1.238726974E-1
4.633716666E-2,-3.100663722E-1,1.400185972E-1,1.138880178E-1
5.632116666E-2,-4.083599448E-1,9.936144203E-2,9.186287969E-2
6.630416666E-2,-5.030601025E-1,1.538225636E-2,4.435304925E-2
7.628816666E-2,-5.681786537E-1,-1.037262902E-1,3.068993101E-3
8.627116666E-2,-6.021847725E-1,-1.020699367E-1,-1.720741764E-2
9.625516666E-2,-6.089284420E-1,-1.004834920E-1,4.924782552E-3
1.062381667E-1,-5.943856835E-1,-1.920898855E-1,4.824640974E-2
1.162221667E-1,-5.750215650E-1,-2.321603447E-1,2.300736494E-2
1.262061667E-1,-5.530143380E-1,-2.769034505E-1,-3.019463085E-2
1.361891667E-1,-5.776983500E-1,-4.407722652E-1,-1.605990343E-2
1.461731667E-1,-6.840727925E-1,-6.225916147E-1,3.854082525E-2
1.561561667E-1,-9.067098498E-1,-7.119819522E-1,1.305703521E-1
1.661401667E-1,-1.260424852E0,-7.576740980E-1,2.605805993E-1
1.761231667E-1,-1.632057786E0,-7.952246666E-1,3.809334040E-1
1.861071667E-1,-1.925476313E0,-7.920291424E-1,4.560275674E-1
1.960911667E-1,-2.121982336E0,-7.414948344E-1,4.995758533E-1
2.060741667E-1,-2.218471050E0,-6.936613917E-1,5.008817911E-1
2.160581667E-1,-2.231107950E0,-7.144681215E-1,4.597117305E-1
2.260411667E-1,-2.133953810E0,-8.622372150E-1,3.843140602E-1
2.360251667E-1,-1.993661642E0,-1.151727438E0,3.246611059E-1
2.460091667E-1,-1.871397376E0,-1.655479193E0,2.685469389E-1
2.559921667E-1,-1.818365335E0,-2.347486258E0,2.074864954E-1
2.659761667E-1,-1.809271693E0,-3.217403412E0,1.478591561E-1
2.759591667E-1,-1.812253118E0,-4.157382488E0,1.148761734E-1
2.859431667E-1,-1.815280676E0,-5.053681850E0,1.564712077E-1
2.959261667E-1,-1.823387146E0,-5.839641571E0,2.918532491E-1
3.059101667E-1,-1.813971519E0,-6.405253887E0,5.586280823E-1
3.158941667E-1,-1.811735272E0,-6.578445435E0,1.001619101E0
3.258771667E-1,-1.778544426E0,-6.419880867E0,1.600947261E0
3.358611667E-1,-1.686607480E0,-5.987067223E0,2.330153942E0
3.458441667E-1,-1.642118335E0,-5.197755814E0,3.215531826E0
3.558281667E-1,-1.714076161E0,-4.053729534E0,4.267848015E0
3.658111667E-1,-1.841778636E0,-3.042121649E0,5.356019497E0
3.757951667E-1,-1.875591397E0,-2.359035969E0,6.262586117E0
3.857791667E-1,-1.762725830E0,-1.796477795E0,6.867245197E0
3.957621667E-1,-1.574328065E0,-1.427486658E0,7.160938740E0
4.057461667E-1,-1.457068920E0,-1.075825095E0,6.974634647E0
4.157291667E-1,-1.491612792E0,-6.449811459E-1,6.243516445E0
4.257131667E-1,-1.607456923E0,-8.345364034E-2,5.185000420E0
4.356971667E-1,-1.635199308E0,4.954914749E-1,4.052850723E0
4.456801667E-1,-1.402908087E0,9.018734694E-1,2.978572369E0
4.556641667E-1,-1.020874381E0,9.568608403E-1,2.015292883E0
4.656471667E-1,-6.038686633E-1,6.912135482E-1,1.181920409E0
4.756311667E-1,-2.229231894E-1,3.559983075E-1,4.606304765E-1
4.856141667E-1,3.047298454E-2,1.244213432E-1,-1.581676304E-1
4.955981667E-1,1.158981398E-1,1.011237502E-1,-7.355988026E-1
5.055821667E-1,8.016885817E-2,2.561524510E-1,-1.264521599E0
5.155651667E-1,4.176820442E-2,5.032767057E-1,-1.734318972E0
5.255491667E-1,5.637421831E-2,7.235386968E-1,-2.188584328E0
5.355321667E-1,1.247066706E-1,9.542453885E-1,-2.678076744E0
5.455161667E-1,3.190425932E-1,1.118828416E0,-3.046369076E0
5.554991667E-1,3.781954050E-1,1.077972412E0,-3.472648382E0
5.654831667E-1,3.199610412E-1,1.041403890E0,-4.043496132E0
5.754671667E-1,2.900966108E-1,1.043482780E0,-4.602283955E0
5.854501667E-1,4.237233996E-1,1.002971888E0,-4.957826614E0
5.954341667E-1,5.605792403E-1,1.005447030E0,-5.143457890E0
6.054171667E-1,5.345471501E-1,1.100167632E0,-5.303948402E0
6.154011667E-1,3.194662333E-1,1.316795826E0,-5.499817848E0
6.253841667E-1,1.043016985E-1,1.560076118E0,-5.583194256E0
6.353681667E-1,-1.865426600E-1,1.657151699E0,-5.651772022E0
6.453521667E-1,-4.771395326E-1,1.704707861E0,-5.750773907E0
6.553351667E-1,-6.010433435E-1,1.628069282E0,-5.763659477E0
6.653191667E-1,-5.375583768E-1,1.323415160E0,-5.663022995E0
6.753021667E-1,-4.509353936E-1,9.686181545E-1,-5.546440601E0
6.852861667E-1,-3.844437301E-1,6.995525360E-1,-5.470965862E0
6.952701667E-1,-3.511587679E-1,5.766921043E-1,-5.409571648E0
7.052531667E-1,-3.547418118E-1,5.475836396E-1,-5.252182961E0
7.152371667E-1,-3.762231171E-1,5.343836546E-1,-5.013191700E0
7.252201667E-1,-4.027614594E-1,5.576890707E-1,-4.671325207E0
7.352041667E-1,-3.934417367E-1,4.329761565E-1,-4.204726219E0
7.451871667E-1,-2.829316556E-1,-2.029163018E-2,-3.665220976E0
7.551711667E-1,-9.303627908E-2,-6.977470517E-1,-3.144556522E0
7.651551667E-1,1.004425660E-1,-1.418024778E0,-2.711469650E0
7.751379167E-1,2.695356905E-1,-2.106838942E0,-2.350483418E0
7.851219167E-1,3.926133811E-1,-2.656707525E0,-1.997021198E0
7.951049167E-1,4.675155878E-1,-2.994235992E0,-1.645147800E0
8.050889167E-1,4.965572059E-1,-3.078664780E0,-1.303944707E0
8.150719167E-1,4.967337549E-1,-2.940769911E0,-9.464464188E-1
8.250559167E-1,4.933582544E-1,-2.554383516E0,-5.255132914E-1
8.350399167E-1,4.768794179E-1,-1.959055305E0,-3.467149101E-3
8.450229167E-1,4.601253867E-1,-1.264444470E0,6.180105209E-1
8.550069167E-1,4.497321248E-1,-5.882856250E-1,1.301873803E0
8.649899167E-1,4.384885132E-1,9.796808474E-3,2.013338566E0
8.749739167E-1,4.467674792E-1,5.042030811E-1,2.748607159E0
8.849569167E-1,5.138751864E-1,9.243448377E-1,3.486474514E0
8.949409167E-1,7.183244228E-1,1.711599469E0,4.172954082E0
9.049249167E-1,8.398269415E-1,2.284682512E0,4.896304131E0
9.149079167E-1,8.014159203E-1,2.702578783E0,5.545692444E0
9.248919167E-1,7.778345942E-1,3.082664251E0,6.050915241E0
9.348749167E-1,7.219737172E-1,3.164485455E0,6.485267162E0
9.448589167E-1,6.561269760E-1,2.974780321E0,6.776094437E0
9.548429167E-1,6.067615747E-1,2.396149397E0,6.831097603E0
9.648259167E-1,5.901230574E-1,1.336452484E0,6.569693565E0
9.748099167E-1,6.757591367E-1,-3.825234249E-2,5.895901680E0
9.847929167E-1,8.828111291E-1,-1.614263773E0,4.904879093E0
9.947769167E-1,1.284003139E0,-3.169389725E0,4.055067062E0
1.004759917E0,1.745353222E0,-4.527298450E0,3.684750795E0
1.014743917E0,1.951067805E0,-5.117927551E0,3.968714714E0
1.024727917E0,1.703266025E0,-4.452778816E0,4.694077492E0
1.034710917E0,1.131525755E0,-2.920321941E0,5.285573483E0
1.044694917E0,4.388666749E-1,-1.734442353E0,5.217096806E0
1.054677917E0,-1.890302822E-2,-7.425961494E-1,4.028712749E0
1.064661917E0,-2.418932021E-1,1.001645252E-1,2.151188374E0
1.074644917E0,-3.397122025E-1,6.111367345E-1,1.358696520E-1
1.084628917E0,-2.857193053E-1,9.447129369E-1,-1.591130137E0
1.094612917E0,-1.645468175E-1,1.115442634E0,-2.785029650E0
1.104595917E0,-1.020220853E-2,1.159148216E0,-3.467977285E0
1.114579917E0,1.325671971E-1,1.222781539E0,-3.787913084E0
1.124562917E0,2.504003644E-1,1.338543177E0,-3.836404085E0
1.134546917E0,3.653495908E-1,1.425353765E0,-3.732064486E0
1.144530917E0,4.971691668E-1,1.449784875E0,-3.665618896E0
1.154513917E0,6.257691979E-1,1.461777091E0,-3.806408882E0
1.164497917E0,7.166858912E-1,1.524297237E0,-4.156929970E0
1.174480917E0,7.635700107E-1,1.573760033E0,-4.576671124E0
1.184464917E0,7.795889378E-1,1.510111332E0,-4.995550156E0
1.194447917E0,8.456904292E-1,1.350578904E0,-5.327307701E0
1.204431917E0,8.506246805E-1,9.944484830E-1,-5.585615158E0
1.214415917E0,7.377652526E-1,5.823307037E-1,-5.793699741E0
1.224398917E0,5.918514132E-1,1.920204908E-1,-5.906785965E0
1.234382917E0,4.227409065E-1,-2.704834938E-1,-5.873373032E0
1.244365917E0,2.728502750E-1,-7.298567295E-1,-5.720108509E0
1.254349917E0,1.735761613E-1,-1.065445900E0,-5.464130402E0
1.264332917E0,1.181741580E-1,-1.284362793E0,-5.094736576E0
1.274316917E0,7.795030624E-2,-1.486603260E0,-4.617657661E0
1.284300917E0,2.002982050E-2,-1.650943398E0,-4.072652817E0
1.294283917E0,-4.297124967E-2,-1.771562696E0,-3.536653757E0
1.304267917E0,-8.713597059E-2,-1.876789808E0,-3.013636827E0
1.314250917E0,-6.345061958E-2,-1.950558543E0,-2.522040606E0
1.324234917E0,5.096287280E-2,-1.889090776E0,-2.070173264E0
1.334218917E0,1.761311740E-1,-1.743739724E0,-1.661987543E0
1.344201917E0,2.683136165E-1,-1.570038795E0,-1.280542254E0
1.354185917E0,3.332545161E-1,-1.370677114E0,-9.040631652E-1
1.364168917E0,3.985144496E-1,-1.144673824E0,-5.271637440E-1
1.374152917E0,4.764817059E-1,-9.295529723E-1,-1.385544986E-1
1.384135917E0,5.645217896E-1,-7.219190001E-1,2.736561596E-1
1.394119917E0,6.502838135E-1,-4.932125807E-1,7.323797941E-1
1.404103917E0,6.894696355E-1,-2.944890261E-1,1.217240214E0
1.414086917E0,6.684527397E-1,-1.260539293E-1,1.698210359E0
1.424070917E0,6.111071706E-1,2.483869717E-2,2.188913107E0
1.434053917E0,5.233347416E-1,1.631385088E-1,2.686218977E0
1.444037917E0,4.299693108E-1,4.173139930E-1,3.224137783E0
1.454020917E0,3.350982070E-1,8.349881768E-1,3.890754938E0
1.464004917E0,2.179860473E-1,1.398185968E0,4.721876144E0
1.473988917E0,6.728895009E-2,2.167278528E0,5.666479111E0
1.483971917E0,-1.108222529E-1,3.006048679E0,6.627133369E0
1.493955917E0,-3.212625682E-1,3.628482103E0,7.503276348E0
1.503938917E0,-5.847163200E-1,3.734454155E0,8.185117722E0
1.513922917E0,-8.794355989E-1,2.968830109E0,8.545201302E0
1.523905917E0,-1.027728438E0,1.260016441E0,8.375320435E0
1.533889917E0,-8.256506920E-1,-1.004634619E0,7.568464279E0
1.543873917E0,-2.893158197E-1,-3.161761284E0,6.199022770E0
1.553856917E0,3.637756705E-1,-4.686317921E0,4.966907024E0
1.563840917E0,6.958143115E-1,-5.089426041E0,4.398575306E0
1.573823917E0,5.237231851E-1,-4.135643959E0,4.483438492E0
1.583807917E0,1.541976631E-1,-2.377918243E0,4.633250713E0
1.593790917E0,2.603539228E-1,-1.024663806E0,4.172347546E0
1.603774917E0,6.084391475E-1,-1.292161494E-1,3.193180323E0
1.613758917E0,8.419626951E-1,2.889573872E-1,1.856528401E0
1.623741917E0,9.221779704E-1,4.236742258E-1,3.225792348E-1
1.633725917E0,9.004542828E-1,5.429169536E-1,-1.084849715E0
1.643708917E0,7.832323313E-1,7.534808517E-1,-2.117980242E0
1.653692917E0,6.315389276E-1,1.072150946E0,-2.739924192E0
