"Time (s)","X (hPa)"
-5.352028750E-1,1.008492203E3
4.960501250E-1,1.008495789E3
1.527286125E0,1.008499451E3
2.558563125E0,1.008501053E3
3.589812125E0,1.008502350E3
3.784176125E0,1.008502350E3
4.848727125E0,1.008501358E3
5.913259125E0,1.008497543E3
6.977777125E0,1.008495026E3
8.042317125E0,1.008491821E3
9.106815125E0,1.008488312E3
1.017132312E1,1.008488312E3
1.123580812E1,1.008489380E3
1.230026912E1,1.008491287E3
1.336477312E1,1.008491287E3
1.442923212E1,1.008490677E3
1.549370312E1,1.008487701E3
1.655817312E1,1.008483887E3
1.762271312E1,1.008482132E3
1.868718112E1,1.008482132E3
1.975166112E1,1.008484955E3
2.081617912E1,1.008489532E3
2.188065812E1,1.008495636E3
2.294515112E1,1.008501511E3
2.400968312E1,1.008506165E3
2.507420312E1,1.008510132E3
2.613864612E1,1.008513336E3
2.720308712E1,1.008516235E3
2.826757212E1,1.008519287E3
2.933210612E1,1.008521347E3
3.039660612E1,1.008521729E3
3.146111712E1,1.008521347E3
3.252560512E1,1.008519821E3
3.359010712E1,1.008517990E3
3.465458612E1,1.008515701E3
3.571908512E1,1.008511200E3
3.678353312E1,1.008505402E3
3.784798812E1,1.008499298E3
3.891250212E1,1.008492126E3
3.997708512E1,1.008485184E3
4.104155812E1,1.008485184E3
4.210601012E1,1.008485184E3
4.317050112E1,1.008488541E3
4.423488812E1,1.008490372E3
4.529929112E1,1.008494034E3
4.636373512E1,1.008496323E3
4.742822212E1,1.008496323E3
4.849270212E1,1.008493576E3
4.955716912E1,1.008491821E3
5.062171012E1,1.008489990E3
5.168623512E1,1.008486786E3
5.275079712E1,1.008485184E3
5.381528812E1,1.008484497E3
5.487982612E1,1.008484039E3
5.594431412E1,1.008481750E3
5.700873612E1,1.008478775E3
