"Time (s)","X (hPa)"
-5.520495417E-1,1.008588486E3
4.788794583E-1,1.008587418E3
1.509841458E0,1.008586349E3
2.540791458E0,1.008586349E3
3.571750458E0,1.008585739E3
3.766564458E0,1.008585129E3
4.830786458E0,1.008585129E3
5.895035458E0,1.008589935E3
6.959312458E0,1.008590622E3
8.023493458E0,1.008590851E3
9.087711458E0,1.008592453E3
1.015193546E1,1.008592453E3
1.121612746E1,1.008589401E3
1.228034746E1,1.008588028E3
1.334463246E1,1.008586044E3
1.440881246E1,1.008581085E3
1.547301346E1,1.008574371E3
1.653719346E1,1.008566132E3
1.760131346E1,1.008560028E3
1.866553446E1,1.008553772E3
1.972975846E1,1.008553009E3
2.079398046E1,1.008553009E3
2.185815746E1,1.008557129E3
2.292229846E1,1.008558807E3
2.398635546E1,1.008560944E3
2.505049346E1,1.008562012E3
2.611470146E1,1.008562012E3
2.717885446E1,1.008560562E3
2.824305746E1,1.008560562E3
2.930727946E1,1.008562164E3
3.037151246E1,1.008563461E3
3.143581546E1,1.008565369E3
3.250004746E1,1.008565826E3
3.356430846E1,1.008565826E3
3.462854446E1,1.008561401E3
3.569275546E1,1.008558044E3
3.675692446E1,1.008556366E3
3.782111146E1,1.008553162E3
3.888526346E1,1.008552322E3
3.994945946E1,1.008550644E3
4.101366646E1,1.008550339E3
4.207780046E1,1.008549118E3
4.314197346E1,1.008548660E3
4.420610546E1,1.008548660E3
4.527028046E1,1.008549347E3
4.633444846E1,1.008552780E3
4.739861446E1,1.008555679E3
4.846279746E1,1.008557129E3
4.952701646E1,1.008558426E3
5.059124846E1,1.008561325E3
5.165547946E1,1.008563919E3
5.271971546E1,1.008564072E3
5.378390346E1,1.008567429E3
5.484814446E1,1.008567810E3
5.591230846E1,1.008567810E3
5.697649746E1,1.008567810E3
