time,X (m/s^2),Y (m/s^2),Z (m/s^2),label
-0.001713124999,2.637567074,9.626475870884617,2.4411006282923076,waving_righthand
0.248286875001,3.4880465698480005,9.80980839876,2.3263423462239996,waving_righthand
0.498286875001,2.5984764405279996,5.11353435092,7.04734497044,waving_righthand
0.748286875001,-12.958049597399999,4.08462797248,-1.262534545944,waving_righthand
0.998286875001,9.331313433412,1.9666643004680002,6.3402214408479995,waving_righthand
1.248286875001,-17.583520880280002,-4.7222121093139995,-1.346240478128,waving_righthand
1.498286875001,12.18544623532,-4.55272256458,9.030097815284,waving_righthand
1.748286875001,-17.47861902452,-5.530986254807999,-0.5831692934252,waving_righthand
1.998286875001,11.414597223248002,-2.5530129821072003,9.90087302842,waving_righthand
2.248286875001,-14.574166863799999,-1.990069628956,-2.867251519864,waving_righthand
2.498286875001,10.15831966516,-1.1527648131736001,10.23657692896,waving_righthand
2.748286875001,-14.342933715448,-2.326180682232,1.76556049827892,waving_righthand
2.998286875001,10.36520145208,-1.4325210573320002,7.939998687746001,waving_righthand
3.248286875001,-13.161524469396,-2.616750439372,-0.8496451537399998,waving_righthand
3.498286875001,9.04983876308,-0.330554608212,5.24553585252,waving_righthand
3.748286875001,-11.566070233888002,-2.1451052307080003,3.2683095153463997,waving_righthand
3.998286875001,7.844090130212001,-3.2328991517064,9.319056921571999,waving_righthand
4.248286875001,-9.001429429768,-4.118164232932,5.110546563784,waving_righthand
4.498286875001,8.314364190796,-2.501442224056,8.172459283283999,waving_righthand
4.748286875001,-8.256835821004,-1.8094971316795998,-0.40723115861919984,waving_righthand
4.998286875001,4.0993633298,-0.5940965697784,3.8717286988959994,waving_righthand
5.248286875001,-8.351121753144,-3.185136474532,0.7839677307999999,waving_righthand
5.498286875001,7.1238598575599985,-2.8708859619036002,4.282007519587999,waving_righthand
5.748286875001,-14.59712911404,-2.6183012145711997,4.8359036862160005,waving_righthand
5.998286875001,9.487950474384615,-1.569802885673077,5.4436548615538465,waving_righthand
6.248286875001,-18.5845372557,-6.6149780822799995,0.514587909304,waving_righthand
6.498286875001,11.853849792844,-3.6135336182480002,10.116592437598799,waving_righthand
6.748286875001,-18.894339020968,-9.2338361396,-0.05251679026400011,waving_righthand
6.998286875001,11.313239995944,-6.517500787143999,8.509624145552,waving_righthand
7.248286875001,-18.001793078440002,-11.5877631226,1.8674925300840002,waving_righthand
7.498286875001,7.693605065272001,-8.538795483760001,7.33713035892,waving_righthand
7.748286875001,-13.33345693336,-10.49264044184,2.0943427912440002,waving_righthand
7.998286875001,5.2588940729199996,-5.94247456084,7.408663604411999,waving_righthand
8.248286875001,-11.7296500666,-7.73335041528,1.9601498469484,waving_righthand
8.498286875001,2.829284472164,-3.8250318054320003,3.7608452816968,waving_righthand
8.748286875001,-6.705515808335999,-7.0869885310687994,4.27205621348,waving_righthand
8.998286875001,-1.9619580870599995,-5.76037523806,5.0366242857456,waving_righthand
9.248286875001,-4.596994500128,-4.874170111152,2.6912295590132005,waving_righthand
9.498286875001,-2.858036682696,-3.4027180114660003,5.509940020651999,waving_righthand
9.748286875001,-3.5828354549116,-4.8550159423079995,2.9628846490000003,waving_righthand
9.998286875001,-4.272786694683999,-3.5622562499079997,4.6178491332,waving_righthand
10.248286875001,-2.9957203671440005,-4.094914581044,3.6639727292120003,waving_righthand
10.498286875001,-7.105825360236,-3.100688085924,2.5162853576068,waving_righthand
10.748286875001,0.8955995910400009,-3.454390557992,3.5210319752399992,waving_righthand
10.998286875001,-9.935534948272,-5.34603087158,4.226251464879599,waving_righthand
11.248286875001,6.660794805216001,-5.988913989428,8.129324981208,waving_righthand
11.498286875001,-21.136191065024,-6.8316435242399995,0.573475451784,waving_righthand
11.748286875001,13.960946062556,-4.3776286745048,9.581060082704,waving_righthand
11.998286875001,-22.283221418423075,-7.264888739884616,0.9465163238346156,waving_righthand
12.248286875001,14.550599871316,-4.553237493984,11.566231898396,waving_righthand
12.498286875001,-23.051560033319998,-3.769473340136,-2.4560985164,waving_righthand
12.748286875001,13.755848565736,-0.7983558105768,9.85783452704,waving_righthand
12.998286875001,-21.85605609672,-6.38126608912,-1.651575530924,waving_righthand
13.248286875001,11.624957776372,-3.552598333788,9.092709613604,waving_righthand
13.498286875001,-19.663649230600004,-9.62858325788,0.049858318916000004,waving_righthand
13.748286875001,9.740831835936001,-5.387309033364001,7.2928284856720005,waving_righthand
13.998286875001,-17.414576203063998,-5.471883160360001,2.7875931702440004,waving_righthand
14.248286875001,8.111535973799999,-6.165660443160001,9.863917877848,waving_righthand
14.498286875001,-13.3252959048,-9.516119128,3.8641125363599995,waving_righthand
14.748286875001,1.8099162593200004,-5.535698456152001,4.506828002736,waving_righthand
14.998286875001,-11.162593267919998,-4.730528814688,4.64994838172,waving_righthand
15.248286875001,1.6594192195680002,-1.9686401917224001,7.59932512128,waving_righthand
15.498286875001,-10.114107605324,-4.098752599968,-1.5413028442199999,waving_righthand
15.748286875001,1.2161609802814,-1.128401477124,5.569252678959999,waving_righthand
15.998286875001,-7.98518073138,-5.9596767882120005,4.19684661264,waving_righthand
16.248286875001,0.21019290127199938,-5.58430537712,4.44246784066904,waving_righthand
16.498286875001,-6.29387781392,-1.5837665405063999,6.302008905119999,waving_righthand
16.748286875001,-5.412540563747999,-2.6449757447,5.9858004638256,waving_righthand
16.998286875001,8.555764196519998,3.5326238709512,7.043770403892,waving_righthand
17.248286875001,-17.61809897456,1.6462526000120001,3.37839060062932,waving_righthand
17.498286875001,11.364990380279998,-0.311292663584,7.13293099453736,waving_righthand
17.748286875001,-16.858530505508,-2.442668444876,2.4199576721200002,waving_righthand
17.998286875001,8.657097472892001,-2.636742864972,8.04486461776,waving_righthand
18.248286875001,-15.167814137423077,-4.966055726346155,4.695602751269231,waving_righthand
18.498286875001,8.0824544491,-8.16487305948,10.596967492268,waving_righthand
18.748286875001,-13.21119717412,-9.870174865000001,6.65239427482,waving_righthand
18.998286875001,2.8070706664480003,-7.851844005919999,7.883158886776,waving_righthand
19.248286875001,-3.3885514709280007,-8.744216308436,6.638479211791998,waving_righthand
19.498286875001,-7.242868377863999,-10.8917345208,9.86043312408,waving_righthand
19.748286875001,9.764871843892001,-2.732447845512,5.381393334804,waving_righthand
19.998286875001,-16.350618713973198,-7.30025304532,9.15481845688,waving_righthand
20.248286875001,14.891668615576,-4.2537941895532,8.088507860892001,waving_righthand
20.498286875001,-20.547165949,-9.842644116,4.7222779728336,waving_righthand
20.748286875001,13.595502008372,-4.843310284314,8.259003314095999,waving_righthand
20.998286875001,-16.973724957484,-7.114351629436,7.628993426292001,waving_righthand
21.248286875001,11.177071160518,-4.5463518127036,7.752797973467999,waving_righthand
21.498286875001,-16.098782410424,-8.978281567608,3.9772472713912004,waving_righthand
21.748286875001,6.75571541756,-4.678149738247999,5.790947662460001,waving_righthand
21.998286875001,-10.506046563732,-7.424219256212,5.212807910108,waving_righthand
22.248286875001,-2.1584035761480003,-9.568605981560001,7.22790549364184,waving_righthand
22.498286875001,4.150844274920001,-0.9393745607239999,2.3471430900800003,waving_righthand
22.748286875001,-15.718333557084,-4.2674637638,7.9202637268068,waving_righthand
22.998286875001,13.013763739467997,-6.178880951492,9.59366986046,waving_righthand
23.248286875001,-18.894410870439998,-7.869459375400001,7.424728198282399,waving_righthand
23.498286875001,10.864000195720001,-4.06383321488,6.801394427811999,waving_righthand
23.748286875001,-15.638459655856,-7.75170823992,4.950493395616,waving_righthand
23.998286875001,10.756391967319999,0.699854644884,6.216913861418,waving_righthand
24.248286875001,-17.195940857434618,-7.370793509846154,4.323303873788462,waving_righthand
24.498286875001,7.370361254328,0.566601745536,3.5574302858399993,waving_righthand
24.748286875001,-13.76341682808,-0.6920887938895199,5.111001617448,waving_righthand
24.998286875001,5.742203027992,5.836902100096,-2.7266459107159995,waving_righthand
25.248286875001,-13.055532880320001,-0.8898994445963999,-1.77006313468,waving_righthand
25.498286875001,4.8974317385496,8.277181512479999,3.8680882687799993,waving_righthand
25.748286875001,-11.22873771944,4.708925738462001,-1.8192388733488003,waving_righthand
25.998286875001,11.958482207552002,5.10701989748,3.4888249511920004,waving_righthand
26.248286875001,-15.78811245072,-5.779738970948,8.455921819596,waving_righthand
26.498286875001,9.446861151128001,3.43664945068,3.1508218325228,waving_righthand
26.748286875001,-5.730970384960001,-3.4268717833199998,5.289508411268,waving_righthand
26.998286875001,-1.6875367488000004,0.002353106632000177,6.041346954396,waving_righthand
27.248286875001,4.17081274974,-1.192570037804,6.282830785660001,waving_righthand
27.498286875001,-10.504399987320001,-0.8671707092080001,1.9911294250959997,waving_righthand
27.748286875001,9.951216337932,1.024978546152,5.3453722405708,waving_righthand
27.998286875001,-14.538912175908001,-4.449664874332,6.007595141751999,waving_righthand
28.248286875001,13.54777525688,-1.8105449522719999,5.607471203987999,waving_righthand
28.498286875001,-13.924469915051997,-5.291723803619999,6.552444122420001,waving_righthand
28.748286875001,12.314076745408002,3.9106836913480003,0.772220160536,waving_righthand
28.998286875001,-14.058471258267998,-3.5492213562052,6.518877923708001,waving_righthand
29.248286875001,10.937790747240001,-2.235199877996,6.059201824888,waving_righthand
