"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
-1.713124999E-3,3.539838867E0,6.773414612E0,-3.228785706E-1
8.269874997E-3,4.469106445E0,8.468190308E0,-3.945794678E-1
1.825387500E-2,3.389701080E0,1.027104126E1,1.119971008E0
2.823787500E-2,2.502645721E0,1.071232361E1,1.925895081E0
3.822087500E-2,2.268831940E0,1.051218979E1,2.413131866E0
4.820487500E-2,2.371817780E0,9.954000549E0,2.788102112E0
5.818887499E-2,2.359094238E0,9.321715393E0,2.424807587E0
6.817187500E-2,2.098037109E0,9.368418274E0,2.234403534E0
7.815587499E-2,1.817819824E0,9.500144348E0,2.065255280E0
8.813987500E-2,1.501826935E0,9.442514191E0,1.750459900E0
9.812287500E-2,1.253643036E0,9.391021271E0,1.518442383E0
1.081068750E-1,1.328936462E0,9.544452209E0,1.519190826E0
1.180898750E-1,1.677262115E0,9.720037079E0,1.825154572E0
1.280738750E-1,1.894161072E0,9.649982758E0,2.247127075E0
1.380578750E-1,2.329904938E0,9.745783539E0,2.667602692E0
1.480408750E-1,2.486629028E0,9.765991516E0,2.825075226E0
1.580248750E-1,2.455044708E0,9.559570770E0,3.126248932E0
1.680088750E-1,2.425106964E0,9.737101593E0,3.319197693E0
1.779918750E-1,2.146236877E0,1.005519012E1,3.248095551E0
1.879758750E-1,2.277064819E0,1.056128769E1,3.071762238E0
1.979598750E-1,3.019221497E0,1.074106384E1,2.998863831E0
2.079428750E-1,3.934867401E0,1.057820251E1,3.321742401E0
2.179268750E-1,4.657714233E0,1.008018814E1,4.101920013E0
2.279098750E-1,4.366869049E0,9.435029755E0,4.531526642E0
2.378938750E-1,3.378474426E0,8.956474915E0,3.888463898E0
2.478778750E-1,2.626887360E0,8.443042603E0,3.253634033E0
2.578608750E-1,2.361638947E0,8.281079407E0,2.938838654E0
2.678448750E-1,2.350262604E0,8.241112518E0,2.888543243E0
2.778288750E-1,2.374512177E0,8.184230804E0,2.868634644E0
2.878118750E-1,2.289189606E0,8.025560760E0,2.985092468E0
2.977958750E-1,1.545086975E0,8.200546875E0,3.749702454E0
3.077798750E-1,9.574090576E-1,8.204738159E0,4.204007721E0
3.177628750E-1,5.511538696E-1,8.022866364E0,4.045936432E0
3.277468750E-1,3.097059631E-1,8.051456909E0,3.900438995E0
3.377298750E-1,3.644920349E-1,8.108488312E0,3.635639648E0
3.477138750E-1,1.150507507E0,8.368647308E0,3.692820740E0
3.576978750E-1,2.947969666E0,8.878936157E0,4.667893066E0
