"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
7.478874999E-3,-5.290813446E-1,5.832067728E-1,5.374273062E-1
1.746187500E-2,-3.761070669E-1,5.601109862E-1,5.418751240E-1
2.744587500E-2,-2.260597646E-1,5.683676004E-1,4.973779619E-1
3.742887500E-2,-6.210087612E-2,5.823432803E-1,4.401636720E-1
4.741187500E-2,5.966603756E-2,6.150916815E-1,3.590238094E-1
5.739487500E-2,1.797697842E-1,6.618658304E-1,2.607916594E-1
6.737787500E-2,3.125342131E-1,6.905573606E-1,1.927904934E-1
7.736087500E-2,4.061077833E-1,6.470306516E-1,1.685267687E-1
8.734387500E-2,4.398404658E-1,5.417420268E-1,1.511280835E-1
9.732687499E-2,4.478844106E-1,4.242709875E-1,1.706714630E-1
1.073098750E-1,4.291077852E-1,3.271010220E-1,2.241490632E-1
1.172928750E-1,3.698324561E-1,2.583152950E-1,2.522543371E-1
1.272768750E-1,3.128216267E-1,2.257442921E-1,2.723220587E-1
1.372598750E-1,2.619567215E-1,2.019043118E-1,2.845273018E-1
1.472428750E-1,1.938975155E-1,2.178305537E-1,2.728895545E-1
1.572258750E-1,1.206519604E-1,2.943270802E-1,1.961262226E-1
1.672088750E-1,5.073652416E-2,3.398687541E-1,9.457562119E-2
1.771918750E-1,3.380128648E-3,3.552425206E-1,2.311264351E-2
1.871748750E-1,-1.345051639E-2,3.403053880E-1,-2.735852078E-2
1.971578750E-1,-7.995810360E-3,2.700198293E-1,-6.882813573E-2
2.071408750E-1,1.386874169E-2,1.959426701E-1,-1.117596254E-1
2.171238750E-1,4.369460419E-2,1.053459272E-1,-1.431452632E-1
2.271078750E-1,8.593899757E-2,1.649967395E-2,-1.602227837E-1
2.370908750E-1,1.329616606E-1,-4.673644900E-2,-1.605483592E-1
2.470738750E-1,1.553455293E-1,-9.460251033E-2,-1.485910416E-1
2.570568750E-1,1.816225648E-1,-1.379213333E-1,-1.255354881E-1
2.670398750E-1,2.099844366E-1,-1.604793668E-1,-1.010357365E-1
2.770228750E-1,2.171091437E-1,-1.710188836E-1,-7.731886953E-2
2.870058750E-1,1.771265715E-1,-1.601723582E-1,-7.282558829E-2
2.969888750E-1,1.054620892E-1,-1.349539906E-1,-7.366212457E-2
3.069718750E-1,3.240039572E-2,-1.120161712E-1,-6.387527287E-2
3.169548750E-1,-3.804650903E-2,-1.321080178E-1,-4.055465758E-2
3.269388750E-1,-1.046311334E-1,-2.175842971E-1,-1.122499909E-2
3.369218750E-1,-1.735511869E-1,-3.491145074E-1,1.360561233E-2
3.469048750E-1,-2.183210552E-1,-5.213376880E-1,4.010779411E-2
3.568878750E-1,-2.236205488E-1,-7.266105413E-1,7.259357721E-2
3.668708750E-1,-2.282813340E-1,-1.001136422E0,8.379483223E-2
3.768538750E-1,-2.226937413E-1,-1.340081096E0,1.192745939E-1
3.868368750E-1,-2.383773625E-1,-1.689171076E0,1.912302673E-1
3.968198750E-1,-3.228344619E-1,-1.959248900E0,3.231265843E-1
4.068028750E-1,-4.718883932E-1,-2.177417040E0,5.095078945E-1
4.167858750E-1,-6.589160562E-1,-2.310366392E0,7.471470237E-1
4.267698750E-1,-8.475504518E-1,-2.324927568E0,1.012189865E0
4.367528750E-1,-9.964761138E-1,-2.196655750E0,1.288606763E0
4.467358750E-1,-1.131599903E0,-1.922211528E0,1.588952541E0
4.567188750E-1,-1.269165993E0,-1.566232800E0,1.884296298E0
4.667018750E-1,-1.390699863E0,-1.172818422E0,2.144567490E0
4.766848750E-1,-1.504897475E0,-7.743075490E-1,2.357963324E0
4.866678750E-1,-1.623073697E0,-4.172188938E-1,2.540369272E0
4.966508750E-1,-1.733711362E0,-1.278021634E-1,2.673461437E0
5.066338750E-1,-1.999752998E0,1.262173355E-1,2.693686008E0
5.166168750E-1,-2.207185507E0,4.328774512E-1,2.659244537E0
5.266008750E-1,-2.249663353E0,6.758536100E-1,2.561568499E0
5.365838750E-1,-2.176433802E0,8.726142645E-1,2.347411394E0
5.465668750E-1,-2.037077427E0,8.809717894E-1,2.026832581E0
5.565498750E-1,-1.914192080E0,5.528400540E-1,1.583066463E0
5.665328750E-1,-1.817363262E0,7.328140736E-2,1.021863580E0
5.765158750E-1,-1.648612261E0,-3.637350202E-1,4.580263197E-1
5.864988750E-1,-1.304368019E0,-7.073016763E-1,-6.723079085E-2
5.964818750E-1,-8.295407295E-1,-1.023227096E0,-6.250456572E-1
6.064648750E-1,-3.238826096E-1,-1.335650325E0,-1.259642601E0
6.164488750E-1,2.275216728E-1,-1.564736009E0,-1.942094445E0
6.264318750E-1,8.337404728E-1,-1.645854235E0,-2.622205257E0
6.364148750E-1,1.446908355E0,-1.551687956E0,-3.254096270E0
6.463978750E-1,2.003834486E0,-1.329245090E0,-3.742173910E0
6.563808750E-1,2.369125128E0,-1.063330054E0,-4.103255272E0
6.663638750E-1,2.543749094E0,-8.974657059E-1,-4.453556538E0
6.763468750E-1,2.649385929E0,-8.953532577E-1,-4.869490623E0
6.863298750E-1,2.773190022E0,-9.678775072E-1,-5.378341198E0
6.963128750E-1,2.916352272E0,-1.066769242E0,-5.949631214E0
7.062958750E-1,3.036749840E0,-1.201941967E0,-6.513266563E0
7.162798750E-1,3.095767736E0,-1.333609581E0,-7.021193504E0
7.262628750E-1,3.048949003E0,-1.431867719E0,-7.470334530E0
7.362458750E-1,2.925940990E0,-1.406771064E0,-7.809646130E0
7.462288750E-1,2.805179596E0,-1.295733571E0,-7.956720352E0
7.562118750E-1,2.657866001E0,-1.096332788E0,-7.983000278E0
7.661948750E-1,2.437556744E0,-9.169905782E-1,-7.936236382E0
7.761778750E-1,2.166181803E0,-7.835655808E-1,-7.842571735E0
7.861608750E-1,1.915058970E0,-6.971603632E-1,-7.723285675E0
7.961438750E-1,1.748611927E0,-6.670323610E-1,-7.591387749E0
8.061278750E-1,1.640537858E0,-6.927350760E-1,-7.431675911E0
8.161108750E-1,1.576910615E0,-7.466886640E-1,-7.200092793E0
8.260938750E-1,1.533724785E0,-8.368664980E-1,-6.883146763E0
8.360768750E-1,1.501503348E0,-9.674847722E-1,-6.452829361E0
8.460598750E-1,1.502638340E0,-1.246314049E0,-5.868988991E0
8.560428750E-1,1.519544840E0,-1.695776582E0,-5.138326645E0
8.660258750E-1,1.561027408E0,-2.232502460E0,-4.250987053E0
8.760088750E-1,1.629548192E0,-2.755970478E0,-3.276544571E0
