"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
5.440499997E-3,-9.390345812E-1,-9.637900591E-1,6.789366007E-1
1.542450000E-2,-9.137168527E-1,-1.105395317E0,6.788694263E-1
2.540750000E-2,-8.892501593E-1,-1.296501040E0,6.873297691E-1
3.539150000E-2,-8.652150035E-1,-1.496377587E0,7.217912674E-1
4.537450000E-2,-8.525639176E-1,-1.667408466E0,7.769250870E-1
5.535750000E-2,-8.429373503E-1,-1.837189198E0,8.543069959E-1
6.534150000E-2,-8.451349735E-1,-1.941031218E0,9.575687051E-1
7.532450000E-2,-8.819825649E-1,-1.879543185E0,1.078726053E0
8.530850000E-2,-9.488297701E-1,-1.656517863E0,1.241424680E0
9.529150000E-2,-1.030603766E0,-1.344850063E0,1.398403049E0
1.052745000E-1,-1.067002773E0,-9.776006937E-1,1.499388337E0
1.152585417E-1,-1.050337195E0,-5.570173860E-1,1.532226324E0
1.252415417E-1,-9.807236791E-1,-2.055709660E-1,1.499100327E0
1.352255417E-1,-8.650268316E-1,2.768482268E-2,1.402550817E0
1.452085417E-1,-7.108660340E-1,1.345015466E-1,1.251680136E0
1.551915417E-1,-5.346997380E-1,1.450566202E-1,1.063319921E0
1.651755417E-1,-3.587456942E-1,8.710517734E-2,8.548604846E-1
1.751585417E-1,-2.024487406E-1,-1.117115654E-2,6.461195350E-1
1.851425417E-1,-9.001355618E-2,-9.009899944E-2,4.441374242E-1
1.951255417E-1,1.820546808E-3,-1.675868779E-1,2.730409801E-1
2.051085417E-1,2.421986312E-2,-2.447378486E-1,6.979198009E-2
2.150925417E-1,4.596224986E-3,-3.171041310E-1,-1.723914742E-1
2.250755417E-1,-1.750082150E-2,-4.244958162E-1,-4.164597988E-1
2.350595417E-1,-4.581044242E-2,-5.247752666E-1,-6.711699367E-1
2.450425417E-1,-1.211968139E-1,-6.052551866E-1,-9.681144953E-1
2.550255417E-1,-2.421181351E-1,-6.697291136E-1,-1.291895390E0
2.650095417E-1,-3.593371511E-1,-7.107843757E-1,-1.674288392E0
2.749925417E-1,-4.490441680E-1,-7.130772471E-1,-2.140356779E0
2.849765417E-1,-4.962463081E-1,-7.128152251E-1,-2.684568644E0
2.949595417E-1,-5.102878213E-1,-6.841596961E-1,-3.279855251E0
3.049425417E-1,-4.803389609E-1,-6.085584164E-1,-3.886705637E0
3.149265417E-1,-4.039863348E-1,-4.653952718E-1,-4.487734795E0
3.249095417E-1,-2.977869213E-1,-2.804419100E-1,-4.992634296E0
3.348935417E-1,-1.742280722E-1,-6.472034752E-2,-5.401418686E0
3.448765417E-1,-7.107318938E-2,1.873164177E-1,-5.723370075E0
3.548595417E-1,-5.712859565E-4,4.051195383E-1,-5.923230171E0
3.648435417E-1,3.743335605E-2,5.796530247E-1,-6.003544807E0
3.748265417E-1,5.350503325E-2,6.640015841E-1,-6.015657425E0
3.848105417E-1,5.877276510E-2,6.943579316E-1,-5.975225925E0
3.947935417E-1,3.071427159E-2,6.607716680E-1,-5.849078655E0
4.047765417E-1,-1.753741316E-2,5.033141375E-1,-5.620576859E0
4.147605417E-1,-6.809126586E-2,2.407758236E-1,-5.346053600E0
4.247435417E-1,-1.189347357E-1,-9.890609980E-2,-5.101629734E0
4.347275417E-1,-1.839880645E-1,-4.656464458E-1,-4.883451939E0
4.447105417E-1,-2.616085708E-1,-8.470590711E-1,-4.656249046E0
4.546945417E-1,-3.327529132E-1,-1.236241937E0,-4.422794819E0
4.646775417E-1,-3.806549311E-1,-1.632610083E0,-4.180844784E0
4.746605417E-1,-3.916670978E-1,-2.023284912E0,-3.946470737E0
4.846445417E-1,-3.740335107E-1,-2.415389538E0,-3.716311932E0
4.946275417E-1,-3.406679332E-1,-2.812218189E0,-3.514322758E0
5.046105417E-1,-2.846334279E-1,-3.194573164E0,-3.295444965E0
5.145945417E-1,-1.957397163E-1,-3.498391151E0,-3.017522812E0
5.245775417E-1,-7.219221443E-2,-3.594785452E0,-2.609029055E0
5.345615417E-1,6.620939821E-2,-3.350886106E0,-2.027637005E0
5.445445417E-1,1.360012591E-1,-2.707998037E0,-1.280538321E0
5.545285417E-1,6.125453115E-2,-1.683113813E0,-3.850247264E-1
5.645115417E-1,-1.429595798E-1,-4.170816243E-1,6.195885539E-1
5.744945417E-1,-3.403472602E-1,7.904888988E-1,1.622467995E0
5.844785417E-1,-4.530213475E-1,1.808073878E0,2.578156233E0
5.944615417E-1,-5.115792155E-1,2.570025206E0,3.451240301E0
6.044455417E-1,-5.309233665E-1,3.074770927E0,4.270362854E0
6.144285417E-1,-5.022000074E-1,3.369397640E0,5.056015491E0
