"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
4.494999957E-4,8.013136597E0,-9.705816650E-1,3.784430237E0
1.043250000E-2,8.175099792E0,-1.000669098E0,3.955823822E0
2.041650000E-2,8.301137695E0,-1.063688049E0,3.947590942E0
3.039950000E-2,8.302484894E0,-1.160536652E0,3.785178680E0
4.038250000E-2,8.295898590E0,-1.348545685E0,3.547472992E0
5.036650000E-2,8.342152405E0,-1.574126587E0,3.433859253E0
6.034950000E-2,8.499175873E0,-1.786834259E0,3.296594696E0
7.033350000E-2,8.675808563E0,-1.991758118E0,3.142864380E0
8.031650000E-2,8.849597168E0,-2.069147186E0,3.051105194E0
9.029950000E-2,9.154513092E0,-2.160606995E0,3.048710175E0
1.002835000E-1,9.676028595E0,-2.253264313E0,3.073259125E0
1.102665000E-1,1.051024384E1,-2.228715363E0,3.232827301E0
1.202505417E-1,1.135628448E1,-2.286644897E0,3.623963928E0
1.302335417E-1,1.211775101E1,-2.402503967E0,3.910767517E0
1.402165417E-1,1.282308426E1,-2.420466614E0,4.119433594E0
1.502005417E-1,1.350177292E1,-2.526895294E0,4.296814728E0
1.601835417E-1,1.403466476E1,-2.709814911E0,4.296515350E0
1.701675417E-1,1.448627563E1,-2.954855347E0,4.201313324E0
1.801505417E-1,1.484478012E1,-3.232527924E0,4.035907288E0
1.901335417E-1,1.508098892E1,-3.430715790E0,3.888164520E0
2.001175417E-1,1.524280243E1,-3.515888672E0,3.863914948E0
2.101005417E-1,1.581775681E1,-4.045487366E0,3.404220886E0
2.200845417E-1,1.628418686E1,-4.248465271E0,3.201093292E0
2.300675417E-1,1.667667068E1,-4.173022156E0,3.103047180E0
2.400505417E-1,1.707439362E1,-4.178261261E0,2.929857330E0
2.500345417E-1,1.750355118E1,-4.291725311E0,2.557132416E0
2.600175417E-1,1.784933212E1,-4.359833679E0,2.193538513E0
2.700015417E-1,1.841425735E1,-4.316423950E0,2.089055786E0
2.799845417E-1,1.912063843E1,-4.046684875E0,2.086660767E0
2.899675417E-1,1.977552658E1,-3.722309418E0,2.207609253E0
2.999515417E-1,2.010289581E1,-3.438349915E0,2.411036224E0
3.099345417E-1,1.996877472E1,-3.297941895E0,2.505789185E0
3.199185417E-1,1.946761688E1,-3.207679596E0,2.437531128E0
3.299015417E-1,1.847697693E1,-3.249442749E0,2.254910889E0
3.398845417E-1,1.713157471E1,-3.252286835E0,1.936073914E0
3.498685417E-1,1.544697784E1,-3.176394653E0,1.361119537E0
3.598515417E-1,1.367750748E1,-3.272345123E0,6.623725891E-1
3.698355417E-1,1.184711380E1,-3.412154388E0,1.445993042E-1
3.798185417E-1,1.002225861E1,-3.313359833E0,-1.237925720E-1
3.898015417E-1,8.382418671E0,-3.049757996E0,-2.957849121E-1
3.997855417E-1,6.576873322E0,-2.703827362E0,-5.733078003E-1
4.097685417E-1,4.652624817E0,-2.421364746E0,-8.128097534E-1
4.197525417E-1,3.218756561E0,-2.051483917E0,-8.351133728E-1
4.297355417E-1,2.323917389E0,-1.567839661E0,-8.243357849E-1
4.397185417E-1,1.537153473E0,-1.068328400E0,-8.277786255E-1
4.497025417E-1,5.816903687E-1,-6.405180359E-1,-7.189549255E-1
4.596855417E-1,-3.005749512E-1,-3.830534363E-1,-4.950205994E-1
4.696695417E-1,-9.551637268E-1,-1.577719116E-1,-1.305285645E-1
4.796525417E-1,-1.530716858E0,3.667373657E-2,3.115022278E-1
4.896355417E-1,-2.002086639E0,2.598596191E-1,7.556286621E-1
4.996195417E-1,-2.311792603E0,5.748046875E-1,1.142274628E0
5.096025417E-1,-2.763852539E0,8.406518555E-1,1.570234680E0
5.195865417E-1,-3.345243530E0,9.795629883E-1,2.075733490E0
5.295695417E-1,-4.041296082E0,1.023421783E0,2.635269928E0
5.395525417E-1,-4.974754944E0,1.112935638E0,3.124602356E0
5.495365417E-1,-5.961502991E0,1.218166809E0,3.289409637E0
5.595195417E-1,-6.839876404E0,1.309476929E0,3.148702240E0
5.695035417E-1,-7.480244751E0,1.417402496E0,2.948119354E0
5.794865417E-1,-7.564070435E0,1.558858337E0,2.855462036E0
5.894695417E-1,-7.260950775E0,1.501377869E0,3.117267609E0
5.994535417E-1,-6.771618347E0,1.192719727E0,3.482657776E0
6.094365417E-1,-6.272256775E0,7.502398682E-1,3.736679535E0
6.194205417E-1,-5.616320801E0,2.345622253E-1,3.851640472E0
6.294035417E-1,-4.603077850E0,-2.510279846E-1,3.742667084E0
6.393865417E-1,-3.097957764E0,-8.165519714E-1,3.323388977E0
6.493705417E-1,-1.209035797E0,-1.746867371E0,2.495909729E0
6.593535417E-1,1.171463928E0,-2.668051758E0,1.257085876E0
6.693375417E-1,3.439697113E0,-3.593277740E0,-5.104385376E-2
6.793205417E-1,5.097649384E0,-4.739144897E0,-1.183588715E0
6.893035417E-1,6.582112427E0,-6.235433350E0,-1.575922852E0
6.992875417E-1,8.906628571E0,-8.090226288E0,-1.309027863E0
7.092705417E-1,1.286724243E1,-9.803862762E0,-1.933080139E0
7.192545417E-1,1.636726410E1,-1.032253418E1,-2.028282166E0
7.292375417E-1,1.869941437E1,-1.061382843E1,-1.237476654E0
7.392205417E-1,2.114308273E1,-1.047072601E1,4.382885742E-1
7.492045417E-1,2.388957138E1,-9.216184845E0,3.545077972E0
7.591875417E-1,2.626962204E1,-7.670199738E0,7.402705994E0
7.691715417E-1,2.673051361E1,-6.867868195E0,1.113324829E1
7.791545417E-1,2.485910522E1,-7.095694427E0,1.346779358E1
7.891375417E-1,2.217788086E1,-8.061336365E0,1.334594696E1
7.991215417E-1,2.030093399E1,-9.035510559E0,1.139191040E1
8.091045417E-1,1.938678497E1,-9.660161591E0,8.554411011E0
8.190885417E-1,1.932616104E1,-9.761351166E0,5.643863525E0
8.290715417E-1,1.997715729E1,-9.316925354E0,3.147953796E0
8.390545417E-1,2.106374771E1,-8.361312561E0,1.481020203E0
8.490385417E-1,2.218506592E1,-7.074438629E0,1.103505249E0
8.590215417E-1,2.284175034E1,-5.769003296E0,1.931732941E0
8.690055417E-1,2.332734055E1,-5.301974487E0,3.019670563E0
8.789885417E-1,2.330892883E1,-5.369334412E0,3.793411560E0
8.889715417E-1,2.276870224E1,-5.382806396E0,4.314178619E0
8.989555417E-1,2.219150253E1,-5.321733398E0,4.301754456E0
9.089385417E-1,2.200319412E1,-5.451663208E0,3.811523895E0
9.189225417E-1,2.145982407E1,-5.376519470E0,3.494782562E0
9.289055417E-1,2.027413971E1,-5.141508179E0,3.358715515E0
9.388885417E-1,1.949530930E1,-4.847519531E0,3.320245514E0
9.488725417E-1,1.870839569E1,-4.656217346E0,3.253933411E0
9.588555417E-1,1.743229935E1,-4.709955597E0,2.998564453E0
9.688395417E-1,1.581521210E1,-4.828658752E0,2.420017548E0
9.788225417E-1,1.372495880E1,-4.907395020E0,1.904190216E0
9.888055417E-1,1.145986908E1,-5.047803040E0,1.392105103E0
9.987895417E-1,9.254505157E0,-5.135370941E0,1.041085052E0
1.008772542E0,7.376809845E0,-5.018613739E0,6.523434448E-1
1.018756542E0,5.404361572E0,-4.565805359E0,3.450325012E-1
1.028739542E0,3.645070038E0,-3.999233551E0,2.142045593E-1
1.038722542E0,2.381697235E0,-3.428171082E0,2.173480225E-1
1.048706542E0,1.270108795E0,-2.754871216E0,2.284249878E-1
1.058689542E0,3.550616455E-1,-2.122885437E0,1.583706665E-1
1.068673542E0,-7.361691284E-1,-1.506616974E0,2.520758057E-1
1.078656542E0,-1.893412628E0,-1.117426300E0,4.740641785E-1
1.088639542E0,-2.917433167E0,-9.524693298E-1,9.918374634E-1
1.098623542E0,-3.800147552E0,-8.565188599E-1,1.797162781E0
1.108606542E0,-4.602628784E0,-6.982978821E-1,2.667902069E0
1.118590500E0,-5.419779510E0,-4.855902100E-1,3.451821899E0
1.128573500E0,-6.507118378E0,-3.267704773E-1,3.964655457E0
1.138557500E0,-7.772586823E0,-3.391946411E-1,3.906875610E0
1.148540500E0,-8.814869385E0,-3.588038635E-1,3.361559601E0
1.158523500E0,-9.143136749E0,-1.676513672E-1,2.954406281E0
1.168507500E0,-8.571475525E0,-5.388793945E-2,3.129691772E0
1.178490500E0,-7.433990936E0,-3.519181824E-1,3.527265015E0
1.188474500E0,-6.530619507E0,-8.562194824E-1,3.828738098E0
1.198457500E0,-5.870192871E0,-1.415157166E0,4.113895111E0
1.208440500E0,-5.232967987E0,-1.822609863E0,4.466711426E0
1.218424500E0,-4.364474030E0,-2.215692444E0,4.684059448E0
1.228407500E0,-3.248843994E0,-2.819237366E0,4.571044464E0
1.238391500E0,-1.674717407E0,-3.471131744E0,3.887266388E0
1.248374500E0,2.359094238E-1,-4.045936432E0,2.447709961E0
1.258357500E0,2.435136108E0,-4.412673798E0,5.409750366E-1
1.268341500E0,4.678520966E0,-4.817132721E0,-1.398242340E0
1.278324500E0,6.650220795E0,-5.454656982E0,-2.817890167E0
1.288308500E0,8.208181000E0,-6.498436432E0,-3.327280884E0
1.298291500E0,9.237141266E0,-8.046217804E0,-3.052751770E0
1.308274500E0,1.086216202E1,-9.336235199E0,-2.548899536E0
1.318258500E0,1.418420380E1,-1.037627243E1,-2.415526886E0
1.328241500E0,1.847637817E1,-1.182316360E1,-3.048560486E0
1.338225500E0,2.213641708E1,-1.145762375E1,-2.189047852E0
1.348208500E0,2.619178391E1,-1.001013382E1,-2.291734314E-1
1.358191500E0,3.090772705E1,-7.892487488E0,2.719245300E0
1.368175500E0,3.552218124E1,-5.672454071E0,5.989045715E0
1.378158500E0,3.721860352E1,-4.770878906E0,9.506880341E0
1.388142500E0,3.564762039E1,-5.597609711E0,1.135838013E1
1.398125500E0,3.249308029E1,-7.166197815E0,1.035516632E1
1.408108500E0,2.979973114E1,-8.180039520E0,7.800877991E0
1.418092500E0,2.807082642E1,-8.160430298E0,5.269641724E0
1.428075500E0,2.692885117E1,-7.437284088E0,3.556154938E0
1.438059500E0,2.623175079E1,-6.167175293E0,3.273243256E0
1.448042500E0,2.570379868E1,-5.049299927E0,3.913461914E0
1.458025500E0,2.524784683E1,-4.461172943E0,4.588108978E0
1.468009500E0,2.429956879E1,-4.642745361E0,4.521347809E0
1.477992500E0,2.253294250E1,-5.207969971E0,3.925287323E0
1.487976500E0,2.016067566E1,-5.942941589E0,3.052153015E0
1.497959500E0,1.799497925E1,-6.677913208E0,2.222877502E0
1.507942500E0,1.489342896E1,-6.801406403E0,2.229014740E0
1.517926500E0,1.169024002E1,-7.835755463E0,1.320404205E0
1.527909500E0,8.648116150E0,-8.334218903E0,3.293151855E-1
1.537893500E0,5.911656647E0,-7.592960358E0,-2.065704346E-1
1.547876500E0,3.488196259E0,-6.634653168E0,-4.658312988E-1
1.557859500E0,1.176253967E0,-5.119953003E0,-8.143066406E-2
1.567843500E0,-9.157955933E-1,-3.751947784E0,1.745370483E-1
1.577826500E0,-2.538121948E0,-2.629132690E0,2.317181396E-1
1.587810500E0,-3.524720306E0,-1.578766937E0,2.442919922E-1
1.597793500E0,-3.986510010E0,-6.182144165E-1,4.062551880E-1
1.607776500E0,-4.233346710E0,1.537303162E-1,7.677534485E-1
1.617760500E0,-4.168830872E0,6.286926270E-1,1.098715210E0
1.627743500E0,-3.982169037E0,8.958869934E-1,1.312470703E0
1.637727500E0,-3.762276306E0,1.092128906E0,1.368903351E0
1.647710500E0,-3.502865753E0,1.270108795E0,1.393901367E0
1.657693500E0,-3.196752319E0,1.367107086E0,1.487307129E0
1.667677500E0,-2.906056824E0,1.351539459E0,1.573677521E0
1.677660500E0,-2.616558838E0,1.187480621E0,1.514999542E0
1.687644500E0,-2.073338470E0,4.930746460E-1,7.324269104E-1
1.697627500E0,-2.932252350E0,1.171463928E0,1.763931885E0
1.707610500E0,-3.322341156E0,1.163530426E0,2.249522095E0
1.717594500E0,-3.941603394E0,3.167413330E-1,2.363135834E0
1.727577500E0,-4.710704041E0,-7.497908020E-1,2.151625671E0
1.737561500E0,-5.225932617E0,-1.511856079E0,1.448687439E0
1.747544500E0,-5.825735321E0,-2.063309326E0,6.164181519E-1
1.757528500E0,-3.660338287E0,-2.618654480E0,-2.809657288E-1
1.767511500E0,-1.168320465E0,-3.487447815E0,-1.724414062E-1
1.777494500E0,8.340655518E-1,-4.790787506E0,-7.334747314E-2
1.787478500E0,3.334166565E0,-6.328539734E0,-3.849993896E-1
1.797461500E0,6.116879883E0,-7.555987244E0,-6.417155457E-1
1.807445500E0,9.068891144E0,-8.814120941E0,-1.087189178E0
1.817428500E0,1.324086548E1,-9.530231781E0,-2.128124542E0
1.827411500E0,1.924353287E1,-8.464897156E0,-3.184926910E0
1.837395500E0,2.597084335E1,-6.753506012E0,-2.620750122E0
1.847378500E0,3.137430679E1,-6.027515717E0,8.966354370E-2
1.857362500E0,3.593307678E1,-5.176834717E0,3.287164307E0
1.867345500E0,3.990940796E1,-3.525917816E0,6.742578735E0
1.877328500E0,4.248555084E1,-1.986369324E0,9.594897308E0
1.887312500E0,4.321154114E1,-1.099763031E0,1.093790451E1
1.897295500E0,4.201702515E1,-8.735833740E-1,1.008677444E1
1.907279500E0,3.909450256E1,-1.103804626E0,6.940467224E0
1.917262500E0,3.481609955E1,-1.919458466E0,3.307372284E0
1.927245500E0,2.978536102E1,-2.620750122E0,9.081614685E-1
1.937229500E0,2.530757263E1,-3.399730225E0,2.290237427E-2
1.947212500E0,2.218701187E1,-5.609435120E0,-1.055904236E0
1.957196500E0,1.811667618E1,-6.840924225E0,-8.161029053E-1
1.967179500E0,1.340357712E1,-6.972949677E0,-5.239105225E-2
1.977162500E0,9.811347198E0,-6.672225037E0,8.312214661E-1
1.987146500E0,7.014563141E0,-6.802005157E0,1.298699341E0
1.997129500E0,3.506907349E0,-6.577771454E0,1.338217163E0
2.007113500E0,6.810836792E-2,-5.660329285E0,9.648934937E-1
2.017096500E0,-2.677482147E0,-4.105811920E0,3.594026184E-1
2.027079500E0,-4.261937256E0,-2.509980469E0,-3.375480652E-1
2.037063500E0,-4.727020111E0,-1.191073151E0,-7.649093628E-1
2.047046500E0,-4.512067108E0,-1.234931946E-1,-8.452922058E-1
