"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
7.478874999E-3,-2.530287556E-1,-1.523369247E-1,1.121465557E0
1.746187500E-2,-1.422408298E-2,-2.392031604E-1,1.226040085E0
2.744587500E-2,3.270767252E-1,-1.763537782E-1,1.448958165E0
3.742887500E-2,6.405019560E-1,8.351402700E-2,1.604076610E0
4.741187500E-2,7.507053065E-1,1.760760355E-1,1.699986734E0
5.739487500E-2,9.026666938E-1,-1.760128856E-1,1.640669655E0
6.737787500E-2,8.568069814E-1,-2.803003156E-1,1.732593732E0
7.736087500E-2,4.365746091E-1,-2.896482593E-1,1.661253901E0
8.734387500E-2,1.294276799E-1,-5.321580201E-1,1.143383260E0
9.732687499E-2,-1.901461905E-1,-6.160836911E-1,7.229813182E-1
1.073098750E-1,-5.015500389E-1,-3.219231355E-1,5.294794106E-1
1.172928750E-1,-4.232555290E-1,-4.277056986E-1,1.872021174E-1
1.272768750E-1,-2.030081646E-1,-6.489310098E-1,-3.117910802E-2
1.372598750E-1,-1.125423829E-1,-4.488053763E-1,-2.148150086E-2
1.472428750E-1,5.650222957E-2,-1.030764717E-1,-1.755684972E-2
1.572258750E-1,5.836415845E-1,1.141353106E-1,-1.348426402E-2
1.672088750E-1,1.056388970E0,2.716902906E-1,-1.243498117E-2
1.771918750E-1,1.038873489E0,2.897511703E-1,2.868351638E-3
1.871748750E-1,7.954569715E-1,2.720469707E-1,9.118878990E-2
1.971578750E-1,6.678925069E-1,1.978896582E-1,1.644178569E-1
2.071408750E-1,5.236855508E-1,1.291743493E-1,2.253072524E-1
2.171238750E-1,3.950425673E-1,9.857703924E-2,2.550596398E-1
2.271078750E-1,2.594346727E-1,5.704017341E-2,2.626905486E-1
2.370908750E-1,1.410479978E-1,1.398010790E-2,2.714172256E-1
2.470738750E-1,4.249829426E-2,-3.170886576E-2,1.706077194E-1
2.570568750E-1,-6.093880445E-2,-6.609107852E-2,8.978487343E-2
2.670398750E-1,-1.865184318E-1,-1.202257705E-1,7.613220960E-2
2.770228750E-1,-3.357192023E-1,-1.187043250E-1,3.691376477E-2
