"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717521064485532E9,"2024-06-04 19:11:04.486 UTC+02:00"
"PAUSE",6.000776429166581E1,1.717521124493851E9,"2024-06-04 19:12:04.494 UTC+02:00"
