"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.676679166E-2,-2.296296358E-1,-2.911837399E-1,-1.375100613E0
2.674979166E-2,-2.860867977E-1,-3.212830424E-1,-1.347904682E0
3.673279166E-2,-3.268831670E-1,-3.317780197E-1,-1.331232548E0
4.671579166E-2,-3.564463854E-1,-3.102319837E-1,-1.316967607E0
5.669879166E-2,-3.638723791E-1,-2.833974659E-1,-1.285928845E0
6.668179166E-2,-3.320998251E-1,-2.556566298E-1,-1.249145865E0
7.666479166E-2,-2.708157897E-1,-2.437331229E-1,-1.210327029E0
8.664779166E-2,-2.069920748E-1,-2.514669597E-1,-1.174194574E0
9.663079166E-2,-1.571675241E-1,-2.819100022E-1,-1.138747454E0
1.066137917E-1,-1.329412758E-1,-3.165430725E-1,-1.101013899E0
1.165967917E-1,-1.398835927E-1,-3.509050012E-1,-1.054600120E0
1.265797917E-1,-1.512150764E-1,-3.881865740E-1,-1.013500094E0
1.365627917E-1,-1.384601742E-1,-4.246279001E-1,-9.811024666E-1
1.465457917E-1,-9.916575998E-2,-4.434463084E-1,-9.681416154E-1
1.565287917E-1,-4.982708767E-2,-4.490152895E-1,-9.626032114E-1
1.665117917E-1,-1.193323545E-2,-4.605838060E-1,-9.481723309E-1
1.764947917E-1,5.938049871E-3,-4.462323785E-1,-9.402489662E-1
1.864777917E-1,6.577208638E-3,-4.319644868E-1,-9.311947227E-1
1.964607917E-1,1.082735509E-2,-4.648148417E-1,-9.194233418E-1
2.064437917E-1,3.020298667E-3,-5.887642503E-1,-9.234670997E-1
2.164267917E-1,-6.072219461E-2,-8.051534891E-1,-9.684106112E-1
2.264097917E-1,-1.755890399E-1,-1.115305424E0,-1.025041699E0
2.363927917E-1,-5.210459828E-1,-1.629620314E0,-1.036073327E0
2.463757917E-1,-9.116691351E-1,-1.925533891E0,-1.052837133E0
2.563587917E-1,-1.296911001E0,-2.156214952E0,-1.143075585E0
2.663417917E-1,-1.530081987E0,-2.273202181E0,-1.322804332E0
2.763247917E-1,-1.565053821E0,-2.282732487E0,-1.489827871E0
2.863077917E-1,-1.399467707E0,-2.395612001E0,-1.590883970E0
2.962907917E-1,-1.082830906E0,-2.600628138E0,-1.654039025E0
3.062737917E-1,-6.165942550E-1,-2.815866709E0,-1.747931480E0
3.162567917E-1,-1.103927344E-1,-2.989840508E0,-1.893747926E0
3.262397917E-1,2.998259366E-1,-2.943204880E0,-2.062102556E0
3.362227917E-1,5.718235373E-1,-2.763743401E0,-2.183173418E0
3.462057917E-1,6.857370138E-1,-2.535521030E0,-2.173755884E0
3.561887917E-1,6.415603757E-1,-2.385841131E0,-2.052720308E0
3.661717917E-1,4.758819342E-1,-2.417352438E0,-1.939348817E0
3.761547917E-1,3.269380331E-1,-2.576070786E0,-1.900831938E0
3.861377917E-1,3.109404147E-1,-2.769615173E0,-1.943569541E0
3.961207917E-1,4.156601131E-1,-2.978938103E0,-2.071968555E0
4.061037917E-1,5.600636601E-1,-3.199872017E0,-2.300799608E0
4.160867917E-1,8.223695159E-1,-3.218675613E0,-2.683573961E0
4.260697917E-1,1.095141172E0,-2.953464508E0,-3.167845726E0
4.360527917E-1,1.387407303E0,-2.728181839E0,-3.435756207E0
4.460357917E-1,1.673424959E0,-2.432488203E0,-3.465808153E0
4.560197917E-1,1.947419405E0,-1.773757696E0,-3.316316605E0
4.660027917E-1,2.065709352E0,-1.076050758E0,-3.024814367E0
4.759857917E-1,1.994279265E0,-6.175490618E-1,-2.679996967E0
4.859687917E-1,1.788553238E0,-4.981739223E-1,-2.442214489E0
4.959517917E-1,1.516257167E0,-9.126624465E-1,-2.428764582E0
5.059347917E-1,1.254161119E0,-1.844891667E0,-2.642521143E0
5.159177917E-1,1.121146798E0,-2.873749018E0,-2.970334530E0
5.259007917E-1,1.221599698E0,-3.483299494E0,-3.277852058E0
5.358837917E-1,1.460865378E0,-3.742548227E0,-3.414929152E0
5.458667917E-1,1.647307754E0,-3.885951281E0,-3.324697971E0
5.558497917E-1,1.668952823E0,-4.036184788E0,-3.107360601E0
5.658327917E-1,1.635546088E0,-4.304464340E0,-2.994378328E0
5.758157917E-1,1.633370757E0,-4.848496914E0,-3.029462814E0
5.857987917E-1,1.638728738E0,-5.700141430E0,-3.192267179E0
5.957817917E-1,1.691502333E0,-6.822709560E0,-3.454439402E0
6.057647917E-1,1.786521792E0,-8.090318680E0,-3.723273039E0
6.157477917E-1,1.868175745E0,-9.281037331E0,-3.877633810E0
6.257307917E-1,1.941397548E0,-1.001057434E1,-3.978571892E0
6.357137917E-1,1.966536999E0,-1.032938671E1,-4.136522293E0
6.456967917E-1,1.915061474E0,-1.039928436E1,-4.400343895E0
6.556797917E-1,1.768179774E0,-1.015378857E1,-4.678864002E0
6.656627917E-1,1.493869901E0,-9.509579659E0,-4.861775398E0
6.756457917E-1,1.094318390E0,-8.611746788E0,-4.914826393E0
6.856287917E-1,5.972712636E-1,-7.629350185E0,-4.787379265E0
6.956117917E-1,1.403692216E-1,-6.884006023E0,-4.472301006E0
7.055947917E-1,-1.931317747E-1,-6.536871433E0,-4.021472931E0
7.155777917E-1,-4.433618486E-1,-6.463033676E0,-3.484088182E0
7.255607917E-1,-6.823688745E-1,-6.243960857E0,-2.952075243E0
7.355437917E-1,-9.701392651E-1,-5.780811310E0,-2.462400675E0
7.455267917E-1,-1.294526935E0,-5.106098175E0,-2.031338692E0
7.555097917E-1,-1.545121431E0,-4.478094578E0,-1.606025696E0
7.654927917E-1,-1.541124344E0,-3.991053820E0,-1.226105452E0
7.754757917E-1,-1.254550338E0,-3.730093002E0,-9.339973330E-1
7.854587917E-1,-7.909124494E-1,-3.670898676E0,-6.914198399E-1
7.954417917E-1,-2.599076927E-1,-3.757612705E0,-4.407447278E-1
8.054247917E-1,3.046313226E-1,-3.819575310E0,-2.129858583E-1
8.154077917E-1,7.719291449E-1,-3.757688999E0,-1.159115415E-2
8.253907917E-1,1.121451259E0,-3.694301605E0,2.269524485E-1
8.353737917E-1,1.452163935E0,-3.635174751E0,4.463790059E-1
8.453567917E-1,1.779150605E0,-3.596969604E0,6.427311897E-1
8.553397917E-1,2.126648903E0,-3.447823286E0,8.703550696E-1
8.653227917E-1,2.583061695E0,-3.220675468E0,1.163056135E0
8.753057917E-1,3.193316221E0,-2.940847158E0,1.544214845E0
8.852890000E-1,3.915928602E0,-2.624520063E0,2.002958298E0
8.952720000E-1,4.611017704E0,-2.254141331E0,2.476466179E0
9.052550000E-1,5.095985413E0,-1.820153832E0,2.898926020E0
9.152380000E-1,5.259228230E0,-1.230487466E0,3.279171944E0
9.252210000E-1,5.066636086E0,-4.125750363E-1,3.756026506E0
9.352040000E-1,4.684234619E0,3.798404634E-1,4.486529827E0
9.451870000E-1,4.388735294E0,3.679206967E-1,5.158970356E0
9.551700000E-1,4.087745190E0,-7.990851998E-1,5.142692089E0
9.651530000E-1,3.856642485E0,-1.923939228E0,4.421875477E0
9.751360000E-1,3.618456125E0,-2.831623077E0,3.196411371E0
9.851190000E-1,3.191670418E0,-3.306711912E0,1.679618359E0
9.951020000E-1,2.457034349E0,-3.458928108E0,2.556709051E-1
1.005085000E0,1.573287964E0,-3.585332155E0,-7.286978364E-1
1.015068000E0,7.568686008E-1,-3.455417156E0,-1.193878412E0
1.025051000E0,1.640431285E-1,-3.027175665E0,-1.271116257E0
1.035034000E0,-2.237839550E-1,-2.427038908E0,-1.124009967E0
1.045017000E0,-5.203362703E-1,-1.802379847E0,-8.813603520E-1
1.055000000E0,-8.042467237E-1,-1.288860798E0,-7.302181721E-1
1.064984000E0,-1.108085394E0,-1.018975496E0,-7.534806132E-1
1.074967000E0,-1.401373625E0,-9.406015873E-1,-9.238899350E-1
1.084950000E0,-1.601527214E0,-1.021895170E0,-1.151299000E0
1.094933000E0,-1.728600621E0,-1.188100696E0,-1.289119840E0
1.104916000E0,-1.809643030E0,-1.342682838E0,-1.296836257E0
1.114899000E0,-1.826896429E0,-1.386419654E0,-1.189946294E0
1.124882000E0,-1.761420250E0,-1.278259277E0,-1.013792276E0
1.134865000E0,-1.643755555E0,-1.044438004E0,-8.206614852E-1
1.144848000E0,-1.503718257E0,-7.212244868E-1,-6.518871188E-1
1.154831000E0,-1.377525449E0,-4.015750587E-1,-5.467272997E-1
1.164814000E0,-1.267463923E0,-1.863487810E-1,-4.977693856E-1
1.174797000E0,-1.195273399E0,-2.900393680E-2,-4.973194301E-1
1.184780000E0,-1.178665280E0,1.117457226E-1,-5.317184329E-1
1.194763000E0,-1.267513514E0,1.991728842E-1,-5.588790178E-1
1.204746000E0,-1.504901648E0,1.903556883E-1,-6.136466861E-1
1.214729000E0,-1.854237080E0,2.302525789E-1,-5.855285525E-1
1.224712000E0,-2.252348185E0,1.734377742E-1,-5.234558582E-1
1.234695000E0,-2.622341156E0,3.933581710E-2,-5.662344098E-1
1.244678000E0,-2.900520325E0,-1.007246152E-1,-7.678311467E-1
1.254661000E0,-3.033097982E0,-1.787719876E-1,-1.032994866E0
1.264644000E0,-3.046592474E0,-2.707032263E-1,-1.274170995E0
1.274627000E0,-3.035561800E0,-4.099416435E-1,-1.400136828E0
1.284610000E0,-3.042886496E0,-6.581434608E-1,-1.436802983E0
1.294593000E0,-3.069710732E0,-9.511713982E-1,-1.418268919E0
1.304576000E0,-3.130024672E0,-1.257668257E0,-1.315297842E0
1.314559000E0,-3.243888378E0,-1.536666989E0,-1.088359594E0
1.324542000E0,-3.305115938E0,-1.685366631E0,-8.339009285E-1
1.334525000E0,-3.257334709E0,-1.706030488E0,-6.585687399E-1
1.344508000E0,-3.133323431E0,-1.660337090E0,-5.971477032E-1
1.354491000E0,-2.996288061E0,-1.617726088E0,-6.074994206E-1
1.364474000E0,-2.911861181E0,-1.648111343E0,-6.452553272E-1
1.374457000E0,-2.918274403E0,-1.718884468E0,-6.619893312E-1
1.384440000E0,-2.965110540E0,-1.739962578E0,-6.585876346E-1
1.394423000E0,-2.922747374E0,-1.719305038E0,-6.006280184E-1
