time,X (m/s^2),Y (m/s^2),Z (m/s^2),label
0.007526000001,-0.3977663240076924,-0.10407800977000002,0.16417156050349999,waving_righthand
0.257526000001,-0.07086172237520001,-0.06504753763507999,0.0731244778856,waving_righthand
0.507526000001,0.09966825535799999,0.16033633668,0.5180435330312,waving_righthand
0.757526000001,-1.858121044714,2.1357836696679997,-4.545187219504,waving_righthand
1.007526000001,1.930903773376,-6.906358543839999,3.4113566879199997,waving_righthand
1.257526000001,0.18265769650000002,-2.85333191884,2.0646312061472,waving_righthand
1.507526000001,0.14104612671640002,1.8579659415536,-1.7926644066991997,waving_righthand
1.757526000001,1.1107339249852,0.5527819917456,-1.8296484140840001,waving_righthand
2.007526000001,-0.37185551250000004,0.5835462047004001,-0.0963262646368,waving_righthand
2.257526000001,-0.021752487155999988,-0.8255436792908,0.5720360630360001,waving_righthand
2.507526000001,1.8242650748879998,2.5518196122332,-3.416543299762,waving_righthand
2.757526000001,-0.7825045862600001,-3.5822529557320006,4.274906286868,waving_righthand
3.007526000001,-0.4984920415279999,-2.759260556928,2.9959019702280005,waving_righthand
3.257526000001,0.3210289120304,1.6684475545600004,-3.49994637872,waving_righthand
3.507526000001,0.18948943269600002,-0.9087504234807998,-0.9898734011411999,waving_righthand
3.757526000001,-0.63098910631,0.57799116278988,0.1364873742184,waving_righthand
4.007526000001,0.23956998836800003,1.023107881556,-6.32571661608,waving_righthand
4.257526000001,0.506336813804,-4.3792033528136,8.254284289448002,waving_righthand
4.507526000001,0.21027437521067996,-2.8350614515599997,2.0701972994599998,waving_righthand
4.757526000001,0.4848272863999999,2.245999311216,-3.8186425645999997,waving_righthand
5.007526000001,-0.8703714104564,-0.7375522989364,-0.5567221381228,waving_righthand
5.257526000001,-0.10723696474960001,0.13856334042432,0.27398776684956,waving_righthand
5.507526000001,-0.312634326964,2.365874833264,-2.0583131961559995,waving_righthand
5.757526000001,-0.38526836165769224,-5.654722457184614,0.8529882887692308,waving_righthand
6.007526000001,0.8967519223407998,-0.5888595929768,3.388412494284,waving_righthand
6.257526000001,-0.07543311210759997,-1.3813367065519997,0.14500863274800008,waving_righthand
6.507526000001,0.4859808946,1.922526335702,-2.24652724447,waving_righthand
6.757526000001,-0.61123666806,0.02701004326,0.12162961818360002,waving_righthand
7.007526000001,-0.14094035273012,1.1356379209796001,-0.25170844414232,waving_righthand
7.257526000001,-0.9247942827200001,-0.4146846276811999,-5.994411904280001,waving_righthand
7.507526000001,0.03384358482399994,-3.71523463761468,7.267511424375999,waving_righthand
7.757526000001,0.8946986929644,-1.7946231011439997,2.821073394292,waving_righthand
8.007526000001,0.1862155021288,-0.07877230934,-2.685023687132,waving_righthand
8.257526000001,-0.6639060125648,1.01750793307632,-1.55493168653564,waving_righthand
8.507526000001,0.006446160587999988,-0.0780594167948,-0.19036380050584,waving_righthand
8.757526000001,-0.16136365014875995,1.387092869328,-2.0702979417344,waving_righthand
