"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.285999999E-3,-1.344204712E0,9.753866730E0,-5.195695496E-1
1.127000000E-2,-1.415755920E0,9.764344940E0,-5.590873718E-1
2.125300000E-2,-1.445094910E0,9.783205719E0,-5.596861267E-1
3.123600000E-2,-1.567839661E0,9.758357391E0,-5.113366699E-1
4.121900000E-2,-1.678309937E0,9.673334198E0,-4.674778748E-1
5.120200000E-2,-1.753753052E0,9.526639252E0,-4.622387695E-1
6.118600000E-2,-1.829794922E0,9.610764313E0,-2.580633545E-1
7.116900000E-2,-1.779050446E0,9.612410889E0,-2.065704346E-2
8.115200000E-2,-1.783391418E0,9.539811859E0,3.064128113E-1
9.113500000E-2,-1.889071655E0,9.474996643E0,5.628295898E-1
1.011180000E-1,-1.948947144E0,9.344917145E0,7.207511902E-1
1.111020000E-1,-2.000889130E0,9.306447144E0,8.437953186E-1
1.210850000E-1,-2.083217926E0,9.285341034E0,9.267228699E-1
1.310682083E-1,-2.151625671E0,9.273815002E0,9.475296021E-1
1.410512083E-1,-2.170785828E0,9.325008545E0,8.539741516E-1
1.510342083E-1,-2.172133026E0,9.349108429E0,6.373745728E-1
1.610172083E-1,-2.157912598E0,9.315278778E0,3.890409851E-1
1.710012083E-1,-2.106419678E0,9.400900726E0,1.585203552E-1
1.809842083E-1,-2.100731506E0,9.523495789E0,-8.068222046E-2
1.909672083E-1,-2.099683685E0,9.583520966E0,-3.267704773E-1
2.009502083E-1,-2.043550415E0,9.671537933E0,-5.195695496E-1
2.109332083E-1,-2.030527496E0,9.714199219E0,-7.050338745E-1
2.209172083E-1,-1.924248505E0,9.760303345E0,-9.433383179E-1
2.309002083E-1,-1.663490753E0,9.866133270E0,-1.199006653E0
2.408832083E-1,-1.440454559E0,9.968670044E0,-1.391955414E0
2.508662083E-1,-1.252146149E0,1.006941055E1,-1.518891449E0
2.608492083E-1,-1.053658905E0,1.009874954E1,-1.551822968E0
2.708332083E-1,-9.083111572E-1,1.008976822E1,-1.564696198E0
2.808162083E-1,-7.807763672E-1,1.005623795E1,-1.558259583E0
2.907992083E-1,-7.463479614E-1,1.001342697E1,-1.475332031E0
3.007822083E-1,-8.247848511E-1,9.951755219E0,-1.421444092E0
3.107652083E-1,-9.138496399E-1,9.919721832E0,-1.375339966E0
3.207492083E-1,-1.066382446E0,9.918524323E0,-1.226998444E0
3.307322083E-1,-1.200353851E0,9.871522064E0,-9.437873840E-1
3.407152083E-1,-1.307980042E0,9.737251282E0,-6.622229004E-1
3.506982083E-1,-1.518891449E0,9.589957581E0,-4.288581848E-1
3.606812083E-1,-1.669178925E0,9.541608124E0,-2.408491516E-1
3.706652083E-1,-1.766775970E0,9.530830536E0,-1.463955688E-1
3.806482083E-1,-1.879491577E0,9.555229797E0,-8.367599487E-2
3.906312083E-1,-2.052082672E0,9.521100769E0,-5.867797852E-2
4.006142083E-1,-2.156715088E0,9.424252167E0,-7.679031372E-2
4.105972083E-1,-2.183509369E0,9.413474579E0,-2.454895020E-2
4.205812083E-1,-2.271526337E0,9.414971466E0,1.371148682E-1
4.305642083E-1,-2.380350037E0,9.340875549E0,2.890489197E-1
4.405472083E-1,-2.635868683E0,9.312734070E0,2.025288391E-1
4.505302083E-1,-2.611768799E0,9.360933838E0,1.248403931E-1
4.605132083E-1,-2.484234009E0,9.368418274E0,2.209405518E-1
4.704972083E-1,-2.341880035E0,9.325158234E0,4.662803650E-1
4.804802083E-1,-2.120789795E0,9.297166443E0,6.387217712E-1
4.904632083E-1,-1.926493835E0,9.319020996E0,6.661148071E-1
5.004462083E-1,-1.770967255E0,9.318871307E0,5.647755432E-1
5.104292083E-1,-1.556463318E0,9.397457886E0,4.799020386E-1
5.204132083E-1,-1.431772614E0,9.561067657E0,3.264710999E-1
5.303962083E-1,-1.463506622E0,9.658365326E0,1.481918335E-2
5.403792083E-1,-1.434616699E0,9.705816650E0,-4.242178345E-1
