"Time (s)","X (µT)","Y (µT)","Z (µT)"
7.526000001E-3,1.863139343E1,-3.514404297E1,1.155374146E1
1.750900000E-2,1.866329956E1,-3.505108643E1,1.160409546E1
2.749200000E-2,1.870236588E1,-3.500537109E1,1.158734131E1
3.747600000E-2,1.865138626E1,-3.488558960E1,1.150476074E1
4.745900000E-2,1.866347885E1,-3.494616699E1,1.162268066E1
5.744200000E-2,1.873546219E1,-3.480160522E1,1.159313965E1
6.742500000E-2,1.887737656E1,-3.486795044E1,1.144015503E1
7.740800000E-2,1.900624084E1,-3.484976196E1,1.136126709E1
8.739200000E-2,1.919090652E1,-3.482324219E1,1.118078613E1
9.737500000E-2,1.924503708E1,-3.484899902E1,1.114666748E1
1.073580000E-1,1.932278442E1,-3.493572998E1,1.097674561E1
1.173410000E-1,1.932548141E1,-3.479519653E1,1.117474365E1
1.273240000E-1,1.942090225E1,-3.488842773E1,1.094427490E1
1.373072083E-1,1.946763992E1,-3.479113770E1,1.103964233E1
1.472912083E-1,1.957393646E1,-3.468933105E1,1.103994751E1
1.572742083E-1,1.975217819E1,-3.473086548E1,1.097070312E1
1.672572083E-1,1.986921310E1,-3.459243774E1,1.095724487E1
1.772402083E-1,1.986921310E1,-3.459243774E1,1.095724487E1
1.872232083E-1,1.985630035E1,-3.444253540E1,1.082595825E1
1.972072083E-1,1.991312408E1,-3.451443481E1,1.124114990E1
2.071902083E-1,1.973352814E1,-3.438659668E1,1.134628296E1
2.171732083E-1,1.993505478E1,-3.436746216E1,1.146691895E1
2.271562083E-1,1.985037231E1,-3.425942993E1,1.147711182E1
2.371392083E-1,1.988359070E1,-3.425311279E1,1.168887329E1
2.471232083E-1,1.979850006E1,-3.429159546E1,1.179629517E1
2.571062083E-1,1.974269104E1,-3.413015747E1,1.178311157E1
2.670892083E-1,1.964289856E1,-3.410180664E1,1.180734253E1
2.770722083E-1,1.961393738E1,-3.409500122E1,1.161911011E1
2.870552083E-1,1.977406311E1,-3.418893433E1,1.173190308E1
2.970392083E-1,1.991405106E1,-3.406640625E1,1.166827393E1
3.070222083E-1,2.002095795E1,-3.416937256E1,1.171060181E1
3.170052083E-1,2.004092789E1,-3.407495117E1,1.169577026E1
3.269882083E-1,2.009403229E1,-3.422366333E1,1.153063965E1
3.369712083E-1,2.010392761E1,-3.412115479E1,1.156259155E1
3.469552083E-1,2.033111191E1,-3.426251221E1,1.143603516E1
3.569382083E-1,2.019183731E1,-3.407092285E1,1.142910767E1
3.669212083E-1,2.033972549E1,-3.416296387E1,1.126498413E1
3.769042083E-1,2.029252243E1,-3.412994385E1,1.128710938E1
3.868872083E-1,2.020085144E1,-3.416650391E1,1.139794922E1
3.968712083E-1,2.014123917E1,-3.401147461E1,1.139730835E1
4.068542083E-1,2.027470779E1,-3.415206909E1,1.109780884E1
4.168372083E-1,2.018260574E1,-3.412472534E1,1.110327148E1
