"Time (s)","X (hPa)"
-5.403815417E-1,1.008044510E3
4.905684583E-1,1.008048019E3
1.521484458E0,1.008050156E3
2.552453458E0,1.008051529E3
3.583380458E0,1.008050156E3
3.778142458E0,1.008046265E3
4.842302458E0,1.008045578E3
5.906468458E0,1.008042908E3
6.970674458E0,1.008041153E3
8.034871458E0,1.008041153E3
9.099124458E0,1.008041153E3
1.016332246E1,1.008041611E3
1.122756246E1,1.008042068E3
1.229180346E1,1.008044128E3
1.335601146E1,1.008045349E3
1.442019046E1,1.008046875E3
1.548434246E1,1.008046875E3
1.654856846E1,1.008047104E3
1.761276046E1,1.008047333E3
1.867694546E1,1.008047943E3
1.974114346E1,1.008050690E3
2.080536446E1,1.008050690E3
2.186948946E1,1.008051682E3
2.293364846E1,1.008052368E3
2.399780646E1,1.008052368E3
2.506200746E1,1.008052368E3
2.612623646E1,1.008052139E3
2.719040246E1,1.008051834E3
2.825454046E1,1.008050995E3
2.931863946E1,1.008051300E3
3.038279646E1,1.008051300E3
3.144696346E1,1.008051300E3
3.251111046E1,1.008050003E3
3.357527946E1,1.008048782E3
3.463942846E1,1.008048172E3
3.570368946E1,1.008046646E3
3.676786546E1,1.008044739E3
3.783207946E1,1.008043747E3
3.889626246E1,1.008041382E3
3.996043346E1,1.008039703E3
4.102465546E1,1.008035965E3
4.208881846E1,1.008031845E3
4.315300746E1,1.008027496E3
4.421714146E1,1.008026810E3
4.528125546E1,1.008026428E3
4.634539146E1,1.008026428E3
4.740955146E1,1.008026428E3
4.847375046E1,1.008026810E3
4.953792746E1,1.008026810E3
5.060211146E1,1.008023911E3
5.166634646E1,1.008021545E3
5.273060146E1,1.008019485E3
5.379487646E1,1.008015747E3
5.485914746E1,1.008014603E3
5.592341346E1,1.008014450E3
5.698770946E1,1.008014450E3
