"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
7.526000001E-3,-2.711392008E-2,9.056694061E-2,-2.416177094E-1
1.750900000E-2,-7.669664919E-2,1.891731471E-1,-2.306891680E-1
2.749200000E-2,-1.243050843E-1,2.450845987E-1,-2.216316313E-1
3.747600000E-2,-1.648873985E-1,2.270787060E-1,-2.064683884E-1
4.745900000E-2,-1.977701485E-1,1.554153115E-1,-1.928661615E-1
5.744200000E-2,-2.052216828E-1,5.426125228E-2,-1.907771826E-1
6.742500000E-2,-1.844211221E-1,-4.896482080E-2,-2.005251050E-1
7.740800000E-2,-1.476351470E-1,-1.309499741E-1,-2.156518549E-1
8.739200000E-2,-9.617660940E-2,-1.673175991E-1,-2.129248232E-1
9.737500000E-2,-3.412761912E-2,-2.042561620E-1,-2.020103782E-1
1.073580000E-1,3.782460093E-2,-2.396620959E-1,-1.897031218E-1
1.173410000E-1,1.224577278E-1,-2.660130262E-1,-1.687059551E-1
1.273240000E-1,2.145033032E-1,-3.056228757E-1,-1.469742805E-1
1.373072083E-1,2.975614667E-1,-3.464366198E-1,-1.322512627E-1
1.472912083E-1,3.582138121E-1,-3.773258626E-1,-1.235659346E-1
1.572742083E-1,4.003226757E-1,-3.970633447E-1,-1.165572926E-1
1.672572083E-1,4.244126678E-1,-3.849537671E-1,-1.076275259E-1
1.772402083E-1,4.166807234E-1,-3.536751866E-1,-9.447923303E-2
1.872232083E-1,4.035720229E-1,-3.127444088E-1,-6.949851662E-2
1.972072083E-1,3.822816312E-1,-2.539961636E-1,-3.521964699E-2
2.071902083E-1,3.567972183E-1,-1.635138541E-1,1.544399280E-2
2.171732083E-1,3.108044267E-1,-9.789888561E-2,6.315452605E-2
2.271562083E-1,2.636221051E-1,-7.927999645E-2,8.290193975E-2
2.371392083E-1,2.138470858E-1,-9.335827082E-2,7.727121562E-2
2.471232083E-1,1.670569777E-1,-1.581502706E-1,6.043382362E-2
2.571062083E-1,1.316462606E-1,-2.156678885E-1,2.323319204E-2
2.670892083E-1,8.233486116E-2,-2.487798780E-1,-2.555909380E-2
2.770722083E-1,3.671118245E-2,-2.705378830E-1,-7.709791511E-2
2.870552083E-1,-1.036523655E-2,-2.445706874E-1,-1.194415763E-1
2.970392083E-1,-5.778788030E-2,-2.008666247E-1,-1.465200782E-1
3.070222083E-1,-1.149784550E-1,-1.581220925E-1,-1.612027586E-1
3.170052083E-1,-1.713631600E-1,-1.038218364E-1,-1.674734354E-1
3.269882083E-1,-2.136202157E-1,-3.657943755E-2,-1.755814552E-1
3.369712083E-1,-2.386491448E-1,7.731064409E-2,-1.733843386E-1
3.469552083E-1,-2.522189319E-1,2.143149823E-1,-1.591188461E-1
