"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717522220619040E9,"2024-06-04 19:30:20.619 UTC+02:00"
"PAUSE",6.000910120833578E1,1.717522280628805E9,"2024-06-04 19:31:20.629 UTC+02:00"
