"Time (s)","X (µT)","Y (µT)","Z (µT)"
1.550408333E-2,-4.859207153E0,-3.974322510E1,1.415237427E1
2.548708333E-2,-4.807106018E0,-3.990194702E1,1.403332520E1
3.547108333E-2,-4.846466064E0,-3.994000244E1,1.401300049E1
4.545408333E-2,-4.803443909E0,-4.007714844E1,1.391131592E1
5.543708333E-2,-4.885169983E0,-4.008547974E1,1.395614624E1
6.542008333E-2,-4.849151611E0,-4.004669189E1,1.383560181E1
7.540308333E-2,-5.080657959E0,-3.990863037E1,1.379367065E1
8.538708333E-2,-5.023803711E0,-3.995864868E1,1.376068115E1
9.537008333E-2,-5.192207336E0,-4.005502319E1,1.389300537E1
1.053530833E-1,-5.102539062E0,-4.006433105E1,1.389880371E1
1.153360833E-1,-5.154510498E0,-4.012182617E1,1.400064087E1
1.253190833E-1,-5.216262817E0,-4.008978271E1,1.389447021E1
1.353020833E-1,-5.204826355E0,-4.012051392E1,1.387747192E1
1.452860833E-1,-5.284858704E0,-4.021551514E1,1.401431274E1
1.552690833E-1,-5.420288086E0,-4.017083740E1,1.402917480E1
1.652520833E-1,-5.323898315E0,-4.017416382E1,1.396829224E1
1.752350833E-1,-5.392013550E0,-4.037356567E1,1.381076050E1
1.852180833E-1,-5.526664734E0,-4.021752930E1,1.382162476E1
1.952010833E-1,-5.477897644E0,-4.031512451E1,1.390463257E1
2.051850833E-1,-5.505256653E0,-4.038327026E1,1.390496826E1
2.151680833E-1,-5.487503052E0,-4.044180298E1,1.376162720E1
2.251510833E-1,-5.561271667E0,-4.041738892E1,1.371890259E1
2.351340833E-1,-5.660034180E0,-4.041656494E1,1.373220825E1
2.451170833E-1,-5.602081299E0,-4.048956299E1,1.371011353E1
2.551000833E-1,-5.600921631E0,-4.032608032E1,1.383059692E1
2.650840833E-1,-5.575302124E0,-4.021679688E1,1.393640137E1
2.750670833E-1,-5.535713196E0,-4.024578857E1,1.386535645E1
2.850500833E-1,-5.535713196E0,-4.024578857E1,1.386535645E1
2.950330833E-1,-5.702102661E0,-4.028228760E1,1.381411743E1
3.050160833E-1,-5.547607422E0,-4.031631470E1,1.396859741E1
3.149990833E-1,-5.437782288E0,-4.031600952E1,1.400244141E1
3.249830833E-1,-5.300277710E0,-4.037301636E1,1.392755127E1
3.349660833E-1,-5.364540100E0,-4.043447876E1,1.404525757E1
3.449490833E-1,-5.218803406E0,-4.035382080E1,1.416516113E1
3.549320833E-1,-5.031524658E0,-4.045681763E1,1.402590942E1
3.649150833E-1,-4.867225647E0,-4.040966797E1,1.407586670E1
3.748980833E-1,-4.629364014E0,-4.047628784E1,1.411340332E1
3.848820833E-1,-4.348655701E0,-4.041979980E1,1.412655640E1
3.948650833E-1,-4.114822388E0,-4.043353271E1,1.425000000E1
4.048480833E-1,-3.730216980E0,-4.014773560E1,1.426406860E1
4.148310833E-1,-3.207641602E0,-4.021414185E1,1.449032593E1
4.248140833E-1,-2.801719666E0,-4.022570801E1,1.465881348E1
4.347980833E-1,-2.454193115E0,-4.018041992E1,1.446255493E1
4.447810833E-1,-2.076011658E0,-4.016201782E1,1.481814575E1
4.547640833E-1,-1.807365417E0,-4.009896851E1,1.477014160E1
4.647470833E-1,-1.572906494E0,-4.013687134E1,1.480477905E1
4.747300833E-1,-1.412528992E0,-4.004193115E1,1.442343140E1
4.847130833E-1,-1.100509644E0,-4.009558105E1,1.418969727E1
4.946970833E-1,-7.336349487E-1,-4.012545776E1,1.426614380E1
5.046800833E-1,-4.550170898E-1,-4.002343750E1,1.406460571E1
5.146630833E-1,9.930419922E-2,-4.011798096E1,1.402325439E1
5.246460833E-1,4.776382446E-1,-3.999539185E1,1.386975098E1
5.346290833E-1,8.963241577E-1,-4.002746582E1,1.361004639E1
5.446120833E-1,1.567596436E0,-3.984869385E1,1.381149292E1
5.545960833E-1,2.196563721E0,-3.982910156E1,1.377087402E1
5.645790833E-1,2.196563721E0,-3.982910156E1,1.377087402E1
5.745620833E-1,2.871105194E0,-3.972091675E1,1.344223022E1
5.845450833E-1,3.557624817E0,-3.963247681E1,1.331246948E1
5.945280833E-1,4.433422089E0,-3.931484985E1,1.318551636E1
6.045110833E-1,5.128273010E0,-3.917303467E1,1.276181030E1
6.144950833E-1,5.653579712E0,-3.908697510E1,1.214624023E1
6.244780833E-1,5.958496094E0,-3.907299805E1,1.144396973E1
6.344610833E-1,5.928127289E0,-3.899655151E1,1.054061890E1
6.444440833E-1,5.731163025E0,-3.913012695E1,9.529632568E0
6.544270833E-1,5.069766998E0,-3.925692749E1,8.165649414E0
6.644100833E-1,4.099517822E0,-3.945794678E1,6.782562256E0
6.743940833E-1,3.050590515E0,-3.946127319E1,5.608520508E0
6.843770833E-1,1.856826782E0,-3.949780273E1,4.121429443E0
6.943600833E-1,8.086929321E-1,-3.940600586E1,2.806457520E0
7.043430833E-1,-2.270507812E-1,-3.926577759E1,1.794952393E0
7.143260833E-1,-1.054733276E0,-3.906399536E1,7.545166016E-1
