"Time (s)","X (µT)","Y (µT)","Z (µT)"
1.588558334E-2,2.408864136E2,-9.296939697E2,6.139395752E2
2.586858334E-2,2.409113464E2,-9.296564941E2,6.139920044E2
3.585158334E-2,2.408890686E2,-9.296358643E2,6.139718018E2
4.583458334E-2,2.408625183E2,-9.296018066E2,6.138632202E2
5.581758334E-2,2.408690948E2,-9.296182861E2,6.136937866E2
6.580058334E-2,2.407682343E2,-9.295506592E2,6.135334473E2
7.578258334E-2,2.406883240E2,-9.295694580E2,6.134591064E2
8.576558334E-2,2.406852112E2,-9.295325317E2,6.134141846E2
9.574858334E-2,2.407031250E2,-9.296035156E2,6.134221191E2
1.057315833E-1,2.407072296E2,-9.296595459E2,6.134693604E2
1.157145833E-1,2.407585754E2,-9.296508789E2,6.135637207E2
1.256975833E-1,2.407848358E2,-9.296912842E2,6.136292725E2
1.356805833E-1,2.407918243E2,-9.296527710E2,6.136499023E2
1.456635833E-1,2.407789307E2,-9.296493530E2,6.135759277E2
1.556465833E-1,2.406977539E2,-9.296732178E2,6.135395508E2
1.656295833E-1,2.406429901E2,-9.296655273E2,6.134323120E2
1.756125833E-1,2.405986481E2,-9.296582031E2,6.133706055E2
1.855955833E-1,2.405970459E2,-9.296097412E2,6.134191284E2
1.955785833E-1,2.406849213E2,-9.296204834E2,6.133498535E2
2.055615833E-1,2.407046814E2,-9.296396484E2,6.133590088E2
2.155445833E-1,2.407143097E2,-9.296310425E2,6.133457031E2
2.255275833E-1,2.406809998E2,-9.296052246E2,6.133271484E2
2.355105833E-1,2.406912842E2,-9.295589600E2,6.133333130E2
2.454935833E-1,2.406281433E2,-9.295463867E2,6.133854980E2
2.554765833E-1,2.406405640E2,-9.295682373E2,6.133674316E2
2.654595833E-1,2.405517731E2,-9.294980469E2,6.132969360E2
2.754425833E-1,2.405570679E2,-9.294593506E2,6.132824707E2
2.854255833E-1,2.406068420E2,-9.295103760E2,6.132875977E2
2.954085833E-1,2.406048584E2,-9.295887451E2,6.132728271E2
3.053915833E-1,2.406666565E2,-9.295309448E2,6.133110962E2
3.153745833E-1,2.406799622E2,-9.295805664E2,6.133272095E2
3.253575833E-1,2.407178497E2,-9.296044922E2,6.134211426E2
3.353405833E-1,2.407602539E2,-9.296184082E2,6.135433350E2
3.453235833E-1,2.407155457E2,-9.295419922E2,6.136391602E2
3.553065833E-1,2.406631622E2,-9.294852295E2,6.137173462E2
3.652895833E-1,2.406631622E2,-9.294852295E2,6.137173462E2
3.752725833E-1,2.406256256E2,-9.294415283E2,6.138065186E2
3.852555833E-1,2.406747131E2,-9.293417969E2,6.138809814E2
3.952385833E-1,2.406209717E2,-9.293001709E2,6.140827637E2
4.052214583E-1,2.405742798E2,-9.292928467E2,6.143748779E2
4.152044583E-1,2.405652771E2,-9.292460327E2,6.146591797E2
4.251874583E-1,2.405871582E2,-9.291995239E2,6.149107666E2
4.351704583E-1,2.407713318E2,-9.291862793E2,6.152443848E2
4.451534583E-1,2.409580383E2,-9.292398071E2,6.155223389E2
4.551364583E-1,2.411181793E2,-9.292347412E2,6.158335571E2
4.651194583E-1,2.412313538E2,-9.292017822E2,6.162502441E2
4.751024583E-1,2.414225464E2,-9.291613770E2,6.167401123E2
4.850854583E-1,2.416656494E2,-9.290938721E2,6.173404541E2
