"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.588558334E-2,-3.217109293E-2,1.952180564E-1,4.242396355E-2
2.586858334E-2,-1.072857901E-1,2.102766633E-1,7.747233659E-2
3.585158334E-2,-1.614353061E-1,2.082204372E-1,1.027915403E-1
4.583458334E-2,-1.860695481E-1,1.441953927E-1,1.030999348E-1
5.581758334E-2,-1.480364203E-1,9.046691656E-2,7.749843597E-2
6.580058334E-2,-6.593286991E-2,-7.176698186E-3,3.645420447E-2
7.578258334E-2,2.361805737E-2,-5.325870588E-2,-1.545053534E-2
8.576558334E-2,9.031606466E-2,-6.569758803E-2,-4.402802140E-2
9.574858334E-2,1.104761958E-1,-4.591109976E-2,-4.436730966E-2
1.057315833E-1,9.018625319E-2,5.420419388E-3,-1.711872593E-2
1.157145833E-1,4.009911045E-2,7.051926106E-2,2.352883480E-2
1.256975833E-1,-1.804232784E-2,1.164421290E-1,5.648453161E-2
1.356805833E-1,-5.860440060E-2,1.360845566E-1,6.976944208E-2
1.456635833E-1,-8.235264570E-2,1.226653978E-1,6.838133931E-2
1.556465833E-1,-8.279952407E-2,1.056509987E-1,4.869685322E-2
1.656295833E-1,-6.233329698E-2,6.423038244E-2,2.082178369E-2
1.756125833E-1,-3.212106600E-2,1.313870493E-2,-9.273268282E-3
1.855955833E-1,1.340652583E-3,-3.759538010E-2,-3.794030473E-2
1.955785833E-1,2.227895707E-2,-7.346895337E-2,-5.017140135E-2
2.055615833E-1,1.628813334E-2,-3.096552938E-2,-3.116410784E-2
2.155445833E-1,-4.068536218E-3,4.082470201E-3,-6.184455007E-3
2.255275833E-1,-4.232117161E-2,4.548372701E-2,2.607519180E-2
2.355105833E-1,-8.018732816E-2,7.604749501E-2,3.943840042E-2
2.454935833E-1,-1.034341678E-1,7.625987381E-2,2.704366110E-2
2.554765833E-1,-8.506394923E-2,3.938440979E-2,-1.966152107E-3
2.654595833E-1,-4.409660399E-2,-6.412426941E-3,-4.522138461E-2
2.754425833E-1,5.225139670E-3,-4.565650225E-2,-7.228975743E-2
2.854255833E-1,4.752381891E-2,-8.038447052E-2,-9.730771184E-2
2.954085833E-1,6.539096683E-2,-1.031156182E-1,-1.037933081E-1
3.053915833E-1,5.733238533E-2,-1.090374589E-1,-7.309364527E-2
3.153745833E-1,2.315604314E-2,-1.323792785E-1,-2.309306152E-2
3.253575833E-1,-1.318976004E-2,-1.765015423E-1,2.655869909E-2
3.353405833E-1,-2.272547409E-2,-2.877314091E-1,8.115562797E-2
3.453235833E-1,-9.440719336E-2,-4.864820540E-1,1.098382846E-1
3.553065833E-1,-1.109262556E-1,-6.076066494E-1,1.126812026E-1
3.652895833E-1,-7.098233700E-2,-6.672871113E-1,1.410319358E-1
3.752725833E-1,-4.297973216E-2,-7.259807587E-1,1.353878975E-1
3.852555833E-1,-5.074516311E-2,-7.404517531E-1,2.159343660E-2
3.952385833E-1,-2.713144571E-2,-6.649553776E-1,-9.665570408E-2
4.052214583E-1,-1.252406277E-3,-5.843649507E-1,-1.845380813E-1
4.152044583E-1,1.720276847E-2,-7.202713490E-1,-1.909608394E-1
4.251874583E-1,2.594908327E-2,-8.741520047E-1,-1.293236464E-1
4.351704583E-1,4.699311405E-2,-9.917028546E-1,-7.244171202E-2
4.451534583E-1,-2.419899963E-2,-1.180277824E0,-1.167254895E-1
4.551364583E-1,-1.401373148E-1,-1.434459448E0,-1.487963349E-1
4.651194583E-1,-2.197469175E-1,-1.687849879E0,-1.149651408E-1
4.751024583E-1,-2.683826387E-1,-1.840098619E0,-1.434923857E-1
4.850854583E-1,-3.514024913E-1,-1.822065473E0,-4.893465042E-1
4.950684583E-1,-4.037011266E-1,-1.746174216E0,-1.022512674E0
