"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717523525381173E9,"2024-06-04 19:52:05.381 UTC+02:00"
"PAUSE",6.000709483333776E1,1.717523585388932E9,"2024-06-04 19:53:05.389 UTC+02:00"
