"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717521875956093E9,"2024-06-04 19:24:35.956 UTC+02:00"
"PAUSE",6.000964379166544E1,1.717521935966289E9,"2024-06-04 19:25:35.966 UTC+02:00"
