"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.815309250E0,5.400111198E0,-4.572616100E0,-1.142704296E1
1.825293250E0,3.945327282E0,-6.231343746E0,-1.154788208E1
1.835276250E0,2.577655315E0,-6.924172878E0,-1.128298664E1
1.845260250E0,1.350387931E0,-6.233961105E0,-1.041241360E1
1.855244250E0,7.824990153E-2,-4.702053547E0,-8.858597755E0
1.865227250E0,-8.048292994E-1,-3.099452019E0,-6.342762470E0
1.875211250E0,-1.087815762E0,-1.479082942E0,-3.257640362E0
1.885195250E0,-1.085600257E0,-1.696980000E-1,-3.723124862E-1
1.895178250E0,-8.652666807E-1,5.195086598E-1,1.873507023E0
1.905162250E0,-4.825722873E-1,6.105418801E-1,3.249605417E0
1.915146250E0,-3.674801812E-2,1.722783744E-1,3.966703415E0
1.925129250E0,4.389644563E-1,-4.505167603E-1,4.278852940E0
1.935113250E0,9.241808057E-1,-1.117785215E0,4.479408741E0
1.945096250E0,1.342085600E0,-1.644862056E0,4.700046062E0
1.955080250E0,1.640015960E0,-1.845737696E0,5.015589237E0
1.965064250E0,1.755649567E0,-1.759378552E0,5.419949532E0
1.975047250E0,1.693931699E0,-1.571172953E0,5.946071148E0
1.985031250E0,1.517397165E0,-1.174961448E0,6.611328602E0
1.995015250E0,1.246868253E0,-5.250626802E-1,7.326922894E0
2.004998250E0,8.397496939E-1,3.660070896E-1,8.060783386E0
2.014982250E0,2.603254616E-1,1.361785650E0,8.791351318E0
2.024966250E0,-4.477768540E-1,2.435020924E0,9.492382050E0
2.034949250E0,-1.236184835E0,3.477660179E0,1.016077042E1
2.044933250E0,-2.055009127E0,4.417726994E0,1.071280193E1
2.054916250E0,-2.855508089E0,5.222884178E0,1.111403179E1
2.064900250E0,-3.635806084E0,5.808080196E0,1.134314251E1
2.074884250E0,-4.363670349E0,6.080008030E0,1.127965450E1
2.084867250E0,-4.926447868E0,5.937525749E0,1.086125183E1
2.094851250E0,-5.271534443E0,4.982205391E0,1.002499294E1
2.104835250E0,-5.231380939E0,3.130235910E0,8.467553139E0
2.114818250E0,-4.663928986E0,1.094747663E0,6.079387188E0
2.124802250E0,-3.580711126E0,-4.220913947E-1,3.153431654E0
2.134786250E0,-2.174819469E0,-1.069283724E0,1.785786897E-1
2.144769250E0,-7.787079811E-1,-1.445116758E0,-2.128786564E0
2.154753250E0,4.362117350E-1,-1.823723316E0,-3.375211954E0
2.164737250E0,1.527648330E0,-1.768972754E0,-3.808902025E0
2.174720250E0,2.493787766E0,-9.981248379E-1,-3.802769423E0
2.184704250E0,3.187385559E0,2.441471070E-1,-3.603695154E0
2.194687250E0,3.565863609E0,1.594091773E0,-3.375468254E0
