"Time (s)","X (hPa)"
-5.480117500E-1,1.008703461E3
4.832152500E-1,1.008709259E3
1.514444250E0,1.008715057E3
2.545662250E0,1.008729172E3
3.576857250E0,1.008737335E3
3.771224250E0,1.008739929E3
4.835697250E0,1.008739929E3
5.900158250E0,1.008739090E3
6.964579250E0,1.008733826E3
8.029074250E0,1.008729095E3
9.093573250E0,1.008723221E3
1.015810625E1,1.008721771E3
1.122263625E1,1.008721313E3
1.228720925E1,1.008718338E3
1.335173425E1,1.008716888E3
1.441627425E1,1.008715439E3
1.548077225E1,1.008713150E3
1.654528025E1,1.008711624E3
1.760974125E1,1.008711624E3
1.867421225E1,1.008713531E3
1.973872525E1,1.008714218E3
2.080326425E1,1.008716278E3
2.186781325E1,1.008720856E3
2.293234225E1,1.008720856E3
2.399685625E1,1.008714981E3
2.506143725E1,1.008711853E3
2.612602825E1,1.008711472E3
2.719064625E1,1.008710556E3
2.825520825E1,1.008710556E3
2.931979625E1,1.008717728E3
3.038436025E1,1.008721771E3
3.144893025E1,1.008722229E3
3.251350525E1,1.008722763E3
3.357807425E1,1.008725357E3
3.464264225E1,1.008726349E3
3.570722725E1,1.008730850E3
3.677182025E1,1.008736649E3
3.783642125E1,1.008742447E3
3.890105425E1,1.008742447E3
3.996565725E1,1.008742218E3
4.103021025E1,1.008739624E3
4.209474625E1,1.008731461E3
4.315930425E1,1.008722229E3
4.422385425E1,1.008719254E3
4.528846425E1,1.008716507E3
4.635310425E1,1.008712234E3
4.741775725E1,1.008708954E3
4.848233125E1,1.008706665E3
4.954686125E1,1.008706665E3
5.061134025E1,1.008707657E3
5.167586725E1,1.008709259E3
5.274042725E1,1.008711624E3
5.380508025E1,1.008711624E3
5.486966825E1,1.008709488E3
5.593424925E1,1.008705597E3
5.699874125E1,1.008703384E3
