"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
8.269874997E-3,2.051419306E0,-1.525190654E0,-3.217501456E0
1.825387500E-2,1.567712484E0,5.680727881E-1,-1.986207648E0
2.823787500E-2,4.631314932E-1,1.489657125E0,-8.396315163E-1
3.822087500E-2,4.484463573E-2,1.416666917E0,-3.831352973E-1
4.820487500E-2,1.143909802E-1,1.031332482E0,1.765692481E-1
5.818887499E-2,2.094715306E-1,2.835788494E-1,-4.708470404E-2
6.817187500E-2,3.411733389E-2,9.045233309E-2,-3.469053644E-1
7.815587499E-2,-2.291403946E-1,2.829894501E-1,-5.089834580E-1
8.813987500E-2,-5.237327671E-1,2.766586697E-1,-8.174220371E-1
9.812287500E-2,-8.126398918E-1,2.340698898E-1,-1.154752586E0
1.081068750E-1,-9.030102177E-1,3.007813579E-1,-1.324181214E0
1.180898750E-1,-5.888426828E-1,5.725967789E-1,-1.190547778E0
1.280738750E-1,-3.583607908E-1,5.705911839E-1,-8.985708654E-1
1.380578750E-1,2.859025329E-2,6.485328144E-1,-5.568130973E-1
1.480408750E-1,3.228741851E-1,7.573869199E-1,-4.323486802E-1
1.580248750E-1,3.409378423E-1,6.668164730E-1,-3.281644535E-1
1.680088750E-1,3.214460027E-1,6.499852628E-1,-1.298122805E-1
1.779918750E-1,1.554071514E-1,1.033517001E0,-2.202540886E-1
1.879758750E-1,1.728422329E-2,1.473998281E0,-4.760393679E-1
1.979598750E-1,6.132349277E-1,1.901424483E0,-6.846560356E-1
2.079428750E-1,1.470442443E0,1.847217870E0,-6.282055539E-1
2.179268750E-1,2.423916617E0,1.540917910E0,-7.415731251E-2
2.279098750E-1,2.580000876E0,8.658890229E-1,6.513532189E-1
2.378938750E-1,1.812157819E0,3.411517042E-1,3.207574931E-1
2.478778750E-1,9.568772534E-1,-2.047735852E-1,-4.212144122E-1
2.578608750E-1,5.563608152E-1,-5.232258135E-1,-8.472823057E-1
2.678448750E-1,5.308964834E-1,-5.731838393E-1,-9.757166898E-1
2.778288750E-1,6.021551849E-1,-6.449695212E-1,-9.969198632E-1
2.878118750E-1,6.566323775E-1,-7.398955590E-1,-9.993762785E-1
2.977958750E-1,1.647239587E-1,-7.579353887E-1,-4.945279714E-1
3.077798750E-1,-5.276650196E-1,-5.623542112E-1,2.282045478E-1
3.177628750E-1,-9.785294929E-1,-7.767435426E-1,1.946114168E-1
3.277468750E-1,-1.295853355E0,-7.980975741E-1,5.232439399E-2
3.377298750E-1,-1.421177459E0,-7.624704891E-1,-1.702159560E-1
3.477138750E-1,-1.054443017E0,-5.823820943E-1,-3.107923758E-1
3.576978750E-1,4.042130479E-1,-1.761789465E-1,3.554896617E-1
3.676808750E-1,2.063506962E0,3.421229267E-1,1.587265865E0
3.776648750E-1,2.770273951E0,4.566435689E-1,2.156126858E0
3.876488750E-1,2.530900637E0,4.160428423E-1,2.314089974E0
3.976318750E-1,1.887741414E0,4.524446833E-1,2.338293353E0
4.076158750E-1,1.438736209E0,7.074388343E-1,2.234508784E0
4.175998750E-1,1.505248725E0,1.098128734E0,1.757253780E0
4.275828750E-1,1.988288818E0,1.575449812E0,9.969262952E-1
4.375668750E-1,2.728053838E0,2.077977067E0,3.509908140E-2
