"Time (s)","X (µT)","Y (µT)","Z (µT)"
1.145637500E-2,-1.764013672E1,-3.796081543E1,-1.439971924E0
2.143937500E-2,-1.769656372E1,-3.792868042E1,-1.330352783E0
3.142237500E-2,-1.772885132E1,-3.794116211E1,-1.190124512E0
4.140637500E-2,-1.793025208E1,-3.797775269E1,-5.807800293E-1
5.138937500E-2,-1.806761169E1,-3.802532959E1,-3.793029785E-1
6.137337500E-2,-1.806546021E1,-3.801086426E1,-3.377380371E-1
7.135637500E-2,-1.800783539E1,-3.811013794E1,-2.789611816E-1
8.133937500E-2,-1.800783539E1,-3.811013794E1,-2.789611816E-1
9.132337500E-2,-1.793226624E1,-3.823403931E1,-4.233703613E-1
1.013063750E-1,-1.777898407E1,-3.834503174E1,-5.491638184E-1
1.112903750E-1,-1.772192383E1,-3.837158203E1,-9.087219238E-1
1.212733750E-1,-1.753014374E1,-3.846743774E1,-1.175231934E0
1.312563750E-1,-1.730372620E1,-3.839514160E1,-1.266082764E0
1.412403750E-1,-1.742797089E1,-3.848440552E1,-1.111938477E0
1.512233750E-1,-1.752090454E1,-3.836422729E1,-8.385925293E-1
1.612073750E-1,-1.768095398E1,-3.837338257E1,-5.546569824E-1
1.711903750E-1,-1.790462494E1,-3.810940552E1,-3.038024902E-1
1.811743750E-1,-1.834857178E1,-3.810238647E1,1.254882812E-1
1.911573750E-1,-1.849672699E1,-3.794134521E1,3.812561035E-1
2.011403750E-1,-1.899509430E1,-3.780288696E1,8.348388672E-1
2.111243750E-1,-1.939512634E1,-3.757296753E1,1.327728271E0
2.211073750E-1,-1.969980621E1,-3.738015747E1,1.606292725E0
2.310913750E-1,-2.005141449E1,-3.726940918E1,1.922149658E0
2.410743750E-1,-2.031721497E1,-3.707446289E1,2.203704834E0
2.510573750E-1,-2.039698029E1,-3.688653564E1,2.604766846E0
2.610413750E-1,-2.034938049E1,-3.699176025E1,2.876953125E0
2.710243750E-1,-2.046346283E1,-3.676919556E1,2.799133301E0
2.810083750E-1,-2.053914642E1,-3.677590942E1,2.767700195E0
2.909913750E-1,-2.060437775E1,-3.686984253E1,2.617767334E0
3.009743750E-1,-2.068728638E1,-3.666690063E1,2.331268311E0
3.109583750E-1,-2.088227081E1,-3.669635010E1,2.383575439E0
3.209413750E-1,-2.088964081E1,-3.665679932E1,2.287200928E0
3.309253750E-1,-2.095449829E1,-3.665844727E1,2.170837402E0
3.409083750E-1,-2.117790222E1,-3.642428589E1,2.035491943E0
3.508913750E-1,-2.114764404E1,-3.654574585E1,2.097961426E0
3.608753750E-1,-2.123550415E1,-3.638732910E1,2.008209229E0
3.708583750E-1,-2.123550415E1,-3.638732910E1,2.008209229E0
3.808423750E-1,-2.095922089E1,-3.660269165E1,2.062408447E0
3.908253750E-1,-2.069384003E1,-3.667987061E1,2.479278564E0
4.008083750E-1,-2.048657227E1,-3.685025024E1,3.378448486E0
4.107923750E-1,-2.040657043E1,-3.682220459E1,4.163208008E0
4.207753750E-1,-2.008670807E1,-3.708325195E1,4.932250977E0
4.307593750E-1,-2.005621338E1,-3.698532104E1,5.488250732E0
4.407423750E-1,-1.989054108E1,-3.691778564E1,6.202606201E0
4.507253750E-1,-1.975708771E1,-3.676156616E1,6.738189697E0
4.607093750E-1,-1.951161194E1,-3.678546143E1,7.262420654E0
4.706923750E-1,-1.899916840E1,-3.680987549E1,7.347473145E0
4.806763750E-1,-1.863581085E1,-3.702941895E1,7.837371826E0
