"Time (s)","X (hPa)"
-5.641842917E-1,1.007970428E3
4.669337083E-1,1.007975464E3
1.498040708E0,1.007980499E3
2.529143708E0,1.007980499E3
3.560251708E0,1.007983170E3
3.754739708E0,1.007986221E3
4.819084708E0,1.007986221E3
5.883386708E0,1.007983246E3
6.947757708E0,1.007983246E3
8.012145708E0,1.007982635E3
9.076528708E0,1.007979431E3
1.014088371E1,1.007976837E3
1.120524071E1,1.007974625E3
1.226960771E1,1.007974472E3
1.333397471E1,1.007970276E3
1.439831771E1,1.007968369E3
1.546268271E1,1.007967834E3
1.652704971E1,1.007964935E3
1.759139171E1,1.007963486E3
1.865578371E1,1.007963486E3
1.972009971E1,1.007963486E3
2.078444371E1,1.007958450E3
2.184879571E1,1.007957230E3
2.291318671E1,1.007954025E3
2.397759371E1,1.007946701E3
2.504201371E1,1.007939072E3
2.610640671E1,1.007935944E3
2.717074171E1,1.007932053E3
2.823506671E1,1.007928162E3
2.929942271E1,1.007928162E3
3.036378171E1,1.007934418E3
3.142818871E1,1.007939072E3
3.249252471E1,1.007942810E3
3.355692371E1,1.007950058E3
3.462130171E1,1.007956467E3
3.568570271E1,1.007958679E3
3.675013771E1,1.007962494E3
3.781456771E1,1.007964706E3
3.887899571E1,1.007965775E3
3.994343671E1,1.007965775E3
4.100790071E1,1.007965164E3
4.207230071E1,1.007964096E3
4.313676771E1,1.007963943E3
4.420116471E1,1.007964096E3
4.526559871E1,1.007966614E3
4.632999771E1,1.007971039E3
4.739438371E1,1.007974701E3
4.845880171E1,1.007977524E3
4.952322671E1,1.007980270E3
5.058759771E1,1.007981339E3
5.165200771E1,1.007982483E3
5.271647471E1,1.007982483E3
5.378088571E1,1.007982483E3
5.484526471E1,1.007982483E3
5.590961971E1,1.007982483E3
5.697402471E1,1.007978821E3
