"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717519330592135E9,"2024-06-04 18:42:10.592 UTC+02:00"
"PAUSE",6.062084112500452E1,1.717519391213994E9,"2024-06-04 18:43:11.214 UTC+02:00"
