"Time (s)","X (hPa)"
-5.363234167E-1,1.008538895E3
4.949965833E-1,1.008539963E3
1.526245583E0,1.008541031E3
2.557515583E0,1.008543396E3
3.588813583E0,1.008549881E3
3.783113583E0,1.008555298E3
4.847593583E0,1.008555603E3
5.912123583E0,1.008559494E3
6.976709583E0,1.008562164E3
8.041321583E0,1.008563919E3
9.105888583E0,1.008564148E3
1.017046458E1,1.008563919E3
1.123506558E1,1.008562546E3
1.229965658E1,1.008559723E3
1.336420958E1,1.008555222E3
1.442871258E1,1.008552780E3
1.549325058E1,1.008548050E3
1.655778658E1,1.008544693E3
1.762234558E1,1.008544235E3
1.868688358E1,1.008544235E3
1.975150458E1,1.008545532E3
2.081610658E1,1.008548660E3
2.188069758E1,1.008548965E3
2.294527958E1,1.008552551E3
2.400986658E1,1.008552551E3
2.507439558E1,1.008550873E3
2.613896258E1,1.008544922E3
2.720357158E1,1.008540878E3
2.826814858E1,1.008538132E3
2.933273058E1,1.008533173E3
3.039728658E1,1.008530807E3
3.146186058E1,1.008530807E3
3.252644358E1,1.008530655E3
3.359107658E1,1.008527069E3
3.465573258E1,1.008525085E3
3.572040558E1,1.008524551E3
3.678510058E1,1.008522644E3
3.784980058E1,1.008520355E3
3.891440458E1,1.008518219E3
3.997891858E1,1.008518219E3
4.104352258E1,1.008516769E3
4.210813358E1,1.008514557E3
4.317271358E1,1.008513794E3
4.423728358E1,1.008513336E3
4.530188758E1,1.008512726E3
4.636654658E1,1.008512726E3
4.743122458E1,1.008513107E3
4.849588158E1,1.008513107E3
4.956046658E1,1.008513107E3
5.062512958E1,1.008513718E3
5.168971558E1,1.008514557E3
5.275432358E1,1.008515396E3
5.381894358E1,1.008516541E3
5.488357358E1,1.008517151E3
5.594821658E1,1.008517303E3
5.701281058E1,1.008517303E3
