"Time (s)","X (µT)","Y (µT)","Z (µT)"
2.166620833E-2,-3.401135254E1,-2.282559204E1,-1.648983765E1
3.165020834E-2,-3.329316711E1,-2.398175049E1,-1.650915527E1
4.163420833E-2,-3.233663940E1,-2.496282959E1,-1.656552124E1
5.161820833E-2,-2.975968933E1,-2.767028809E1,-1.681320190E1
6.160220833E-2,-2.756308746E1,-2.951571655E1,-1.678094482E1
7.158520833E-2,-2.568390656E1,-3.105392456E1,-1.663439941E1
8.156920833E-2,-2.347045135E1,-3.248986816E1,-1.638296509E1
9.155320833E-2,-2.154114532E1,-3.399844360E1,-1.590814209E1
1.015372083E-1,-1.969323730E1,-3.506854248E1,-1.550692749E1
1.115202083E-1,-1.795156097E1,-3.616278076E1,-1.517987061E1
1.215042083E-1,-1.605162811E1,-3.679437256E1,-1.461126709E1
1.314882083E-1,-1.444427490E1,-3.773419189E1,-1.419595337E1
1.414722083E-1,-1.294925690E1,-3.828866577E1,-1.371246338E1
1.514562083E-1,-1.156625366E1,-3.886010742E1,-1.322750854E1
1.614392083E-1,-1.024095154E1,-3.930419922E1,-1.271948242E1
1.714232083E-1,-9.277702332E0,-3.971743774E1,-1.239212036E1
1.814072083E-1,-8.348548889E0,-4.003170776E1,-1.185964966E1
1.913912083E-1,-7.716812134E0,-4.033044434E1,-1.181359863E1
2.013742083E-1,-7.087638855E0,-4.035910034E1,-1.142697144E1
2.113582083E-1,-6.874824524E0,-4.057244873E1,-1.104028320E1
2.213422083E-1,-6.949775696E0,-4.061376953E1,-1.074383545E1
2.313262083E-1,-7.314628601E0,-4.070074463E1,-1.043322754E1
2.413102083E-1,-7.812515259E0,-4.082897949E1,-1.036068726E1
2.512932083E-1,-8.786689758E0,-4.087014771E1,-9.985015869E0
2.612772083E-1,-9.927909851E0,-4.059597778E1,-9.841461182E0
2.712612083E-1,-1.125305176E1,-4.035699463E1,-1.012884521E1
2.812452083E-1,-1.125305176E1,-4.035699463E1,-1.012884521E1
