"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.134495834E-2,-2.077390299E0,-1.614569439E0,-1.932737492E0
2.132795833E-2,-2.412818163E0,-1.210234476E0,-2.130999618E0
3.131195834E-2,-2.449607967E0,-1.033736857E0,-2.242145540E0
4.129595833E-2,-2.499548451E0,-8.529315931E-1,-2.235865630E0
5.127895834E-2,-2.495316821E0,-6.644278854E-1,-2.058356150E0
6.126295833E-2,-2.413300851E0,-5.276357836E-1,-1.716499856E0
7.124695834E-2,-2.379762684E0,-4.147552854E-1,-1.228488607E0
8.122995833E-2,-2.594787900E0,-3.129768956E-1,-9.709123251E-1
9.121395834E-2,-2.636605140E0,-1.318745935E-1,-9.061792624E-1
1.011969583E-1,-2.451027086E0,4.189471543E-2,-8.353554475E-1
1.111809583E-1,-2.091082723E0,2.536872983E-1,-7.532073301E-1
1.211649583E-1,-1.565575034E0,4.641595799E-1,-6.929070416E-1
1.311479583E-1,-1.098513481E0,6.132542235E-1,-6.521212506E-1
1.411319583E-1,-8.655712268E-1,6.789652330E-1,-6.225618213E-1
1.511149583E-1,-6.189988205E-1,6.354274499E-1,-5.546195143E-1
1.610989583E-1,-5.173598868E-1,5.583933073E-1,-4.333429992E-1
1.710829583E-1,-4.632702184E-1,5.306786746E-1,-5.048743272E-1
1.810659583E-1,-3.809171560E-1,5.295209259E-1,-6.679859161E-1
1.910499583E-1,-2.427167523E-1,5.648708528E-1,-6.224442923E-1
2.010339583E-1,-1.325844455E-1,5.187176102E-1,-5.382397091E-1
2.110169583E-1,2.799851507E-2,4.882454306E-1,-4.044179928E-1
2.210009583E-1,2.654393247E-1,4.263210779E-1,-3.863120896E-1
2.309839583E-1,3.995849767E-1,3.766226685E-1,-4.649892998E-1
2.409679583E-1,5.790237460E-1,3.326866901E-1,-6.170332789E-1
2.509519583E-1,6.593516251E-1,3.654995102E-1,-7.304353487E-1
2.609349583E-1,6.607798076E-1,3.296747893E-1,-7.232812804E-1
2.709189583E-1,6.072871399E-1,2.283524823E-1,-5.669626942E-1
2.809019583E-1,1.011085913E-1,5.183381259E-2,-5.579112044E-1
2.908859583E-1,-6.151349804E-1,-1.005019426E-1,-5.922597957E-1
3.008699583E-1,-1.209231094E0,-2.276917470E-1,-7.073411858E-1
3.108529583E-1,-1.381634493E0,-1.966962415E-1,-1.061925699E0
3.208369583E-1,-1.409198853E0,-1.009059852E-1,-1.393265190E0
3.308209583E-1,-1.400833826E0,-9.423197329E-2,-1.694482166E0
3.408039583E-1,-1.359193757E0,-1.954759276E-1,-1.979776296E0
3.507879583E-1,-1.372082482E0,-2.817200196E-1,-2.033753990E0
3.607709583E-1,-1.340024830E0,-4.730315602E-1,-2.004369977E0
3.707549583E-1,-1.283391330E0,-7.763307291E-1,-1.665748948E0
3.807389583E-1,-8.241062817E-1,-1.127349025E0,-7.420075732E-1
3.907219583E-1,4.703663993E-1,-1.532161705E0,5.479852635E-1
4.007059583E-1,1.960723436E0,-1.807321149E0,1.800945345E0
4.106889583E-1,2.930560750E0,-1.900823974E0,2.325087417E0
4.206729583E-1,3.723127443E0,-1.834741082E0,2.666739643E0
4.306569583E-1,4.147167815E0,-1.573281080E0,3.139975855E0
4.406399583E-1,4.033151787E0,-1.141357200E0,3.560499419E0
4.506239583E-1,3.532244796E0,-5.193789303E-1,3.380034756E0
4.606079583E-1,3.418990953E0,9.194688141E-2,2.606983145E0
4.705909583E-1,3.764963394E0,6.552664679E-1,2.029258651E0
4.805749583E-1,4.585360495E0,1.208056973E0,1.431508904E0
4.905579583E-1,5.753266100E0,7.799320292E-1,5.164089833E-1
5.005419583E-1,5.315872734E0,1.550036058E0,-1.951917529E-2
5.105259583E-1,4.680848742E0,2.919922911E0,4.009376570E-1
5.205089583E-1,4.182697836E0,3.694992980E0,1.234912065E0
5.304929583E-1,3.297450728E0,3.763273256E0,2.011058022E0
5.404759583E-1,2.023390531E0,4.006643143E0,2.981650212E0
5.504599583E-1,1.771571126E-1,4.399724554E0,3.920659837E0
5.604439583E-1,-1.686412131E0,4.721559981E0,4.079142770E0
5.704269583E-1,-2.672066748E0,5.500061781E0,4.119656957E0
5.804109583E-1,-3.225130611E0,5.674350323E0,3.759752063E0
5.903939583E-1,-3.619802172E0,5.359908115E0,3.048859863E0
6.003779583E-1,-3.904862122E0,4.853815228E0,3.374263846E0
6.103619583E-1,-4.377140268E0,4.314189729E0,4.286506087E0
6.203449583E-1,-4.623724369E0,4.106760339E0,4.850329118E0
6.303289583E-1,-4.168240595E0,4.478778325E0,5.203085207E0
6.403129583E-1,-4.056890606E0,4.665006881E0,5.429765385E0
6.502959583E-1,-3.316547735E0,4.886779491E0,5.632175526E0
6.602799583E-1,-2.723692400E0,5.091467707E0,5.974651040E0
6.702629583E-1,-2.651971330E0,5.030024580E0,6.628455119E0
6.802469583E-1,-2.269875960E0,4.500246377E0,7.595324972E0
