"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.129583325E-4,1.755848694E0,5.826184387E0,3.000360718E0
1.009695834E-2,2.018402710E0,5.960305481E0,2.640808411E0
2.007995833E-2,1.646575928E0,6.436465302E0,2.453697510E0
3.006395834E-2,1.442999268E0,6.713539124E0,2.276166687E0
4.004795833E-2,1.384021912E0,6.889423370E0,2.228116608E0
5.003095834E-2,1.316512299E0,7.106921082E0,2.356848907E0
6.001495833E-2,1.308279419E0,7.270381165E0,2.648143158E0
6.999895834E-2,1.376387787E0,7.403155060E0,3.135679321E0
7.998195833E-2,1.180445251E0,7.494165802E0,3.541186066E0
8.996595834E-2,1.024619293E0,7.644752655E0,3.668421478E0
9.994895833E-2,1.074016571E0,7.826025696E0,3.758384399E0
1.099329583E-1,1.386566620E0,8.014184418E0,3.858975220E0
1.199169583E-1,1.822460175E0,8.238268433E0,3.956721954E0
1.298999583E-1,2.371668091E0,8.400081940E0,4.002077637E0
1.398839583E-1,2.642604675E0,8.501121826E0,4.056264954E0
1.498669583E-1,2.889141998E0,8.487200775E0,4.102668457E0
1.598509583E-1,3.043920135E0,8.413703613E0,4.227508850E0
1.698349583E-1,3.103645935E0,8.372090149E0,4.267026672E0
1.798179583E-1,3.168311462E0,8.324489136E0,4.087100830E0
1.898019583E-1,3.288062439E0,8.368048553E0,4.084705811E0
1.997859583E-1,3.409459991E0,8.336164856E0,4.172872467E0
2.097689583E-1,3.550017700E0,8.284671936E0,4.318369904E0
2.197529583E-1,3.767665100E0,8.232729950E0,4.399800568E0
2.297359583E-1,3.959715729E0,8.175997925E0,4.353995819E0
2.397199583E-1,4.093387756E0,8.116721191E0,4.228856049E0
2.497039583E-1,4.255800018E0,8.125702515E0,4.081712036E0
2.596869583E-1,4.231101379E0,8.135731659E0,4.036805420E0
2.696709583E-1,4.245471497E0,8.063731384E0,4.155209198E0
2.796539583E-1,3.869303741E0,7.922874298E0,4.227209473E0
2.896379583E-1,3.156935120E0,7.779472504E0,4.190086670E0
2.996219583E-1,2.442620544E0,7.644902344E0,4.149970093E0
3.096049583E-1,2.080373840E0,7.614814911E0,3.882326660E0
3.195889583E-1,2.013013916E0,7.709867249E0,3.525468750E0
3.295729583E-1,1.972298584E0,7.774682465E0,3.237467651E0
3.395559583E-1,2.004631348E0,7.682623901E0,2.948269043E0
3.495399583E-1,1.994751892E0,7.591613159E0,2.814896393E0
3.595229583E-1,2.021546173E0,7.430997162E0,2.834206238E0
3.695069583E-1,2.090852051E0,7.134912872E0,3.034190369E0
3.794909583E-1,2.405797119E0,6.780300293E0,3.728296967E0
3.894739583E-1,3.456312561E0,6.349945221E0,4.907844086E0
3.994579583E-1,5.144352264E0,5.989045715E0,6.204148407E0
