"Time (s)","X (µT)","Y (µT)","Z (µT)"
1.134495834E-2,-4.642074585E0,-4.347485352E1,-2.118365479E1
2.132795833E-2,-4.592224121E0,-4.367694092E1,-2.103341675E1
3.131195834E-2,-4.530578613E0,-4.365029907E1,-2.102127075E1
4.129595833E-2,-4.336524963E0,-4.371392822E1,-2.109042358E1
5.127895834E-2,-4.212631226E0,-4.375369263E1,-2.123229980E1
6.126295833E-2,-3.842010498E0,-4.375289917E1,-2.159796143E1
7.124695834E-2,-3.733856201E0,-4.351776123E1,-2.134014893E1
8.122995833E-2,-3.511146545E0,-4.347216797E1,-2.141757202E1
9.121395834E-2,-3.362998962E0,-4.343399048E1,-2.140457153E1
1.011969583E-1,-3.362998962E0,-4.343399048E1,-2.140457153E1
1.111809583E-1,-3.176895142E0,-4.350857544E1,-2.149938965E1
1.211649583E-1,-3.234573364E0,-4.329754639E1,-2.159552002E1
1.311479583E-1,-3.155014038E0,-4.326336670E1,-2.163235474E1
1.411319583E-1,-3.141555786E0,-4.333743286E1,-2.156130981E1
1.511149583E-1,-3.000267029E0,-4.335656738E1,-2.168981934E1
1.610989583E-1,-3.065963745E0,-4.331253052E1,-2.153240967E1
1.710829583E-1,-2.931861877E0,-4.340744019E1,-2.173663330E1
1.810659583E-1,-3.070640564E0,-4.341928101E1,-2.152761841E1
1.910499583E-1,-3.103065491E0,-4.329742432E1,-2.160675049E1
2.010339583E-1,-3.067573547E0,-4.334243774E1,-2.165484619E1
2.110169583E-1,-3.045188904E0,-4.317681885E1,-2.175231934E1
2.210009583E-1,-2.931167603E0,-4.331768799E1,-2.169915771E1
2.309839583E-1,-2.936660767E0,-4.318066406E1,-2.162103271E1
2.409679583E-1,-3.066268921E0,-4.333618164E1,-2.159603882E1
2.509519583E-1,-3.089576721E0,-4.336514282E1,-2.167102051E1
2.609349583E-1,-2.921730042E0,-4.343554688E1,-2.173364258E1
2.709189583E-1,-2.782981873E0,-4.335791016E1,-2.156698608E1
2.809019583E-1,-2.676849365E0,-4.333319092E1,-2.191088867E1
2.908859583E-1,-2.555603027E0,-4.335769653E1,-2.172720337E1
3.008699583E-1,-2.513435364E0,-4.347442627E1,-2.182812500E1
3.108529583E-1,-2.080841064E0,-4.351177979E1,-2.160073853E1
3.208369583E-1,-2.006973267E0,-4.354867554E1,-2.174661255E1
3.308209583E-1,-2.080535889E0,-4.331588745E1,-2.176959229E1
3.408039583E-1,-2.155799866E0,-4.325286865E1,-2.186117554E1
3.507879583E-1,-2.005493164E0,-4.331680298E1,-2.178887939E1
3.607709583E-1,-1.988739014E0,-4.318060303E1,-2.193441772E1
3.707549583E-1,-2.243331909E0,-4.293218994E1,-2.214254761E1
3.807389583E-1,-2.243331909E0,-4.293218994E1,-2.214254761E1
3.907219583E-1,-2.605743408E0,-4.286096191E1,-2.263229370E1
4.007059583E-1,-3.118591309E0,-4.275918579E1,-2.271176147E1
4.106889583E-1,-3.619461060E0,-4.275518799E1,-2.298074341E1
4.206729583E-1,-4.123756409E0,-4.263311768E1,-2.289730835E1
4.306569583E-1,-4.614486694E0,-4.264974976E1,-2.304440308E1
4.406399583E-1,-5.297729492E0,-4.273565674E1,-2.291860962E1
4.506239583E-1,-6.040718079E0,-4.287033081E1,-2.270349121E1
4.606079583E-1,-6.860702515E0,-4.319500732E1,-2.204016113E1
4.705909583E-1,-7.986488342E0,-4.354913330E1,-2.118048096E1
4.805749583E-1,-8.976844788E0,-4.402087402E1,-2.009872437E1
4.905579583E-1,-9.542770386E0,-4.466360474E1,-1.892202759E1
5.005419583E-1,-1.004094696E1,-4.534805298E1,-1.760382080E1
5.105259583E-1,-9.920143127E0,-4.596682739E1,-1.657434082E1
5.205089583E-1,-9.574592590E0,-4.651226807E1,-1.579165649E1
5.304929583E-1,-8.818161011E0,-4.685012817E1,-1.513745117E1
5.404759583E-1,-7.868064880E0,-4.701345825E1,-1.480178833E1
5.504599583E-1,-6.887947083E0,-4.712258911E1,-1.477474976E1
5.604439583E-1,-5.824676514E0,-4.723410034E1,-1.518151855E1
5.704269583E-1,-4.821716309E0,-4.713586426E1,-1.562399292E1
5.804109583E-1,-3.855850220E0,-4.693164062E1,-1.618188477E1
5.903939583E-1,-2.873016357E0,-4.674359131E1,-1.682107544E1
6.003779583E-1,-1.976951599E0,-4.638015747E1,-1.780966187E1
6.103619583E-1,-1.213676453E0,-4.591271973E1,-1.858850098E1
6.203449583E-1,-8.700561523E-1,-4.555044556E1,-1.933398438E1
6.303289583E-1,-4.709701538E-1,-4.498693848E1,-2.006289673E1
6.403129583E-1,-1.318893433E-1,-4.465072632E1,-2.100201416E1
6.502959583E-1,7.056427002E-2,-4.415188599E1,-2.172628784E1
6.602799583E-1,1.395950317E-1,-4.368719482E1,-2.263970947E1
6.702629583E-1,1.395950317E-1,-4.368719482E1,-2.263970947E1
6.802469583E-1,4.887695312E-1,-4.310467529E1,-2.346765137E1
6.902309583E-1,6.811447144E-1,-4.241748047E1,-2.439233398E1
7.002139583E-1,9.283218384E-1,-4.173687744E1,-2.512655640E1
7.101979583E-1,1.173072815E0,-4.121520996E1,-2.593701172E1
7.201809583E-1,1.458740234E0,-4.052914429E1,-2.663381958E1
7.301649583E-1,1.426078796E0,-3.988229370E1,-2.726116943E1
7.401489583E-1,1.527442932E0,-3.935577393E1,-2.747552490E1
7.501319583E-1,1.464263916E0,-3.890023804E1,-2.798278809E1
7.601159583E-1,1.456047058E0,-3.839266968E1,-2.839569092E1
7.700999583E-1,1.249038696E0,-3.810858154E1,-2.876293945E1
7.800829583E-1,7.973785400E-1,-3.805615234E1,-2.903149414E1
7.900669583E-1,3.973159790E-1,-3.851684570E1,-2.861831665E1
8.000500000E-1,-2.018890381E-1,-3.952520752E1,-2.773013306E1
8.100340000E-1,-9.939346313E-1,-4.099795532E1,-2.622869873E1
8.200180000E-1,-1.943214417E0,-4.266616821E1,-2.401409912E1
8.300010000E-1,-3.000663757E0,-4.461334229E1,-2.078582764E1
8.399850000E-1,-4.218978882E0,-4.643753052E1,-1.748568726E1
8.499680000E-1,-5.381607056E0,-4.799014282E1,-1.386184692E1
8.599520000E-1,-6.704582214E0,-4.902294922E1,-1.060769653E1
8.699360000E-1,-7.813774109E0,-4.909884644E1,-7.644256592E0
8.799190000E-1,-9.079315186E0,-4.926937866E1,-5.268005371E0
8.899030000E-1,-1.008511353E1,-4.927526855E1,-3.542785645E0
8.998870000E-1,-1.084734344E1,-4.929431152E1,-2.045867920E0
9.098700000E-1,-1.120079803E1,-4.927359009E1,-1.162994385E0
9.198540000E-1,-1.139944458E1,-4.949371338E1,1.083068848E-1
9.298370000E-1,-1.143167114E1,-4.942922974E1,9.336853027E-1
9.398210000E-1,-1.121202087E1,-4.953240967E1,1.302429199E0
9.498050000E-1,-1.121202087E1,-4.953240967E1,1.302429199E0
9.597880000E-1,-1.092697906E1,-4.945526123E1,1.072662354E0
9.697720000E-1,-1.063999176E1,-4.967221069E1,3.981018066E-1
9.797550000E-1,-1.022797394E1,-4.961279297E1,-2.646179199E-1
9.897390000E-1,-9.942687988E0,-4.992379761E1,-1.387390137E0
9.997230000E-1,-9.508567810E0,-5.007504272E1,-2.409149170E0
1.009706000E0,-9.239540100E0,-5.018719482E1,-3.586517334E0
1.019690000E0,-8.779525757E0,-5.014865112E1,-4.435424805E0
1.029674000E0,-8.403221130E0,-5.011163330E1,-5.249298096E0
1.039657000E0,-8.072578430E0,-4.993130493E1,-6.000000000E0
1.049641000E0,-7.953163147E0,-4.974801636E1,-6.678680420E0
1.059624000E0,-7.807365417E0,-4.963208008E1,-7.402130127E0
