"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
8.387541668E-3,1.388484507E0,-6.147853169E-1,1.568297498E0
1.837054166E-2,1.728864378E0,-5.033370942E-1,1.847269911E0
2.835454167E-2,1.950290834E0,-9.242375109E-1,1.872768156E0
3.833754166E-2,1.981744176E0,-1.525032780E0,1.933017282E0
4.832054167E-2,1.631026427E0,-1.690961849E0,1.993701732E0
5.830454166E-2,8.833113867E-1,-1.183505684E0,1.883049608E0
6.828754167E-2,3.733990985E-1,-8.775262977E-1,1.650229560E0
7.827154166E-2,5.209874994E-1,-9.183158163E-1,1.231605465E0
8.825454167E-2,1.369218516E0,-6.908994732E-1,1.191637115E0
9.823754166E-2,2.726806920E0,-2.881701563E-1,1.853745410E0
1.082215417E-1,4.041137037E0,-3.496898085E-2,2.770472757E0
1.182045417E-1,4.603046275E0,2.091217209E-1,3.513295432E0
1.281875417E-1,4.441905198E0,1.929206944E-1,3.810385735E0
1.381715417E-1,3.888215976E0,-4.684538481E-1,3.710479331E0
1.481545417E-1,2.721163187E0,-7.484916969E-1,3.300279027E0
1.581385417E-1,1.717737712E0,-5.082938520E-1,2.884444930E0
1.681215417E-1,1.379227780E0,-3.849833098E-1,2.406223966E0
1.781045417E-1,1.308371805E0,-4.989628652E-1,1.817018463E0
1.880885417E-1,1.164751909E0,-4.368813687E-1,1.301476184E0
1.980715417E-1,9.013325053E-1,-2.705137760E-1,8.527655321E-1
2.080545417E-1,5.949120927E-1,-1.707512686E-1,4.631521046E-1
2.180385417E-1,4.330155551E-1,-1.635205834E-1,2.582405251E-1
2.280215417E-1,4.355479842E-1,-1.405393631E-1,2.013605654E-1
2.380055417E-1,6.062305480E-1,-1.052249214E-1,2.673767996E-1
2.479885417E-1,6.101247936E-1,-9.117886791E-2,4.510012981E-1
2.579715417E-1,5.297472131E-1,-1.509101492E-1,5.795423940E-1
2.679555417E-1,2.237559861E-1,-3.052024194E-1,7.102221090E-1
2.779385417E-1,-2.027978110E-1,-4.745456236E-1,8.213031265E-1
2.879215417E-1,-3.276276791E-1,-5.591180697E-1,8.155374795E-1
2.979055417E-1,-3.430473715E-1,-4.729980118E-1,6.553217241E-1
3.078885417E-1,-2.380003881E-1,-2.993471090E-1,4.080286485E-1
3.178725417E-1,-1.411026692E-1,-1.317967342E-1,1.322897458E-1
3.278555417E-1,-1.986182213E-1,-5.253158642E-2,-1.740797961E-1
3.378385417E-1,-5.844350517E-2,8.507797446E-2,-3.319622201E-1
3.478225417E-1,2.549163830E-1,2.965502030E-1,-2.700858146E-1
3.578055417E-1,2.921935523E-1,3.411205312E-1,-1.905993497E-1
3.677885417E-1,9.964766443E-2,1.905336417E-1,-9.797156006E-2
3.777725417E-1,-1.858443940E-1,-1.161445510E-1,8.494542539E-3
3.877555417E-1,-3.540337050E-1,-4.014370457E-1,8.617655665E-2
3.977395417E-1,-4.344013453E-1,-4.822849251E-1,1.704451668E-1
4.077225417E-1,-4.094857746E-1,-4.527293696E-1,2.548280901E-1
4.177055417E-1,-2.191425329E-1,-3.290472734E-1,2.371072260E-1
4.276895417E-1,-1.754807889E-2,-2.581210592E-1,1.126998192E-1
4.376725417E-1,4.569657505E-2,-2.551457949E-1,-6.419804245E-2
4.476555417E-1,9.895827770E-2,-2.416776290E-1,-1.717853487E-1
4.576395417E-1,2.667610878E-1,-2.369625074E-1,-9.900944084E-2
4.676225417E-1,5.686124861E-1,-3.968728188E-1,2.017222157E-1
4.776065417E-1,7.175533479E-1,-6.983463409E-1,4.951264340E-1
4.875895417E-1,1.200478982E0,-9.161763201E-1,8.059000987E-1
4.975725417E-1,2.152621452E0,-1.212692938E0,1.065427011E0
5.075565417E-1,3.545068617E0,-1.632385028E0,1.370344397E0
5.175395417E-1,5.296825429E0,-1.552024404E0,1.694881384E0
5.275225417E-1,6.485649156E0,-9.882884227E-1,2.724616553E0
5.375065417E-1,8.694416158E0,-3.525311168E-1,3.632472212E0
5.474895417E-1,1.267592621E1,-4.833367661E-1,4.093556741E0
5.574735417E-1,1.498269957E1,-1.170973566E0,4.857360103E0
5.674565417E-1,1.591742844E1,-1.816572905E0,5.354300635E0
5.774395417E-1,1.568542028E1,-2.611855338E0,5.473716567E0
5.874235417E-1,1.442806309E1,-3.645684580E0,5.063222147E0
5.974065417E-1,1.283212172E1,-4.586763826E0,3.972993586E0
6.073895417E-1,1.157763902E1,-5.107247588E0,2.793320752E0
6.173735417E-1,9.955890369E0,-4.794771214E0,2.361408566E0
