"Time (s)","X (hPa)"
-5.444838333E-1,1.008374100E3
4.865311667E-1,1.008363342E3
1.517573167E0,1.008352585E3
2.548680167E0,1.008352585E3
3.579738167E0,1.008361435E3
3.774418167E0,1.008361435E3
4.838788167E0,1.008353424E3
5.903151167E0,1.008352661E3
6.967530167E0,1.008350449E3
8.031900167E0,1.008345108E3
9.096322167E0,1.008339920E3
1.016073917E1,1.008339920E3
1.122515717E1,1.008340454E3
1.228955917E1,1.008344879E3
1.335397517E1,1.008345184E3
1.441836017E1,1.008351669E3
1.548282317E1,1.008356476E3
1.654724717E1,1.008364182E3
1.761166217E1,1.008365326E3
1.867602217E1,1.008365784E3
1.974042817E1,1.008365784E3
2.080487617E1,1.008363037E3
2.186933917E1,1.008358002E3
2.293376717E1,1.008357086E3
2.399815717E1,1.008355255E3
2.506254317E1,1.008354645E3
2.612691317E1,1.008346786E3
2.719130517E1,1.008345108E3
2.825571117E1,1.008342819E3
2.932008517E1,1.008342819E3
3.038443617E1,1.008342819E3
3.144872017E1,1.008346176E3
3.251304317E1,1.008346252E3
3.357739817E1,1.008346252E3
3.464169117E1,1.008347397E3
3.570602517E1,1.008351898E3
3.677041217E1,1.008352127E3
3.783477017E1,1.008355026E3
3.889918417E1,1.008365784E3
3.996358717E1,1.008365784E3
4.102797317E1,1.008365097E3
4.209235817E1,1.008363647E3
4.315667317E1,1.008358231E3
4.422101917E1,1.008343887E3
4.528537717E1,1.008336945E3
4.634978717E1,1.008330841E3
4.741423717E1,1.008328552E3
4.847866017E1,1.008328552E3
4.954310317E1,1.008329544E3
5.060753417E1,1.008334351E3
5.167199917E1,1.008341141E3
5.273642717E1,1.008347626E3
5.380086917E1,1.008352509E3
5.486526317E1,1.008352509E3
5.592969417E1,1.008351822E3
5.699408217E1,1.008350449E3
