"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
8.387541668E-3,-1.523938894E0,-3.560178876E-1,1.854841828E0
1.837054166E-2,-1.422803044E0,-2.774850130E-1,1.733170748E0
2.835454167E-2,-1.357195377E0,-2.420855612E-1,1.584773302E0
3.833754166E-2,-1.283903837E0,-2.276096791E-1,1.470828652E0
4.832054167E-2,-1.163697243E0,-2.606074214E-1,1.491414785E0
5.830454166E-2,-1.054581761E0,-4.591745734E-1,1.611997366E0
6.828754167E-2,-1.011688948E0,-7.111136317E-1,1.705249429E0
7.827154166E-2,-1.017842412E0,-9.295189381E-1,1.673477054E0
8.825454167E-2,-9.780102372E-1,-1.168494701E0,1.478494287E0
9.823754166E-2,-8.638455868E-1,-1.427392125E0,1.148163080E0
1.082215417E-1,-6.934162974E-1,-1.443437696E0,7.666838169E-1
1.182045417E-1,-4.974558949E-1,-1.159190774E0,4.583020210E-1
1.281875417E-1,-3.850044310E-1,-6.969943047E-1,2.551335394E-1
1.381715417E-1,-3.433957398E-1,-2.544717491E-1,2.171840370E-1
1.481545417E-1,-2.928177416E-1,2.042661235E-2,3.001028597E-1
1.581385417E-1,-1.980147958E-1,1.203393638E-1,3.811566830E-1
1.681215417E-1,-9.209258854E-2,2.876167931E-2,3.950672150E-1
1.781045417E-1,-7.983842865E-3,-2.683925033E-1,3.431025445E-1
1.880885417E-1,5.165508389E-2,-6.943201423E-1,2.521546483E-1
1.980715417E-1,6.840343773E-2,-1.093115807E0,1.704531163E-1
2.080545417E-1,3.671528399E-2,-1.324168682E0,1.185265407E-1
2.180385417E-1,-2.776277438E-2,-1.359411597E0,1.023981720E-1
2.280215417E-1,-9.605600685E-2,-1.213448763E0,8.543278277E-2
2.380055417E-1,-1.445026249E-1,-9.318987727E-1,7.782839239E-2
2.479885417E-1,-1.724660546E-1,-5.790123940E-1,8.186066151E-2
2.579715417E-1,-1.657820493E-1,-2.332550138E-1,1.037435904E-1
2.679555417E-1,-1.352691203E-1,2.794125490E-2,1.600594819E-1
2.779385417E-1,-5.738285184E-2,1.646407843E-1,2.283107042E-1
2.879215417E-1,4.409811646E-2,1.831946969E-1,2.739652991E-1
2.979055417E-1,1.514232457E-1,1.245865077E-1,2.773389816E-1
3.078885417E-1,2.169692218E-1,2.722577564E-2,2.454954088E-1
3.178725417E-1,2.298991233E-1,-7.986871898E-2,2.164541632E-1
3.278555417E-1,1.899389923E-1,-1.814288199E-1,1.926019043E-1
3.378385417E-1,1.289680451E-1,-2.274485081E-1,1.462679654E-1
3.478225417E-1,5.926563963E-2,-2.091812193E-1,9.639830887E-2
3.578055417E-1,-5.630705273E-4,-1.757830530E-1,8.005076647E-2
3.677885417E-1,-4.284190014E-2,-1.541687250E-1,1.118281856E-1
3.777725417E-1,-7.115769386E-2,-1.458205134E-1,1.643313468E-1
