"Time (s)","X (µT)","Y (µT)","Z (µT)"
8.387541668E-3,-3.165885925E1,-3.757189941E1,-1.419717407E1
1.837054166E-2,-3.209284210E1,-3.715478516E1,-1.445486450E1
2.835454167E-2,-3.237475586E1,-3.672891235E1,-1.462112427E1
3.833754166E-2,-3.237475586E1,-3.672891235E1,-1.462112427E1
4.832054167E-2,-3.307839203E1,-3.570956421E1,-1.508984375E1
5.830454166E-2,-3.366792297E1,-3.491210938E1,-1.533206177E1
6.828754167E-2,-3.423211670E1,-3.430712891E1,-1.562283325E1
7.827154166E-2,-3.465525055E1,-3.359561157E1,-1.571966553E1
8.825454167E-2,-3.534715271E1,-3.278366089E1,-1.573553467E1
9.823754166E-2,-3.581265259E1,-3.215753174E1,-1.549026489E1
1.082215417E-1,-3.630484009E1,-3.160000610E1,-1.527169800E1
1.182045417E-1,-3.681516266E1,-3.109921265E1,-1.490435791E1
1.281875417E-1,-3.715168762E1,-3.069699097E1,-1.458740234E1
1.381715417E-1,-3.729017639E1,-3.055255127E1,-1.456976318E1
1.481545417E-1,-3.739883423E1,-3.038098145E1,-1.451510620E1
1.581385417E-1,-3.742680359E1,-3.025039673E1,-1.455633545E1
1.681215417E-1,-3.755818939E1,-2.990249634E1,-1.460412598E1
1.781045417E-1,-3.769011688E1,-2.986090088E1,-1.468124390E1
1.880885417E-1,-3.788525391E1,-2.965673828E1,-1.450814819E1
1.980715417E-1,-3.812808990E1,-2.948242188E1,-1.423602295E1
2.080545417E-1,-3.817485809E1,-2.953469849E1,-1.392553711E1
2.180385417E-1,-3.842829895E1,-2.953829956E1,-1.328845215E1
2.280215417E-1,-3.861936188E1,-2.957562256E1,-1.262695312E1
2.380055417E-1,-3.892304230E1,-2.952319336E1,-1.222067261E1
2.479885417E-1,-3.899813843E1,-2.948379517E1,-1.190106201E1
2.579715417E-1,-3.906767273E1,-2.935830688E1,-1.192733765E1
2.679555417E-1,-3.910820007E1,-2.910049438E1,-1.186495972E1
2.779385417E-1,-3.921617889E1,-2.909939575E1,-1.198056030E1
2.879215417E-1,-3.923783875E1,-2.911596680E1,-1.201770020E1
2.979055417E-1,-3.936867523E1,-2.902487183E1,-1.179498291E1
3.078885417E-1,-3.930910492E1,-2.895755005E1,-1.190716553E1
3.178725417E-1,-3.942692566E1,-2.882211304E1,-1.194198608E1
3.278555417E-1,-3.942692566E1,-2.882211304E1,-1.194198608E1
3.378385417E-1,-3.942375946E1,-2.875430298E1,-1.185076904E1
3.478225417E-1,-3.953042603E1,-2.871960449E1,-1.165707397E1
3.578055417E-1,-3.957527161E1,-2.869668579E1,-1.153765869E1
3.677885417E-1,-3.965851593E1,-2.856393433E1,-1.161169434E1
3.777725417E-1,-3.960465240E1,-2.849966431E1,-1.141757202E1
3.877555417E-1,-3.973211670E1,-2.840521240E1,-1.130108643E1
3.977395417E-1,-3.979846191E1,-2.848287964E1,-1.114938354E1
4.077225417E-1,-3.984455109E1,-2.838204956E1,-1.122659302E1
4.177055417E-1,-3.998046112E1,-2.820285034E1,-1.113665771E1
4.276895417E-1,-4.016814423E1,-2.800253296E1,-1.110778809E1
4.376725417E-1,-4.039559174E1,-2.770233154E1,-1.094863892E1
4.476555417E-1,-4.042573547E1,-2.757028198E1,-1.089251709E1
4.576395417E-1,-4.059928131E1,-2.734924316E1,-1.098944092E1
4.676225417E-1,-4.069458008E1,-2.705767822E1,-1.082717896E1
4.776065417E-1,-4.087213898E1,-2.678295898E1,-1.059063721E1
4.875895417E-1,-4.100073242E1,-2.648162842E1,-1.034786987E1
4.975725417E-1,-4.139917755E1,-2.603308105E1,-9.939086914E0
5.075565417E-1,-4.160839081E1,-2.578109741E1,-9.453521729E0
5.175395417E-1,-4.209607697E1,-2.557778931E1,-8.898254395E0
5.275225417E-1,-4.237181854E1,-2.522583008E1,-8.251647949E0
5.375065417E-1,-4.251536560E1,-2.486581421E1,-7.985931396E0
5.474895417E-1,-4.249088287E1,-2.442031860E1,-8.153717041E0
5.574735417E-1,-4.265989685E1,-2.413909912E1,-8.650970459E0
5.674565417E-1,-4.250560760E1,-2.389450073E1,-9.074340820E0
5.774395417E-1,-4.238346100E1,-2.412374878E1,-9.952331543E0
5.874235417E-1,-4.195085144E1,-2.472738647E1,-1.073712158E1
5.974065417E-1,-4.151462555E1,-2.555929565E1,-1.144723511E1
6.073895417E-1,-4.151462555E1,-2.555929565E1,-1.144723511E1
6.173735417E-1,-4.064269257E1,-2.696807861E1,-1.177270508E1
6.273565417E-1,-3.964286041E1,-2.894244385E1,-1.209750366E1
6.373405417E-1,-3.860976410E1,-3.089593506E1,-1.148245239E1
6.473235417E-1,-3.737545776E1,-3.314929199E1,-1.082308960E1
6.573065417E-1,-3.611457062E1,-3.516354370E1,-9.599792480E0
6.672905417E-1,-3.464567566E1,-3.725097656E1,-8.325439453E0
6.772735417E-1,-3.305336761E1,-3.920010376E1,-6.958770752E0
6.872565417E-1,-3.128244019E1,-4.075408936E1,-5.979766846E0
6.972401667E-1,-2.957765961E1,-4.217556763E1,-4.950378418E0
7.072231667E-1,-2.780957794E1,-4.348489380E1,-4.149780273E0
7.172071667E-1,-2.608322144E1,-4.450900269E1,-3.423004150E0
7.271901667E-1,-2.432688141E1,-4.549234009E1,-3.035827637E0
7.371731667E-1,-2.264477539E1,-4.631332397E1,-2.727142334E0
7.471571667E-1,-2.131072235E1,-4.683215332E1,-2.712982178E0
7.571401667E-1,-2.001799011E1,-4.735833740E1,-2.537139893E0
7.671241667E-1,-1.895776367E1,-4.756936646E1,-2.560668945E0
7.771071667E-1,-1.803772736E1,-4.797573853E1,-2.599487305E0
7.870901667E-1,-1.715167236E1,-4.816494751E1,-2.520080566E0
7.970741667E-1,-1.655496216E1,-4.842556763E1,-2.537536621E0
8.070571667E-1,-1.601210785E1,-4.841525269E1,-1.929534912E0
8.170401667E-1,-1.579417419E1,-4.843179321E1,-1.507385254E0
8.270241667E-1,-1.557928467E1,-4.846447754E1,-1.292114258E0
8.370071667E-1,-1.574721527E1,-4.864147949E1,-7.599182129E-1
8.469911667E-1,-1.597999573E1,-4.860784912E1,-3.060607910E-1
8.569741667E-1,-1.633956909E1,-4.864199829E1,7.952880859E-2
8.669571667E-1,-1.706878662E1,-4.835046387E1,6.336059570E-1
8.769411667E-1,-1.802958679E1,-4.836874390E1,1.142364502E0
8.869241667E-1,-1.907460022E1,-4.796762085E1,1.064025879E0
8.969071667E-1,-2.054216766E1,-4.742611694E1,7.638549805E-1
9.068911667E-1,-2.212065887E1,-4.681475830E1,6.497497559E-1
9.168741667E-1,-2.397024536E1,-4.605694580E1,-1.611328125E-1
9.268581667E-1,-2.397024536E1,-4.605694580E1,-1.611328125E-1
9.368411667E-1,-2.570730591E1,-4.503656006E1,-6.635437012E-1
9.468241667E-1,-2.760545349E1,-4.403695679E1,-1.436981201E0
9.568081667E-1,-2.936473846E1,-4.272689819E1,-1.917144775E0
9.667911667E-1,-3.128689575E1,-4.130648804E1,-2.676330566E0
9.767741667E-1,-3.314958191E1,-3.958587646E1,-3.520324707E0
9.867581667E-1,-3.502423859E1,-3.766436768E1,-4.606109619E0
9.967411667E-1,-3.675485229E1,-3.573480225E1,-5.402160645E0
1.006725167E0,-3.823065948E1,-3.323962402E1,-6.070037842E0
1.016708167E0,-3.962003326E1,-3.058096313E1,-6.604003906E0
1.026691167E0,-4.102131653E1,-2.788693237E1,-6.469635010E0
1.036675167E0,-4.228231812E1,-2.521829224E1,-6.067108154E0
1.046658167E0,-4.324982452E1,-2.253396606E1,-5.680145264E0
1.056641167E0,-4.381058502E1,-2.042959595E1,-5.133178711E0
1.066625167E0,-4.419338226E1,-1.858105469E1,-4.828521729E0
1.076608167E0,-4.434148407E1,-1.762084961E1,-4.899963379E0
1.086592167E0,-4.436598206E1,-1.752789307E1,-5.045593262E0
1.096575167E0,-4.426531219E1,-1.824600220E1,-5.319366455E0
1.106558167E0,-4.386239624E1,-1.942373657E1,-5.541412354E0
1.116542167E0,-4.357641602E1,-2.097521973E1,-6.129272461E0
1.126525167E0,-4.290454865E1,-2.280935669E1,-6.445037842E0
1.136509167E0,-4.221696472E1,-2.456402588E1,-7.269073486E0
1.146492167E0,-4.141966248E1,-2.630853271E1,-7.888763428E0
1.156475167E0,-4.045094299E1,-2.825091553E1,-8.513214111E0
1.166459167E0,-3.920154572E1,-3.001916504E1,-9.076690674E0
1.176442167E0,-3.782240295E1,-3.215328979E1,-9.521728516E0
1.186425167E0,-3.621037292E1,-3.407885742E1,-9.596496582E0
1.196409167E0,-3.439202118E1,-3.627215576E1,-9.804168701E0
1.206392167E0,-3.439202118E1,-3.627215576E1,-9.804168701E0
1.216376167E0,-3.238495636E1,-3.816128540E1,-9.927368164E0
1.226359167E0,-3.014575195E1,-4.012329102E1,-9.870727539E0
1.236342167E0,-2.786697388E1,-4.178094482E1,-9.396087646E0
1.246326167E0,-2.571510315E1,-4.333578491E1,-8.984558105E0
1.256309167E0,-2.366725159E1,-4.453573608E1,-8.256500244E0
1.266292167E0,-2.148900604E1,-4.569424438E1,-7.833099365E0
1.276276167E0,-1.940419769E1,-4.666238403E1,-6.838012695E0
1.286259167E0,-1.757440948E1,-4.735546875E1,-6.135559082E0
1.296243167E0,-1.581303406E1,-4.812844849E1,-5.409576416E0
1.306226167E0,-1.425378418E1,-4.873400879E1,-4.729431152E0
1.316209167E0,-1.301820374E1,-4.900399780E1,-3.793701172E0
1.326193167E0,-1.190334320E1,-4.945294189E1,-3.203399658E0
1.336176167E0,-1.099397278E1,-4.973348999E1,-2.634582520E0
1.346159167E0,-1.017684174E1,-4.990338135E1,-1.942779541E0
1.356143167E0,-9.647857666E0,-4.996057129E1,-1.336029053E0
1.366126167E0,-9.240089417E0,-5.003283691E1,-7.412719727E-1
1.376110167E0,-9.213844299E0,-5.005236816E1,3.497314453E-2
1.386093167E0,-9.376541138E0,-5.007711792E1,6.654968262E-1
1.396076167E0,-9.984039307E0,-5.018640137E1,1.209259033E0
1.406060167E0,-1.090211487E1,-5.002911377E1,1.595062256E0
1.416043167E0,-1.234362793E1,-4.974865723E1,1.941619873E0
1.426027167E0,-1.406024170E1,-4.930386353E1,1.938690186E0
1.436010167E0,-1.636195374E1,-4.874804688E1,1.702545166E0
1.445993167E0,-1.878369141E1,-4.786050415E1,1.354156494E0
1.455977167E0,-2.147402191E1,-4.709033203E1,3.601989746E-1
1.465960167E0,-2.409412384E1,-4.579263306E1,-6.294555664E-1
1.475943167E0,-2.672989655E1,-4.424545288E1,-2.134796143E0
1.485927167E0,-2.913409424E1,-4.247390747E1,-3.633636475E0
1.495910167E0,-2.913409424E1,-4.247390747E1,-3.633636475E0
1.505894167E0,-3.136368561E1,-4.052072144E1,-5.139862061E0
1.515877167E0,-3.335407257E1,-3.819909668E1,-7.003662109E0
1.525860167E0,-3.546394348E1,-3.554687500E1,-8.131774902E0
1.535844167E0,-3.711677551E1,-3.282089233E1,-8.896209717E0
1.545827167E0,-3.888632202E1,-3.032070923E1,-8.920623779E0
1.555811167E0,-4.023537445E1,-2.788897705E1,-8.062683105E0
1.565794167E0,-4.147737885E1,-2.559176636E1,-7.111297607E0
1.575777167E0,-4.237746429E1,-2.360833740E1,-6.290466309E0
1.585761167E0,-4.306462097E1,-2.183081055E1,-5.792114258E0
1.595744167E0,-4.330380249E1,-2.079235840E1,-5.838714600E0
1.605727167E0,-4.317760468E1,-2.067987061E1,-6.300476074E0
1.615711167E0,-4.284773254E1,-2.137081909E1,-7.159118652E0
1.625694167E0,-4.242774963E1,-2.268963623E1,-7.818511963E0
1.635678167E0,-4.173740387E1,-2.459335327E1,-8.192504883E0
1.645661167E0,-4.082740784E1,-2.673614502E1,-8.511627197E0
1.655644167E0,-3.952278137E1,-2.909652710E1,-8.848510742E0
1.665628167E0,-3.804605865E1,-3.140426636E1,-9.161987305E0
1.675611167E0,-3.636869812E1,-3.348623657E1,-9.359466553E0
1.685594167E0,-3.473224640E1,-3.544842529E1,-9.598175049E0
1.695578167E0,-3.300837708E1,-3.740231323E1,-9.616119385E0
1.705561417E0,-3.101454926E1,-3.911358643E1,-9.802642822E0
1.715545417E0,-2.912358856E1,-4.075668335E1,-9.707000732E0
1.725528417E0,-2.699210358E1,-4.217797852E1,-9.779235840E0
1.735511417E0,-2.489102173E1,-4.338949585E1,-9.650939941E0
1.745495417E0,-2.279598999E1,-4.443981934E1,-9.206298828E0
1.755478417E0,-2.082357788E1,-4.551724243E1,-9.285644531E0
1.765461417E0,-1.881816101E1,-4.621203613E1,-8.891632080E0
