"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.147541665E-3,9.365125122E0,1.875300293E0,5.837860107E0
1.213154167E-2,9.903705139E0,1.847907257E0,6.413862305E0
2.211454167E-2,1.021909927E1,1.487157440E0,6.511908417E0
3.209754167E-2,1.041938278E1,7.042854309E-1,6.545588379E0
4.208154167E-2,1.031729507E1,4.819976807E-2,6.637197876E0
5.206454166E-2,9.779613190E0,1.052311707E-1,6.614744568E0
6.204854167E-2,9.090446320E0,4.186793518E-1,6.412215729E0
7.203154166E-2,8.947493591E0,3.103047180E-1,6.036946106E0
8.201454167E-2,9.504784698E0,1.559756470E-1,5.621110840E0
9.199854166E-2,1.074330917E1,3.614982605E-1,5.885461121E0
1.019815417E-1,1.221385117E1,5.626799011E-1,6.611601105E0
1.119645417E-1,1.331780548E1,6.634204102E-1,7.373516693E0
1.219485417E-1,1.344010117E1,8.684939575E-1,7.799530792E0
1.319315417E-1,1.319880295E1,3.616479492E-1,7.840545502E0
1.419155417E-1,1.228824646E1,-2.086660767E-1,7.517666931E0
1.518985417E-1,1.108400070E1,-2.371069336E-1,7.096442871E0
1.618815417E-1,1.042611877E1,-0.000000000E0,6.678511963E0
1.718655417E-1,1.028092072E1,-9.445358276E-2,6.132297821E0
1.818485417E-1,1.019874161E1,-1.752854919E-1,5.542673950E0
1.918315417E-1,1.003782623E1,-4.849914551E-2,4.998405762E0
2.018155417E-1,9.755513306E0,7.694000244E-2,4.483476562E0
2.117985417E-1,9.569300537E0,1.222956848E-1,4.048930206E0
2.217825417E-1,9.521250458E0,1.109193420E-1,3.800596619E0
2.317655417E-1,9.687704315E0,1.287322998E-1,3.699856110E0
2.417485417E-1,9.832752686E0,1.477427673E-1,3.751947784E0
2.517325417E-1,9.795031128E0,1.255888367E-1,3.862717438E0
2.617155417E-1,9.647587738E0,-8.981323242E-4,3.955075378E0
2.716995417E-1,9.213490448E0,-1.975891113E-1,4.094285889E0
2.816825417E-1,8.926088104E0,-3.589535522E-1,4.172124023E0
2.916655417E-1,8.871900787E0,-3.893403625E-1,4.116290131E0
3.016495417E-1,8.903784485E0,-2.550695801E-1,3.896098022E0
3.116325417E-1,9.043593750E0,-9.954299927E-2,3.646267548E0
3.216155417E-1,9.054071960E0,2.589614868E-2,3.339854736E0
3.315995417E-1,9.036259003E0,9.205856323E-2,3.059787140E0
3.415825417E-1,9.345066833E0,2.817141724E-1,3.009491730E0
3.515665417E-1,9.537117462E0,4.150868225E-1,3.068020020E0
3.615495417E-1,9.464518433E0,3.502716064E-1,3.146157532E0
