time,X (µT),Y (µT),Z (µT),label
0.01329279166,-11.837717203076922,-40.53273831923077,9.105582603999999,waving_righthand
0.26329279166,-10.18677368088,-40.239650878,10.831239013320001,waving_righthand
0.51329279166,3.88992370608,-39.1826342768,-2.835939941336,waving_righthand
0.76329279166,25.450317535040003,-29.379125976399997,-9.7310424805484,waving_righthand
1.01329279166,26.869384461200003,-27.1231115728,-11.971190185800001,waving_righthand
1.26329279166,14.457524413996003,-34.642583008399995,-16.734025878759997,waving_righthand
1.51329279166,34.1115060428,-20.0994628908,-14.14328613296,waving_righthand
1.76329279166,5.477955017096,-38.1146569832,-18.4756958012,waving_righthand
2.01329279166,34.0927105712,-20.8736437992,-9.68352783172,waving_righthand
2.26329279166,13.64893188576,-33.290039062,-20.6543530272,waving_righthand
2.51329279166,20.39223571788,-31.242985841200003,-17.37663696232,waving_righthand
2.76329279166,22.480462494024,-26.154597168,-23.3222143556,waving_righthand
3.01329279166,5.174195098804001,-32.562923584,-27.0374743656,waving_righthand
3.26329279166,34.0356166076,-17.9531750492,-16.8019641112,waving_righthand
3.51329279166,13.44547058176,-31.1394445804,-23.9586157228,waving_righthand
3.76329279166,19.437811432363997,-30.678715820759997,-15.076340331799999,waving_righthand
4.01329279166,35.3978053284,-15.241024169760001,-13.30070312428,waving_righthand
4.26329279166,3.6820288086199997,-35.6876757812,-21.713156738000002,waving_righthand
4.51329279166,34.1002372744,-21.366027832,-10.46305053688,waving_righthand
4.76329279166,11.28677200376,-32.579051514,-20.154693603600002,waving_righthand
5.01329279166,15.649630737576,-32.851990965999995,-10.236593017788,waving_righthand
5.26329279166,34.8218106084,-22.475369872799998,0.6776123046920003,waving_righthand
5.51329279166,6.063009948528401,-38.197761230800005,-16.6086804188,waving_righthand
5.76329279166,27.97691286453846,-29.01703585153846,-2.7003878075769236,waving_righthand
6.01329279166,31.6256388848,-25.0362426752,-5.3901037597079995,waving_righthand
6.26329279166,-4.03967102044,-36.1858898928,-20.965074462799997,waving_righthand
6.51329279166,28.965003662439997,-25.9405053712,-1.6259692382800004,waving_righthand
6.76329279166,21.35382812448,-30.568737793199997,-9.020761719122401,waving_righthand
7.01329279166,15.136595611275999,-33.34269775359999,-10.758021239720001,waving_righthand
7.26329279166,32.5330787652,-23.1994091788,-8.38468872048,waving_righthand
7.51329279166,3.6159492493160004,-38.5443920896,-11.22029174808,waving_righthand
7.76329279166,34.9407308952,-21.787320556400005,-8.69707275452,waving_righthand
8.01329279166,8.769748993105202,-36.083485106400005,-16.067099609280003,waving_righthand
8.26329279166,18.99474731392,-33.9648669424,-11.0295104986,waving_righthand
8.51329279166,26.282408752400002,-26.830948486,-17.20324218752,waving_righthand
8.76329279166,2.417559204024,-30.462954101600005,-29.1212097168,waving_righthand
9.01329279166,30.416869507599998,-21.129869384400003,-14.364114990600001,waving_righthand
9.26329279166,11.216351623848,-28.0594458008,-27.3460705568,waving_righthand
9.51329279166,18.746072388360002,-26.8601818848,-23.67513794,waving_righthand
9.76329279166,16.56907409708,-28.939980468399998,-22.5926684568,waving_righthand
10.01329279166,17.424403839,-26.7473437504,-23.3956164552,waving_righthand
10.26329279166,21.231428376,-22.6480639652,-26.093723144399995,waving_righthand
10.51329279166,23.4254867572,-25.3312487796,-20.637044678,waving_righthand
10.76329279166,21.112251892520003,-24.0108068848,-24.517465818799998,waving_righthand
11.01329279166,16.23373031592,-28.308044434,-25.132481689200002,waving_righthand
11.26329279166,23.345879668960002,-27.3133129884,-18.87468872,waving_righthand
