"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
-1.682208334E-3,2.873125305E0,8.748407593E0,3.009791107E0
8.300791662E-3,2.847977600E0,8.742719421E0,2.973566437E0
1.828479167E-2,2.919828186E0,8.699758759E0,3.078198853E0
2.826779166E-2,3.239263916E0,8.655750275E0,3.252137146E0
3.825079167E-2,3.615731049E0,8.707991638E0,3.392994232E0
4.823479166E-2,3.531306610E0,8.703051910E0,3.470233612E0
5.821779167E-2,3.221900024E0,8.648116150E0,3.358865204E0
6.820079166E-2,2.972668304E0,8.671617279E0,3.107687531E0
7.818479167E-2,2.880010986E0,8.743617554E0,2.876717834E0
8.816779166E-2,2.994971924E0,8.624465332E0,2.736609192E0
9.815079167E-2,2.967279510E0,8.799301758E0,2.776576080E0
1.081347917E-1,2.935994568E0,8.950487366E0,2.873873749E0
1.181177917E-1,3.243305511E0,8.646020508E0,2.802472229E0
1.281007917E-1,3.420836334E0,8.769064636E0,3.023263092E0
1.380847917E-1,3.568279724E0,8.728798370E0,3.203638000E0
1.480677917E-1,3.511996765E0,8.671467590E0,3.271896057E0
1.580507917E-1,3.300486603E0,8.557554474E0,3.271297302E0
1.680347917E-1,2.970572662E0,8.757837982E0,3.295995941E0
1.780177917E-1,2.975662079E0,8.748706970E0,3.172502747E0
1.880007917E-1,3.055745544E0,8.708440704E0,3.033741302E0
1.979847917E-1,3.024460602E0,8.777297516E0,3.030448151E0
2.079677917E-1,3.151995392E0,8.560099182E0,3.035088501E0
2.179507917E-1,3.112028503E0,8.718769226E0,3.037333832E0
2.279347917E-1,3.237168274E0,8.744964752E0,2.987786865E0
2.379177917E-1,3.578159180E0,8.803792419E0,2.893183594E0
2.479007917E-1,3.867357788E0,8.771309967E0,3.032094727E0
2.578837917E-1,3.917952576E0,8.678353271E0,3.324586487E0
2.678677917E-1,3.504512329E0,8.695717163E0,3.533102875E0
2.778507917E-1,2.984793091E0,8.720864868E0,3.538641357E0
2.878337917E-1,2.376757507E0,8.663983154E0,3.422183533E0
2.978177917E-1,1.630259857E0,8.385562134E0,3.087329865E0
3.078007917E-1,3.488345947E0,8.988657990E0,2.808459778E0
3.177837917E-1,2.898572388E0,8.939260712E0,3.012635193E0
3.277677917E-1,3.116668854E0,8.528215485E0,2.885100403E0
3.377507917E-1,3.252885590E0,8.674012299E0,3.291205902E0
