"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.329279166E-2,-5.603514984E-2,4.348349571E-2,1.012552455E-1
2.327579166E-2,-4.518170282E-2,2.743634954E-2,8.209273219E-2
3.325979166E-2,-4.884294234E-3,-2.032803372E-3,1.009676512E-2
4.324279166E-2,5.013474822E-2,-5.698766559E-2,-4.618355259E-2
5.322579166E-2,9.695366025E-2,-1.141050085E-1,-6.481406093E-2
6.320979166E-2,1.039457917E-1,-1.549184918E-1,-5.641605332E-2
7.319279166E-2,8.574110270E-2,-1.833201498E-1,-3.073127568E-2
8.317579166E-2,3.508484736E-2,-2.285414338E-1,-3.305115551E-2
9.315979166E-2,1.768786088E-2,-2.564863861E-1,-1.005058084E-2
1.031427917E-1,1.158948801E-2,-2.451658249E-1,1.424490474E-2
1.131257917E-1,-2.313909493E-2,-2.360798270E-1,5.683797877E-3
1.231097917E-1,-3.343274444E-2,-1.972245723E-1,-1.489710994E-2
1.330927917E-1,-3.602032363E-2,-1.103041023E-1,-4.406098649E-2
1.430757917E-1,-4.143985733E-2,-1.522099599E-2,-5.655999854E-2
1.530597917E-1,-5.415916815E-2,3.828105703E-2,-4.973477498E-2
1.630427917E-1,-3.441928327E-2,7.376021892E-2,-1.217568200E-2
1.730257917E-1,-2.650256082E-2,2.596255019E-2,3.002279205E-3
1.830087917E-1,-4.079361632E-2,-8.653576672E-2,-6.944094319E-3
1.929927917E-1,-3.829232231E-2,-2.043097615E-1,-9.614418261E-3
2.029757917E-1,-5.193809420E-2,-3.127028048E-1,-2.155310288E-2
2.129587917E-1,-3.898485005E-2,-3.182950318E-1,-1.319835335E-2
2.229427917E-1,-4.259077087E-2,-3.100714684E-1,-1.671346091E-2
2.329257917E-1,-7.955912501E-2,-2.592678368E-1,-5.291531608E-2
2.429087917E-1,-1.263228953E-1,-1.745694876E-1,-1.077527329E-1
2.528927917E-1,-1.569003612E-1,-5.123647302E-2,-1.384154111E-1
2.628757917E-1,-1.368619353E-1,1.261867881E-1,-1.330054700E-1
2.728587917E-1,-1.007028967E-1,2.510232329E-1,-7.028623670E-2
2.828427917E-1,-6.647648662E-2,2.804751396E-1,5.315899849E-2
2.928257917E-1,-6.519717723E-2,3.792799413E-1,1.937069148E-1
3.028087917E-1,-9.004499763E-2,-2.654028311E-2,1.697025150E-1
3.127927917E-1,-1.020744368E-1,-3.118007183E-1,1.125813574E-1
3.227757917E-1,-8.748324960E-2,-4.913952351E-1,6.295228750E-2
3.327587917E-1,-1.267857198E-2,-6.952261925E-1,2.526153997E-2
3.427427917E-1,6.102414429E-2,-7.838801742E-1,-3.829826042E-2
3.527257917E-1,1.326524168E-1,-8.010603189E-1,-6.254360080E-2
3.627087917E-1,1.779216230E-1,-8.324523568E-1,-4.877185822E-2
3.726927917E-1,1.979056150E-1,-8.954913616E-1,-1.941812038E-2
3.826757917E-1,1.704654694E-1,-9.936515093E-1,7.147982717E-2
3.926587917E-1,3.055358678E-2,-9.479002953E-1,2.230716497E-1
4.026427917E-1,7.578152418E-2,-1.396737218E0,2.669136822E-1
4.126257917E-1,2.105596811E-1,-1.654031157E0,2.573489547E-1
4.226087917E-1,3.312690556E-1,-1.918557405E0,1.995328069E-1
4.325927917E-1,4.620805383E-1,-2.515653849E0,1.809043884E-1
4.425757917E-1,5.548467040E-1,-3.225528717E0,1.274097264E-1
4.525587917E-1,6.387482285E-1,-4.012583733E0,1.652922854E-2
4.625427917E-1,7.003133297E-1,-4.841419697E0,-1.283571124E-1
4.725257917E-1,7.173366547E-1,-5.701243877E0,-2.465824336E-1
4.825087917E-1,6.464062929E-1,-6.384846210E0,-3.123587966E-1
4.924927917E-1,4.434114099E-1,-6.788663387E0,-3.796938658E-1
5.024757917E-1,1.904513240E-1,-7.258835316E0,-5.408387780E-1
5.124587917E-1,-1.403103471E-1,-7.400154591E0,-6.693463326E-1
5.224427917E-1,-5.405864120E-1,-7.203727722E0,-7.506979108E-1
5.324257917E-1,-1.003634214E0,-6.817602634E0,-7.577212453E-1
5.424087917E-1,-1.482197642E0,-6.267706871E0,-7.254173756E-1
5.523927917E-1,-1.948912740E0,-5.657450199E0,-6.502344012E-1
5.623757917E-1,-2.386245251E0,-5.102459431E0,-5.634866953E-1
5.723587917E-1,-2.809501171E0,-4.635652542E0,-5.021989346E-1
5.823427917E-1,-3.215646029E0,-4.286938190E0,-4.447713196E-1
5.923257917E-1,-3.611966848E0,-4.039498329E0,-4.117731750E-1
6.023087917E-1,-3.990303516E0,-3.830727816E0,-4.022446573E-1
6.122927917E-1,-4.354339600E0,-3.666445017E0,-3.863087296E-1
6.222757917E-1,-4.677846432E0,-3.513001204E0,-4.046501815E-1
6.322587917E-1,-4.989355087E0,-3.293191910E0,-4.028578699E-1
6.422427917E-1,-5.227002144E0,-2.994256735E0,-3.662718832E-1
6.522257917E-1,-5.358029366E0,-2.596237659E0,-3.172059059E-1
6.622087917E-1,-5.398108006E0,-2.200394869E0,-2.834508717E-1
6.721927917E-1,-5.344001770E0,-1.961235881E0,-3.516753912E-1
6.821757917E-1,-5.177317619E0,-1.915222526E0,-5.875643492E-1
6.921587917E-1,-4.845514297E0,-2.022182465E0,-1.018177509E0
7.021427917E-1,-4.319256783E0,-2.161221266E0,-1.557631850E0
7.121257917E-1,-3.633261681E0,-2.241932392E0,-2.121820688E0
7.221087917E-1,-2.843585014E0,-2.217141390E0,-2.654226303E0
7.320927917E-1,-2.096110821E0,-2.096132755E0,-3.125468969E0
7.420757917E-1,-1.431691766E0,-1.869018674E0,-3.496242046E0
7.520587917E-1,-8.328078985E-1,-1.546078444E0,-3.738409519E0
7.620427917E-1,-2.774098814E-1,-1.161018133E0,-3.877832413E0
7.720257917E-1,2.468414158E-1,-7.290001512E-1,-3.926313877E0
7.820087917E-1,7.344353199E-1,-3.031093180E-1,-3.954376459E0
7.919927917E-1,1.213521957E0,1.293061376E-1,-3.992308617E0
8.019757917E-1,1.666342854E0,5.599414110E-1,-4.060133457E0
8.119587917E-1,2.113247156E0,9.344325662E-1,-4.169247627E0
8.219427917E-1,2.512150288E0,1.307724357E0,-4.330158710E0
8.319257917E-1,2.870309830E0,1.693643689E0,-4.505667210E0
8.419087917E-1,3.266042948E0,1.938068390E0,-4.644095421E0
8.518927917E-1,3.681194544E0,2.039803743E0,-4.782137394E0
8.618757917E-1,4.003618717E0,2.050325632E0,-4.953102112E0
8.718587917E-1,4.265670300E0,2.003810883E0,-5.168490887E0
8.818427917E-1,4.457808971E0,1.902413011E0,-5.389068604E0
8.918257917E-1,4.548954010E0,1.719551325E0,-5.630134583E0
9.018087917E-1,4.481750011E0,1.471882105E0,-5.881608009E0
9.117927917E-1,4.235576630E0,1.177600145E0,-6.138429165E0
9.217757917E-1,3.855275154E0,7.855527997E-1,-6.340816498E0
9.317587917E-1,3.424708366E0,3.288410306E-1,-6.488373280E0
9.417427917E-1,3.109026909E0,-2.558964491E-1,-6.457157612E0
9.517257917E-1,2.985771894E0,-1.025343657E0,-6.237167358E0
