"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.375266667E-2,3.292157829E-2,-1.740705867E-1,2.549619913E-1
2.373666667E-2,-1.193539506E-1,-5.606698111E-1,-4.939435422E-3
3.372066667E-2,-1.945000273E-1,-7.276001801E-1,-2.081281328E-1
4.370466667E-2,-3.156683689E-1,-6.966540836E-1,-2.327431566E-1
5.368866667E-2,-4.812667787E-1,-4.835747844E-1,-2.102018479E-1
6.367266667E-2,-4.563862914E-1,-5.333855700E-1,-1.946760285E-1
7.365666667E-2,-4.164509779E-1,-6.263598072E-1,-3.339651838E-1
8.364066667E-2,-3.477046788E-1,-3.439260618E-1,-4.836992204E-1
9.362466667E-2,-1.220816767E-1,1.373277799E-1,-5.665378940E-1
1.036076667E-1,1.258852905E-1,4.564495875E-1,-5.987206766E-1
1.135916667E-1,1.826950836E-1,5.555941356E-1,-6.252652815E-1
1.235756667E-1,1.060339934E-1,5.229231470E-1,-5.998006573E-1
1.335596667E-1,-1.403197271E-1,3.356438098E-1,-5.734279606E-1
1.435436667E-1,-3.148474199E-1,1.982172485E-1,-5.126701275E-1
1.535276667E-1,-3.793720293E-1,8.467407804E-2,-4.146187529E-1
1.635116667E-1,-4.681754476E-1,7.981960997E-3,-2.903680515E-1
1.734956667E-1,-4.329149830E-1,-1.433923658E-2,-1.823389882E-1
1.834786667E-1,-3.809706581E-1,-6.335257161E-2,-1.264796600E-1
1.934626667E-1,-3.044241732E-1,-9.539922372E-2,-7.708062798E-2
2.034466667E-1,-1.556189668E-1,-7.095369615E-2,-5.000977367E-2
2.134306667E-1,-4.143395483E-2,3.127909541E-2,-3.865594268E-3
2.234146667E-1,1.108936143E-1,1.171039420E-1,7.417193055E-3
2.333986667E-1,2.813680172E-1,1.750608858E-1,-3.251315027E-2
2.433826667E-1,3.583103585E-1,-9.193876840E-2,2.360491723E-2
2.533666667E-1,2.571675611E-1,5.501060486E-3,7.631668925E-2
2.633496667E-1,3.609994930E-1,2.060539792E-1,8.457325011E-2
2.733336667E-1,4.850429106E-1,2.543149238E-1,4.784718096E-2
2.833176667E-1,4.991996044E-1,2.595159490E-1,8.729746789E-2
2.933016667E-1,5.256255108E-1,2.439590663E-1,1.123668203E-1
3.032856667E-1,6.456349343E-1,5.941078082E-2,2.038783765E-1
3.132696667E-1,7.677961332E-1,1.959252130E-1,3.599683365E-1
3.232536667E-1,1.025591100E0,3.064237017E-1,3.873105016E-1
