"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.375266667E-2,1.355058998E-1,-1.711585075E-1,-2.049049921E-2
2.373666667E-2,1.261159778E-1,-2.276501954E-1,-1.653830148E-2
3.372066667E-2,1.205635443E-1,-1.871831864E-1,-2.965250611E-2
4.370466667E-2,1.464145184E-1,-1.197375804E-1,-3.191765025E-2
5.368866667E-2,1.898733079E-1,-1.090090349E-1,1.910618623E-3
6.367266667E-2,2.162428498E-1,-1.511190534E-1,5.901114270E-2
7.365666667E-2,2.342090756E-1,-2.071061581E-1,9.100823104E-2
8.364066667E-2,2.309748083E-1,-2.271573097E-1,6.788708270E-2
9.362466667E-2,2.078436613E-1,-2.557780445E-1,2.643658035E-2
1.036076667E-1,1.609088480E-1,-2.833251655E-1,-1.323571522E-2
1.135916667E-1,1.046418399E-1,-2.972343266E-1,-3.486111760E-2
1.235756667E-1,3.858755901E-2,-2.655971348E-1,-2.319686115E-2
1.335596667E-1,-3.451115265E-2,-2.071665972E-1,1.019145548E-2
1.435436667E-1,-1.022625044E-1,-1.442515403E-1,3.694237769E-2
1.535276667E-1,-1.518087536E-1,-9.984119982E-2,6.438198686E-2
1.635116667E-1,-1.788011342E-1,-1.037246436E-1,8.563850075E-2
1.734956667E-1,-1.870015413E-1,-1.410453916E-1,1.010976136E-1
1.834786667E-1,-1.835189313E-1,-1.767402589E-1,1.019005552E-1
1.934626667E-1,-1.734886616E-1,-2.067567557E-1,9.816254675E-2
2.034466667E-1,-1.739498675E-1,-2.143932879E-1,9.242975712E-2
2.134306667E-1,-1.700595170E-1,-2.028522044E-1,6.852762401E-2
2.234146667E-1,-1.389866471E-1,-1.538721919E-1,-2.004432492E-3
2.333986667E-1,-1.525115073E-1,-1.501749307E-1,-1.722786017E-2
2.433826667E-1,-1.824370474E-1,-2.215134203E-1,2.810210548E-2
2.533666667E-1,-1.799824089E-1,-1.913344860E-1,4.767287895E-2
2.633496667E-1,-1.659194976E-1,-7.699488848E-2,3.903300315E-2
2.733336667E-1,-1.696452647E-1,-6.092751399E-3,2.030192502E-2
2.833176667E-1,-1.688371450E-1,8.492067456E-3,-3.853483871E-2
2.933016667E-1,-1.744446903E-1,-6.195866317E-2,-6.166172773E-2
3.032856667E-1,-1.693569869E-1,-2.169075012E-1,-5.875808746E-2
3.132696667E-1,-1.353763938E-1,-2.814553380E-1,-9.638216347E-2
