"Time (s)","X (µT)","Y (µT)","Z (µT)"
1.375266667E-2,-8.277661133E1,-1.473571777E1,6.859158325E1
2.373666667E-2,-8.271073914E1,-1.472979736E1,6.817700195E1
3.372066667E-2,-8.250988770E1,-1.468435669E1,6.781808472E1
4.370466667E-2,-8.211557007E1,-1.452786255E1,6.708303833E1
5.368866667E-2,-8.166558838E1,-1.451373291E1,6.648641968E1
6.367266667E-2,-8.159748840E1,-1.456326294E1,6.582644653E1
7.365666667E-2,-8.150744629E1,-1.422241211E1,6.533029175E1
8.364066667E-2,-8.150167847E1,-1.438537598E1,6.473477173E1
9.362466667E-2,-8.139154053E1,-1.430508423E1,6.425994873E1
1.036076667E-1,-8.143113708E1,-1.410333252E1,6.381845093E1
1.135916667E-1,-8.137115479E1,-1.424481201E1,6.351602173E1
1.235756667E-1,-8.168098450E1,-1.409320068E1,6.358975220E1
1.335596667E-1,-8.192495728E1,-1.402468872E1,6.354577637E1
1.435436667E-1,-8.229724121E1,-1.400723267E1,6.337075806E1
1.535276667E-1,-8.287261963E1,-1.381427002E1,6.314724731E1
1.635116667E-1,-8.363340759E1,-1.379409790E1,6.309689331E1
1.734956667E-1,-8.408227539E1,-1.373858643E1,6.284326172E1
1.834786667E-1,-8.497793579E1,-1.368719482E1,6.268322754E1
1.934626667E-1,-8.558064270E1,-1.372326660E1,6.230569458E1
2.034466667E-1,-8.658087158E1,-1.353341675E1,6.226892090E1
2.134306667E-1,-8.744802856E1,-1.336660767E1,6.197128296E1
2.234146667E-1,-8.804809570E1,-1.342318726E1,6.168750000E1
2.333986667E-1,-8.804809570E1,-1.342318726E1,6.168750000E1
2.433826667E-1,-8.879986572E1,-1.340267944E1,6.145373535E1
2.533666667E-1,-8.943725586E1,-1.337188721E1,6.137307739E1
2.633496667E-1,-9.009255981E1,-1.337127686E1,6.116421509E1
2.733336667E-1,-9.070755005E1,-1.334225464E1,6.115734863E1
