"Time (s)","X (hPa)"
-5.533136667E-1,1.008113022E3
4.773583333E-1,1.008110962E3
1.508119333E0,1.008112488E3
2.538798333E0,1.008112488E3
3.569487333E0,1.008112793E3
3.764644333E0,1.008112793E3
4.828617333E0,1.008114243E3
5.892684333E0,1.008114624E3
6.956657333E0,1.008116989E3
8.020593333E0,1.008120499E3
9.084570333E0,1.008123856E3
1.014856533E1,1.008127441E3
1.121255233E1,1.008128128E3
1.227655333E1,1.008128128E3
1.334050533E1,1.008124161E3
1.440445933E1,1.008120956E3
1.546840733E1,1.008117981E3
1.653243033E1,1.008117523E3
1.759645433E1,1.008115311E3
1.866048933E1,1.008115311E3
1.972453133E1,1.008119278E3
2.078845133E1,1.008119278E3
2.185235433E1,1.008118439E3
2.291626633E1,1.008117371E3
2.398022033E1,1.008117371E3
2.504418133E1,1.008112259E3
2.610818233E1,1.008111725E3
2.717220733E1,1.008110809E3
2.823623033E1,1.008107681E3
2.930027133E1,1.008106995E3
3.036431533E1,1.008105621E3
3.142839633E1,1.008105621E3
3.249241533E1,1.008108902E3
3.355638533E1,1.008110046E3
3.462035433E1,1.008116379E3
3.568434633E1,1.008122787E3
3.674833633E1,1.008124542E3
3.781237233E1,1.008127060E3
3.887643033E1,1.008128891E3
3.994041633E1,1.008128891E3
4.100441133E1,1.008127899E3
4.206842333E1,1.008125992E3
4.313253033E1,1.008125305E3
4.419661833E1,1.008124161E3
4.526070833E1,1.008120804E3
4.632481733E1,1.008119049E3
4.738893233E1,1.008117371E3
4.845297433E1,1.008112259E3
4.951703333E1,1.008112259E3
5.058108433E1,1.008113556E3
5.164517333E1,1.008115463E3
5.270923533E1,1.008122482E3
5.377325533E1,1.008128281E3
5.483732033E1,1.008128357E3
5.590139933E1,1.008128357E3
5.696547333E1,1.008125153E3
