"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.912750005E-3,-4.332649389E-1,-1.425276357E-1,-1.347615100E-1
1.189575000E-2,-5.257483023E-1,-1.574456370E-1,-1.159340604E-1
2.187875001E-2,-4.678567743E-1,-1.538156855E-1,-1.116079979E-1
3.186175000E-2,-3.328638607E-1,-1.110164058E-1,-8.551845253E-2
4.184475001E-2,-1.971473542E-1,-5.484863698E-2,-3.128099576E-2
5.182775000E-2,6.370278329E-2,7.375034630E-2,-3.861618161E-2
6.181075000E-2,3.804870933E-1,1.524901217E-1,-2.267550230E-3
7.179375000E-2,5.738650399E-1,1.493074822E-1,8.292448148E-2
8.177675000E-2,6.526013070E-1,1.827243197E-1,8.030843720E-2
9.175975000E-2,5.848844102E-1,1.618298793E-1,1.775985774E-1
1.017427500E-1,4.345551270E-1,2.253516912E-3,2.566084941E-1
1.117257500E-1,2.311094445E-1,-4.018382013E-2,2.447023205E-1
1.217087500E-1,8.187622190E-2,1.891574264E-3,1.413051291E-1
1.316907500E-1,9.588790476E-2,4.715019286E-2,2.899619624E-2
1.416737500E-1,1.058796269E-1,9.663868725E-2,-6.436688080E-3
1.516567500E-1,3.280784994E-2,5.987373412E-2,1.563881680E-2
1.616397500E-1,-2.078012735E-2,-1.433094084E-2,3.300161205E-2
1.716227500E-1,9.479798377E-2,-7.675698459E-2,1.384027905E-1
1.816057500E-1,1.110365787E-1,-1.414827383E-1,2.278040135E-1
1.915887500E-1,2.233460963E-2,-1.533976096E-1,2.311509597E-1
2.015717500E-1,-5.041498572E-2,-1.602207255E-1,1.025209862E-1
2.115547500E-1,-1.200705269E-1,-1.393169296E-1,-4.268299319E-2
2.215377500E-1,-6.119725138E-2,-8.426364005E-2,-9.159436740E-2
2.315207500E-1,1.764759851E-1,1.975832641E-1,-1.474387852E-1
2.415037500E-1,3.656147003E-1,1.924108171E-1,-3.724483413E-1
