"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.329279166E-2,-2.207718596E-1,-1.600733757E-2,-1.639427707E-1
2.327579166E-2,4.961245537E-2,-5.891479075E-2,8.310939968E-3
3.325979166E-2,4.491518238E-1,-1.201953650E-2,1.520925111E-1
4.324279166E-2,4.288271946E-1,-2.189782262E-3,2.474901268E-1
5.322579166E-2,1.262612665E-1,-7.505602956E-2,1.582285792E-1
6.320979166E-2,-1.332182837E-1,-5.811723053E-2,-6.213572949E-2
7.319279166E-2,-2.524035421E-1,7.544662356E-3,-2.858519545E-1
8.317579166E-2,-1.749700347E-1,-7.312527895E-2,-4.341139546E-1
9.315979166E-2,-1.413137537E-1,4.736244678E-4,-4.103152022E-1
1.031427917E-1,-2.416940743E-1,2.485376555E-1,-2.801906803E-1
1.131257917E-1,4.568341881E-2,-7.586060643E-2,-3.488293907E-1
1.231097917E-1,2.360652521E-1,1.565767407E-2,-1.576260236E-1
1.330927917E-1,3.821260679E-1,9.052074552E-3,4.525920331E-2
1.430757917E-1,3.706035447E-1,-5.566139996E-2,1.295415545E-1
1.530597917E-1,1.656378785E-1,-1.665871739E-1,1.170153567E-1
1.630427917E-1,-1.573149517E-1,-7.407837510E-3,1.392178193E-1
1.730257917E-1,-1.941719985E-1,3.695557237E-2,3.767887294E-2
1.830087917E-1,-9.761575699E-2,-3.137908280E-2,-1.206435540E-1
1.929927917E-1,-1.307282469E-1,4.260749102E-2,-1.349215776E-1
2.029757917E-1,-4.527440608E-2,-1.425580412E-1,-1.180263403E-1
2.129587917E-1,-5.726353705E-2,-4.720106363E-2,-1.070253888E-1
2.229427917E-1,1.886165589E-2,1.860642493E-2,-1.362930420E-1
2.329257917E-1,3.343394056E-1,8.542255819E-2,-2.378337425E-1
2.429087917E-1,6.563341695E-1,3.900969923E-2,-1.444116086E-1
2.528927917E-1,7.515528604E-1,-4.040776849E-2,1.385597152E-1
2.628757917E-1,4.012452936E-1,-3.741925657E-2,3.469199824E-1
2.728587917E-1,-1.237414089E-1,-1.212010860E-2,3.621777070E-1
2.828427917E-1,-6.065644240E-1,-4.362549126E-2,2.361789805E-1
2.928257917E-1,-1.666735373E0,-3.153812706E-1,-2.589147091E-2
3.028087917E-1,2.613991910E-1,1.612112439E-1,-4.777414924E-1
3.127927917E-1,-2.566132450E-1,3.460809070E-1,-1.515764943E-1
3.227757917E-1,-8.731413245E-2,-1.893585706E-1,-3.879718217E-1
3.327587917E-1,6.421119869E-3,-9.496462941E-3,6.511225462E-2
3.427427917E-1,2.216314003E-1,-1.162923485E-1,2.112628251E-1
3.527257917E-1,1.108363116E-1,-1.486192650E-1,3.122834158E-1
3.627087917E-1,-1.068645903E-1,-1.150135624E-1,2.381372130E-1
3.726927917E-1,-3.068273789E-1,3.733681083E-2,-5.402330250E-2
3.826757917E-1,-6.871165439E-1,2.016377234E-1,-5.022647148E-1
3.926587917E-1,-1.582057750E0,-3.960605675E-1,-1.395909886E0
4.026427917E-1,2.464706647E-1,1.150782326E0,-7.757617950E-1
4.126257917E-1,3.269967645E-2,1.533303666E0,-2.662517953E-1
4.226087917E-1,5.613522908E-1,8.220834374E-1,-1.182561359E0
4.325927917E-1,8.728448707E-1,1.411236023E0,-1.208651343E0
4.425757917E-1,1.217214298E0,1.675137237E0,-1.939601246E0
4.525587917E-1,1.726474329E0,2.100994046E0,-2.674770793E0
4.625427917E-1,2.266243962E0,2.569545470E0,-3.338064027E0
4.725257917E-1,2.753176985E0,2.959921374E0,-4.162349233E0
4.825087917E-1,2.700536549E0,3.486795266E0,-4.870196788E0
4.924927917E-1,2.644295982E0,3.789915510E0,-5.778594484E0
5.024757917E-1,4.450395940E0,4.732694249E0,-6.217209333E0
5.124587917E-1,4.662789909E0,4.644370887E0,-6.490144495E0
5.224427917E-1,5.047415954E0,4.496582512E0,-7.058346507E0
5.324257917E-1,5.414886560E0,4.131601065E0,-7.387741215E0
5.424087917E-1,5.468179253E0,3.728538457E0,-7.360107858E0
5.523927917E-1,5.303604106E0,3.347247371E0,-7.319957367E0
5.623757917E-1,4.959463305E0,2.794028850E0,-7.216870955E0
5.723587917E-1,4.753882512E0,1.990030850E0,-6.976932800E0
5.823427917E-1,4.571812788E0,8.346350706E-1,-6.613254697E0
5.923257917E-1,4.452625191E0,-4.114019072E-1,-5.948666598E0
6.023087917E-1,4.323402017E0,-1.593210729E0,-5.099781278E0
6.122927917E-1,4.068439149E0,-2.846633910E0,-4.196200519E0
6.222757917E-1,4.106484935E0,-3.788788751E0,-3.157800508E0
6.322587917E-1,4.118056282E0,-4.832505051E0,-2.282387394E0
6.422427917E-1,4.236047539E0,-5.941476862E0,-1.301780239E0
6.522257917E-1,4.315722577E0,-7.035282165E0,-1.150316888E-1
6.622087917E-1,4.400458964E0,-7.951651955E0,1.019645505E0
6.721927917E-1,4.914146215E0,-8.521604038E0,2.259989195E0
6.821757917E-1,5.939284741E0,-8.880461696E0,3.686379155E0
6.921587917E-1,7.399571886E0,-9.058280202E0,5.331200625E0
7.021427917E-1,8.506566753E0,-8.965138149E0,7.178364117E0
7.121257917E-1,9.035177853E0,-8.780438640E0,8.909988381E0
7.221087917E-1,9.116821940E0,-8.601440751E0,1.019772419E1
7.320927917E-1,8.820332438E0,-8.593668047E0,1.054833961E1
7.420757917E-1,8.225416253E0,-8.744078314E0,1.048821153E1
7.520587917E-1,7.312843645E0,-9.043962709E0,1.044110402E1
7.620427917E-1,6.393386525E0,-9.446207292E0,1.007169097E1
7.720257917E-1,5.468690300E0,-9.674818806E0,9.601329830E0
7.820087917E-1,4.994937193E0,-9.689233362E0,9.175213405E0
7.919927917E-1,4.888962549E0,-9.556956480E0,8.800664159E0
8.019757917E-1,4.646801867E0,-9.516194370E0,8.343730568E0
8.119587917E-1,4.673619245E0,-9.539858637E0,7.720727867E0
8.219427917E-1,4.748186739E0,-9.679230530E0,6.958742112E0
8.319257917E-1,4.542237279E0,-1.003748008E1,6.073788242E0
8.419087917E-1,4.010447049E0,-1.041884133E1,5.358405381E0
8.518927917E-1,3.584854826E0,-1.066905421E1,4.552236895E0
8.618757917E-1,3.363817211E0,-1.102540926E1,3.222223083E0
8.718587917E-1,3.086901848E0,-1.079625454E1,1.841369339E0
8.818427917E-1,2.635723672E0,-1.058534547E1,5.874590854E-1
8.918257917E-1,2.352444200E0,-1.039157109E1,-1.108551469E0
9.018087917E-1,1.892421817E0,-1.000539757E1,-3.456020200E0
9.117927917E-1,9.648528555E-1,-9.214618961E0,-6.039332939E0
9.217757917E-1,-4.668580699E-1,-8.273075153E0,-8.280401130E0
9.317587917E-1,-2.435165929E0,-7.312409781E0,-9.836689031E0
9.417427917E-1,-5.294714000E0,-6.569321058E0,-1.002989156E1
9.517257917E-1,-8.421791482E0,-5.941319572E0,-8.946974359E0
9.617087917E-1,-1.148111318E1,-5.140318855E0,-7.393636962E0
9.716927917E-1,-1.547892235E1,-4.536502038E0,-6.047744744E0
9.816757917E-1,-1.891248457E1,-3.984183987E0,-6.005275247E0
9.916603750E-1,-2.095799497E1,-3.409818426E0,-6.607491682E0
1.001644375E0,-2.080196787E1,-3.249880121E0,-8.195700703E0
1.011627375E0,-2.054277249E1,-2.745449013E0,-8.960446343E0
1.021610375E0,-2.037970768E1,-2.864398921E0,-9.280404814E0
