"Time (s)","X (hPa)"
-5.430777500E-1,1.008674088E3
4.881412500E-1,1.008667526E3
1.519350250E0,1.008660965E3
2.550569250E0,1.008653564E3
3.581792250E0,1.008652420E3
3.776227250E0,1.008652420E3
4.840721250E0,1.008647385E3
5.905233250E0,1.008647385E3
6.969754250E0,1.008648071E3
8.034246250E0,1.008648071E3
9.098753250E0,1.008644714E3
1.016316025E1,1.008644714E3
1.122761425E1,1.008645172E3
1.229207025E1,1.008646240E3
1.335648925E1,1.008649826E3
1.442100625E1,1.008654556E3
1.548548525E1,1.008659821E3
1.654996325E1,1.008663254E3
1.761442525E1,1.008663254E3
1.867895625E1,1.008661728E3
1.974347225E1,1.008657150E3
2.080796225E1,1.008648453E3
2.187249225E1,1.008638382E3
2.293699525E1,1.008627701E3
2.400145025E1,1.008620071E3
2.506590925E1,1.008616257E3
2.613046225E1,1.008616257E3
2.719495225E1,1.008616104E3
2.825945825E1,1.008616104E3
2.932397925E1,1.008615265E3
3.038848625E1,1.008613510E3
3.145295225E1,1.008611298E3
3.251746525E1,1.008611298E3
3.358197925E1,1.008611908E3
3.464651125E1,1.008614578E3
3.571101825E1,1.008616257E3
3.677557925E1,1.008620453E3
3.784008725E1,1.008621597E3
3.890456625E1,1.008623505E3
3.996908625E1,1.008630600E3
4.103360525E1,1.008638153E3
4.209814325E1,1.008641739E3
4.316267425E1,1.008648148E3
4.422718625E1,1.008655396E3
4.529164925E1,1.008656693E3
4.635610425E1,1.008657990E3
4.742055925E1,1.008657990E3
4.848507425E1,1.008653412E3
4.954958425E1,1.008651047E3
5.061407425E1,1.008647842E3
5.167861325E1,1.008647232E3
5.274312225E1,1.008647232E3
5.380765525E1,1.008648987E3
5.487221725E1,1.008648987E3
5.593672225E1,1.008648682E3
5.700130525E1,1.008643875E3
