"Time (s)","X (µT)","Y (µT)","Z (µT)"
1.329279166E-2,-1.212863159E1,-4.054919434E1,8.844665527E0
2.327579166E-2,-1.203598022E1,-4.056726074E1,8.843658447E0
3.325979166E-2,-1.212187195E1,-4.057867432E1,8.921447754E0
4.324279166E-2,-1.204995728E1,-4.058938599E1,8.969970703E0
5.322579166E-2,-1.215118408E1,-4.056832886E1,8.959747314E0
6.320979166E-2,-1.207485199E1,-4.063864136E1,9.030639648E0
7.319279166E-2,-1.215009308E1,-4.059027100E1,8.975067139E0
8.317579166E-2,-1.205450439E1,-4.058007812E1,9.088287354E0
9.315979166E-2,-1.194830322E1,-4.033212280E1,8.960968018E0
1.031427917E-1,-1.182601929E1,-4.045452881E1,9.090179443E0
1.131257917E-1,-1.182850647E1,-4.040594482E1,9.106872559E0
1.231097917E-1,-1.182837677E1,-4.041781616E1,9.236480713E0
1.330927917E-1,-1.177436829E1,-4.042083740E1,9.294647217E0
1.430757917E-1,-1.170570374E1,-4.057513428E1,9.288024902E0
1.530597917E-1,-1.183425140E1,-4.060119629E1,9.112823486E0
1.630427917E-1,-1.179575348E1,-4.058993530E1,9.224609375E0
1.730257917E-1,-1.185698700E1,-4.053549194E1,9.277130127E0
1.830087917E-1,-1.185698700E1,-4.053549194E1,9.277130127E0
1.929927917E-1,-1.181806946E1,-4.046612549E1,8.977020264E0
2.029757917E-1,-1.175177765E1,-4.049298096E1,9.094818115E0
2.129587917E-1,-1.159848785E1,-4.062200928E1,9.102539062E0
2.229427917E-1,-1.146839905E1,-4.063296509E1,9.236267090E0
2.329257917E-1,-1.155710602E1,-4.056933594E1,9.234100342E0
2.429087917E-1,-1.164138031E1,-4.044445801E1,9.177490234E0
2.528927917E-1,-1.147992706E1,-4.055661011E1,9.176757812E0
2.628757917E-1,-1.144316864E1,-4.053637695E1,9.243804932E0
2.728587917E-1,-1.149844360E1,-4.048217773E1,9.179107666E0
2.828427917E-1,-1.142845154E1,-4.056500244E1,9.264373779E0
2.928257917E-1,-1.135788727E1,-4.074786377E1,9.139801025E0
3.028087917E-1,-1.157450867E1,-4.071798706E1,8.935424805E0
3.127927917E-1,-1.174089050E1,-4.059951782E1,8.862884521E0
3.227757917E-1,-1.163162231E1,-4.066040039E1,8.506805420E0
3.327587917E-1,-1.157077789E1,-4.070681763E1,8.734558105E0
3.427427917E-1,-1.152455139E1,-4.066207886E1,8.844970703E0
3.527257917E-1,-1.144430542E1,-4.060803223E1,8.912078857E0
3.627087917E-1,-1.125945282E1,-4.068701172E1,9.121063232E0
3.726927917E-1,-1.114517975E1,-4.057052612E1,9.499633789E0
3.826757917E-1,-1.116316223E1,-4.057556152E1,9.699127197E0
3.926587917E-1,-1.114557648E1,-4.038012695E1,9.931152344E0
4.026427917E-1,-1.113273621E1,-4.050912476E1,1.008883667E1
4.126257917E-1,-1.090795135E1,-4.041290283E1,1.047961426E1
4.226087917E-1,-1.078182220E1,-4.034719849E1,1.072735596E1
4.325927917E-1,-1.069740295E1,-4.017572021E1,1.113073730E1
4.425757917E-1,-1.032075500E1,-3.998138428E1,1.173425293E1
4.525587917E-1,-9.860954285E0,-3.997750854E1,1.258786011E1
4.625427917E-1,-9.048088074E0,-3.986599731E1,1.330438232E1
4.725257917E-1,-9.048088074E0,-3.986599731E1,1.330438232E1
4.825087917E-1,-8.033943176E0,-3.967279053E1,1.391333008E1
4.924927917E-1,-6.904678345E0,-3.927456665E1,1.453991699E1
5.024757917E-1,-5.450828552E0,-3.906143188E1,1.496417236E1
5.124587917E-1,-3.997283936E0,-3.888354492E1,1.537515259E1
5.224427917E-1,-2.362045288E0,-3.872549438E1,1.568316650E1
5.324257917E-1,-7.889633179E-1,-3.850897217E1,1.538787842E1
5.424087917E-1,7.072219849E-1,-3.866201782E1,1.481768799E1
5.523927917E-1,1.951805115E0,-3.862716675E1,1.396429443E1
5.623757917E-1,2.943885803E0,-3.865481567E1,1.276638794E1
5.723587917E-1,3.665176392E0,-3.881823730E1,1.137997437E1
5.823427917E-1,4.205310822E0,-3.905984497E1,9.679595947E0
5.923257917E-1,4.581920624E0,-3.933810425E1,7.997894287E0
6.023087917E-1,4.843700409E0,-3.969796753E1,5.971771240E0
6.122927917E-1,4.842784882E0,-4.009558105E1,4.016296387E0
6.222757917E-1,4.895950317E0,-4.044134521E1,2.041107178E0
6.322587917E-1,4.863815308E0,-4.057470703E1,-3.284606934E-1
6.422427917E-1,4.813373566E0,-4.068865967E1,-2.588165283E0
6.522257917E-1,4.586917877E0,-4.065277100E1,-4.993560791E0
6.622087917E-1,4.378112793E0,-4.055938721E1,-7.311126709E0
6.721927917E-1,4.199405670E0,-4.035247803E1,-9.707336426E0
6.821757917E-1,4.023372650E0,-4.007382202E1,-1.191479492E1
6.921587917E-1,4.029804230E0,-3.962622070E1,-1.384982300E1
7.021427917E-1,4.048511505E0,-3.923419189E1,-1.568603516E1
7.121257917E-1,4.285671234E0,-3.868496704E1,-1.722415161E1
7.221087917E-1,4.701572418E0,-3.830227661E1,-1.864205933E1
7.320927917E-1,5.251255035E0,-3.784060669E1,-1.997045898E1
7.420757917E-1,5.968093872E0,-3.751303101E1,-2.070071411E1
7.520587917E-1,5.968093872E0,-3.751303101E1,-2.070071411E1
7.620427917E-1,6.643344879E0,-3.732015991E1,-2.098715210E1
7.720257917E-1,7.570228577E0,-3.706903076E1,-2.133877563E1
7.820087917E-1,8.742938995E0,-3.681640625E1,-2.154388428E1
7.919927917E-1,9.977588654E0,-3.670574951E1,-2.147772217E1
8.019757917E-1,1.137333679E1,-3.660354614E1,-2.100460815E1
8.119587917E-1,1.286666489E1,-3.644128418E1,-2.032095337E1
8.219427917E-1,1.429510117E1,-3.645666504E1,-1.954086304E1
8.319257917E-1,1.590631485E1,-3.627453613E1,-1.841354370E1
8.419087917E-1,1.766389465E1,-3.618176270E1,-1.732501221E1
8.518927917E-1,1.937055588E1,-3.584313965E1,-1.582281494E1
8.618757917E-1,2.114078140E1,-3.538391113E1,-1.398797607E1
8.718587917E-1,2.304412460E1,-3.485467529E1,-1.204980469E1
8.818427917E-1,2.491665649E1,-3.417883301E1,-1.014999390E1
8.918257917E-1,2.656090927E1,-3.322668457E1,-8.020599365E0
9.018087917E-1,2.833206558E1,-3.207348633E1,-6.266510010E0
9.117927917E-1,2.980501175E1,-3.047973633E1,-4.470397949E0
9.217757917E-1,3.130565262E1,-2.893188477E1,-2.811218262E0
9.317587917E-1,3.280868530E1,-2.709988403E1,-1.412994385E0
9.417427917E-1,3.420020294E1,-2.499224854E1,-6.304626465E-1
9.517257917E-1,3.542107391E1,-2.287173462E1,-7.067871094E-2
9.617087917E-1,3.677221680E1,-2.088839722E1,3.412170410E-1
9.716927917E-1,3.763930511E1,-1.895986938E1,-2.069091797E-2
9.816757917E-1,3.861019135E1,-1.733340454E1,-5.643615723E-1
9.916603750E-1,3.896258545E1,-1.580303955E1,-1.284149170E0
1.001644375E0,3.941195297E1,-1.486401367E1,-2.106109619E0
