"Time (s)","X (µT)","Y (µT)","Z (µT)"
9.675833331E-3,3.476333618E0,-3.188214111E1,1.106210327E1
1.965983333E-2,3.371185303E0,-3.188113403E1,1.092428589E1
2.964283333E-2,3.392425537E0,-3.188256836E1,1.096804810E1
3.962583333E-2,3.505409241E0,-3.187234497E1,1.112747192E1
4.960883333E-2,3.590080261E0,-3.183096313E1,1.088302612E1
5.959283333E-2,3.565597534E0,-3.177813721E1,1.083343506E1
6.957583333E-2,3.479843140E0,-3.187994385E1,1.107815552E1
7.955883333E-2,3.568946838E0,-3.185302734E1,1.106011963E1
8.954183333E-2,3.578140259E0,-3.193008423E1,1.097845459E1
9.952583333E-2,3.543746948E0,-3.174475098E1,1.085089111E1
1.095088333E-1,3.688735962E0,-3.186373901E1,1.089123535E1
1.194918333E-1,3.465240479E0,-3.174862671E1,1.099029541E1
1.294748333E-1,3.479042053E0,-3.173602295E1,1.099111938E1
1.394588333E-1,3.422096252E0,-3.159695435E1,1.120266724E1
1.494418333E-1,3.453781128E0,-3.172467041E1,1.112738037E1
1.594248333E-1,3.496536255E0,-3.156756592E1,1.131405640E1
1.694078333E-1,3.447929382E0,-3.160726929E1,1.114520264E1
1.793918333E-1,3.387504578E0,-3.163824463E1,1.116403198E1
1.893748333E-1,3.361068726E0,-3.180361938E1,1.119982910E1
1.993578333E-1,3.351387024E0,-3.174139404E1,1.140802002E1
2.093418333E-1,3.323570251E0,-3.172323608E1,1.135110474E1
2.193248333E-1,3.364639282E0,-3.167794800E1,1.116564941E1
2.293078333E-1,3.266189575E0,-3.163174438E1,1.122259521E1
2.392908333E-1,3.386856079E0,-3.158444214E1,1.126211548E1
2.492748333E-1,3.386856079E0,-3.158444214E1,1.126211548E1
2.592578333E-1,3.346168518E0,-3.164312744E1,1.119250488E1
2.692408333E-1,3.374893188E0,-3.151153564E1,1.118572998E1
2.792238333E-1,3.341445923E0,-3.163461304E1,1.138137817E1
2.892078333E-1,3.346290588E0,-3.158377075E1,1.132995605E1
2.991908333E-1,3.351417542E0,-3.167889404E1,1.135711670E1
3.091738333E-1,3.311492920E0,-3.160095215E1,1.127972412E1
3.191568333E-1,3.497901917E0,-3.151602173E1,1.131820679E1
3.291408333E-1,3.599609375E0,-3.150485229E1,1.115600586E1
3.391238333E-1,3.727676392E0,-3.150158691E1,1.101620483E1
3.491068333E-1,3.950622559E0,-3.160702515E1,1.109417725E1
3.590898333E-1,4.110343933E0,-3.177828979E1,1.114086914E1
3.690738333E-1,4.336311340E0,-3.169448853E1,1.093902588E1
3.790568333E-1,4.781143188E0,-3.168118286E1,1.077554321E1
