"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
-3.071666652E-4,1.543590088E0,8.768615570E0,3.869154053E0
9.675833331E-3,1.605710907E0,8.678353271E0,3.878584442E0
1.965983333E-2,1.669627991E0,8.928632812E0,3.839515686E0
2.964283333E-2,1.550475769E0,8.730295258E0,3.833827515E0
3.962583333E-2,1.690434723E0,8.785231018E0,3.887116699E0
4.960883333E-2,1.634002075E0,8.857530670E0,3.792812805E0
5.959283333E-2,1.641486511E0,8.828640747E0,3.779191132E0
6.957583333E-2,1.591789856E0,8.858877869E0,3.769461365E0
7.955883333E-2,1.530567169E0,8.910221100E0,3.789519653E0
8.954183333E-2,1.526226196E0,8.825946350E0,3.843557281E0
9.952583333E-2,1.637145538E0,8.721014557E0,3.802392883E0
1.095088333E-1,1.729204102E0,8.705746307E0,3.860921173E0
1.194918333E-1,1.925146637E0,9.116492157E0,3.831133118E0
1.294748333E-1,1.705104218E0,9.085207214E0,3.868854675E0
1.394588333E-1,1.782044220E0,8.884624329E0,3.803590393E0
1.494418333E-1,1.679657135E0,8.871601410E0,3.804039459E0
1.594248333E-1,1.547931061E0,8.753497009E0,3.910019073E0
1.694078333E-1,1.670376434E0,8.754544830E0,3.863016815E0
1.793918333E-1,1.764231262E0,9.135203247E0,3.895050201E0
1.893748333E-1,1.673070831E0,9.020691376E0,3.916455688E0
1.993578333E-1,1.665736084E0,8.740174713E0,3.857777710E0
2.093418333E-1,1.620530090E0,8.712182922E0,3.816463623E0
2.193248333E-1,1.669927368E0,8.757089539E0,3.798351288E0
2.293078333E-1,1.723366241E0,9.032816162E0,3.775149536E0
2.392908333E-1,1.600771179E0,8.886570282E0,3.671564941E0
2.492748333E-1,1.646725616E0,8.789422302E0,3.665128326E0
2.592578333E-1,1.711690521E0,9.048832855E0,3.740571442E0
2.692408333E-1,1.787133636E0,9.143436127E0,3.679648132E0
2.792238333E-1,1.922302551E0,9.173523560E0,3.756588135E0
2.892078333E-1,2.072140961E0,9.237440643E0,3.863914948E0
2.991908333E-1,2.133064270E0,9.292526093E0,3.795207825E0
3.091738333E-1,2.321971436E0,9.289831696E0,3.061733093E0
3.191568333E-1,2.508333893E0,9.374405823E0,1.576970673E0
3.291408333E-1,2.395318909E0,9.284742279E0,1.883233795E0
3.391238333E-1,3.229833527E0,9.542655945E0,2.107467499E0
3.491068333E-1,3.448977814E0,9.650880890E0,2.887645111E0
3.590898333E-1,3.812422028E0,9.958640900E0,2.552042999E0
3.690738333E-1,3.570824432E0,9.807904358E0,2.388433228E0
3.790568333E-1,3.339555359E0,9.594298553E0,2.333946533E0
3.890398333E-1,3.019820251E0,9.709259491E0,2.198328552E0
3.990228333E-1,2.719245300E0,9.710606689E0,2.053280182E0
4.090068333E-1,2.736459503E0,9.556277618E0,1.971550140E0
4.189898333E-1,2.689606934E0,9.339079285E0,2.190544739E0
4.289728333E-1,2.350262604E0,9.089248810E0,2.544558563E0
4.389558333E-1,1.994153137E0,8.787775726E0,2.803370361E0
4.489398333E-1,2.073338470E0,8.520431671E0,3.163371735E0
4.589228333E-1,1.960323486E0,8.333620148E0,3.532055054E0
4.689058333E-1,1.682650909E0,8.139324188E0,3.797303467E0
4.788898333E-1,1.551224213E0,8.043673096E0,4.015998688E0
4.888728333E-1,1.384620667E0,8.012687531E0,4.119732971E0
4.988558333E-1,1.220412140E0,7.987090759E0,4.211791534E0
5.088388333E-1,1.104253693E0,7.869285736E0,4.371060333E0
5.188228333E-1,1.181343384E0,7.757468262E0,4.924010468E0
5.288058333E-1,1.631307678E0,7.517217865E0,5.727988586E0
5.387888333E-1,1.971999207E0,7.355104980E0,6.439608765E0
5.487718333E-1,1.869312744E0,7.284002838E0,6.763535156E0
5.587558333E-1,1.752405853E0,7.255561981E0,6.841373291E0
5.687388333E-1,1.594184875E0,7.204967194E0,6.684200134E0
5.787218333E-1,1.496887207E0,7.248376923E0,6.349645844E0
