"Time (s)","X (hPa)"
-5.449847917E-1,1.007310791E3
4.859642083E-1,1.007312775E3
1.516934208E0,1.007314911E3
2.547842208E0,1.007314911E3
3.578762208E0,1.007308655E3
3.773491208E0,1.007304993E3
4.837618208E0,1.007301407E3
5.901806208E0,1.007301254E3
6.966049208E0,1.007298050E3
8.030267208E0,1.007298050E3
9.094453208E0,1.007299500E3
1.015865021E1,1.007303772E3
1.122281921E1,1.007309189E3
1.228700621E1,1.007313232E3
1.335114021E1,1.007320938E3
1.441523221E1,1.007325439E3
1.547936921E1,1.007327347E3
1.654354421E1,1.007327347E3
1.760771121E1,1.007323685E3
1.867193821E1,1.007317352E3
1.973611921E1,1.007306519E3
2.080030521E1,1.007294617E3
2.186441621E1,1.007288971E3
2.292855021E1,1.007288971E3
2.399266421E1,1.007288971E3
2.505677421E1,1.007296600E3
2.612093421E1,1.007309799E3
2.718508321E1,1.007321243E3
2.824920721E1,1.007332764E3
2.931337021E1,1.007341614E3
3.037759721E1,1.007350235E3
3.144180421E1,1.007359467E3
3.250600721E1,1.007364197E3
3.357025921E1,1.007369843E3
3.463448921E1,1.007373047E3
3.569871721E1,1.007373047E3
3.676292521E1,1.007370224E3
3.782712821E1,1.007367096E3
3.889137521E1,1.007359543E3
3.995554621E1,1.007349548E3
4.101973321E1,1.007336731E3
4.208395921E1,1.007326508E3
4.314811621E1,1.007317810E3
4.421234021E1,1.007308807E3
4.527655021E1,1.007307129E3
4.634073221E1,1.007307129E3
4.740494321E1,1.007311935E3
4.846914621E1,1.007315445E3
4.953332421E1,1.007324600E3
5.059751221E1,1.007332153E3
5.166171921E1,1.007340164E3
5.272591221E1,1.007344513E3
5.379011521E1,1.007347717E3
5.485435621E1,1.007347717E3
5.591861821E1,1.007346268E3
5.698283421E1,1.007344589E3
5.804705121E1,1.007344589E3
5.911125521E1,1.007346191E3
6.017544421E1,1.007346497E3
6.123961521E1,1.007348557E3
6.230374721E1,1.007350845E3
6.336789821E1,1.007353592E3
6.443206421E1,1.007355347E3
6.549624021E1,1.007356720E3
6.656044321E1,1.007357559E3
6.762466621E1,1.007357559E3
6.868885321E1,1.007357025E3
6.975302021E1,1.007352982E3
7.081723121E1,1.007350845E3
7.188143921E1,1.007348099E3
7.294565721E1,1.007343292E3
7.400985221E1,1.007339554E3
7.507398621E1,1.007338181E3
7.613822721E1,1.007330856E3
7.720243921E1,1.007323532E3
7.826669121E1,1.007320938E3
7.933086721E1,1.007312622E3
8.039508521E1,1.007302856E3
8.145935221E1,1.007296600E3
8.252364221E1,1.007291870E3
8.358786521E1,1.007287674E3
8.465216021E1,1.007287674E3
8.571643821E1,1.007288971E3
8.678064021E1,1.007292938E3
8.784487221E1,1.007292938E3
8.890909721E1,1.007290726E3
8.997334021E1,1.007285843E3
9.103753421E1,1.007278519E3
9.210177721E1,1.007273712E3
9.316599721E1,1.007267761E3
9.423024221E1,1.007262726E3
9.529448321E1,1.007261047E3
9.635870021E1,1.007260818E3
9.742296421E1,1.007260818E3
9.848721521E1,1.007261353E3
9.955147421E1,1.007266693E3
1.006157062E2,1.007272797E3
1.016799662E2,1.007276306E3
1.027442892E2,1.007277069E3
1.038085762E2,1.007277069E3
1.048728192E2,1.007277145E3
1.059371002E2,1.007278900E3
1.070013932E2,1.007283325E3
1.080656592E2,1.007290649E3
1.091299392E2,1.007297592E3
1.101942542E2,1.007303467E3
1.112586522E2,1.007306519E3
1.123230382E2,1.007308807E3
1.133873992E2,1.007312775E3
1.144517532E2,1.007313843E3
1.155161292E2,1.007316971E3
1.165805012E2,1.007319870E3
