"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
9.675833331E-3,-2.049332142E-2,-1.371242237E-1,-5.170195788E-2
1.965983333E-2,-1.645523429E-2,9.198137999E-2,-8.089008898E-2
2.964283333E-2,-9.271476701E-2,-1.319447601E-1,-5.934339166E-2
3.962583333E-2,2.053132832E-2,-4.243733704E-2,1.315828174E-2
4.960883333E-2,-4.273335233E-2,-4.652629495E-3,-7.560742199E-2
5.959283333E-2,-3.401398435E-2,-4.098664284E-2,-5.794649184E-2
6.957583333E-2,-9.440782830E-2,-8.956180215E-3,-5.832568377E-2
7.955883333E-2,-1.637129751E-1,2.889167726E-2,-2.513425648E-3
8.954183333E-2,-1.559331085E-1,-7.750484347E-2,3.348320335E-2
9.952583333E-2,-3.519322157E-2,-1.744645429E-1,1.126524568E-2
1.095088333E-1,7.549851760E-2,-1.549231482E-1,7.960516334E-2
1.194918333E-1,2.179150562E-1,2.747893149E-1,4.482826352E-2
1.294748333E-1,1.964225918E-3,1.586647815E-1,8.681828856E-2
1.394588333E-1,7.661782086E-2,-1.866255820E-2,1.588630021E-2
1.494418333E-1,-3.610158652E-2,-1.255455673E-2,4.357286632E-2
1.594248333E-1,-1.592568120E-1,-1.751574379E-1,1.282148212E-1
1.694078333E-1,-7.354335487E-3,-8.653469861E-2,7.950166762E-2
1.793918333E-1,5.013124958E-2,2.595766139E-1,1.279335701E-1
1.893748333E-1,-2.929221153E-2,8.759538352E-2,1.265863717E-1
1.993578333E-1,-2.697671413E-2,-1.621766192E-1,6.753709495E-2
2.093418333E-1,-9.440271199E-2,-1.898316103E-1,2.787893951E-2
2.193248333E-1,-7.178334296E-3,-9.608904898E-2,2.521027029E-2
2.293078333E-1,-1.261098236E-3,1.538648021E-1,-1.063550055E-2
2.392908333E-1,-1.198338608E-1,-4.108546078E-2,-1.138844651E-1
2.492748333E-1,-5.334239423E-2,-8.044657767E-2,-9.544176221E-2
2.592578333E-1,-4.829215407E-3,1.838072240E-1,-3.874072731E-2
2.692408333E-1,6.830132604E-2,2.553134090E-1,-8.497232258E-2
2.792238333E-1,1.851228476E-1,2.878970182E-1,1.993871301E-2
2.892078333E-1,3.129309949E-1,3.496675891E-1,1.251900566E-1
2.991908333E-1,3.440969467E-1,3.931813985E-1,6.989293814E-2
3.091738333E-1,5.434434387E-1,3.840813768E-1,-8.911030939E-1
